2pf_1.0_GHz	2pf_1.0_GHz	2pf_2.0_GHz	2pf_2.0_GHz	2pf_3.0_GHz	2pf_3.0_GHz	2pf_4.0_GHz	2pf_4.0_GHz	2pf_5.0_GHz	2pf_5.0_GHz	2pf_6.0_GHz	2pf_6.0_GHz	2pf_7.0_GHz	2pf_7.0_GHz	2pf_8.0_GHz	2pf_8.0_GHz	2pf_9.0_GHz	2pf_9.0_GHz	2pf_10.0_GHz	2pf_10.0_GHz	2pf_11.0_GHz	2pf_11.0_GHz	2pf_12.0_GHz	2pf_12.0_GHz	2pf_13.0_GHz	2pf_13.0_GHz	2pf_14.0_GHz	2pf_14.0_GHz	2pf_15.0_GHz	2pf_15.0_GHz	2pf_16.0_GHz	2pf_16.0_GHz	2pf_17.0_GHz	2pf_17.0_GHz
4.833200E+3	14.989510E-6	4.846600E+3	3.637387E-6	4.844200E+3	-2.032161E-6	4.845100E+3	-3.074249E-6	4.848100E+3	-3.183895E-6	4.847500E+3	-3.607089E-6	4.845900E+3	-2.134296E-6	4.840700E+3	-2.917849E-6	4.845400E+3	-2.873084E-6	4.840700E+3	-5.579209E-6	4.849600E+3	-804.293800E-9	4.842800E+3	-535.576267E-9	4.848900E+3	-418.538200E-9	4.849000E+3	7.605831E-9	4.843800E+3	427.137533E-9	4.842500E+3	286.973333E-9	4.850400E+3	390.443267E-9
4.891300E+3	14.794310E-6	4.899700E+3	3.615160E-6	4.897500E+3	-1.771755E-6	4.893500E+3	-3.128202E-6	4.897800E+3	-3.148009E-6	4.890800E+3	-3.573809E-6	4.899400E+3	-2.525203E-6	4.896300E+3	-2.886743E-6	4.899000E+3	-2.602378E-6	4.895700E+3	-4.940631E-6	4.898300E+3	-1.096483E-6	4.904300E+3	-481.993133E-9	4.901900E+3	-400.874067E-9	4.902200E+3	9.685807E-9	4.903000E+3	458.802600E-9	4.896200E+3	224.791467E-9	4.899300E+3	404.909867E-9
4.940000E+3	14.679570E-6	4.953500E+3	3.637761E-6	4.941500E+3	-1.605235E-6	4.952200E+3	-3.212332E-6	4.951000E+3	-2.749776E-6	4.949500E+3	-3.389160E-6	4.945900E+3	-2.575741E-6	4.954900E+3	-2.714697E-6	4.947600E+3	-2.427662E-6	4.955100E+3	-3.212893E-6	4.951600E+3	-1.527997E-6	4.952400E+3	-541.101733E-9	4.951000E+3	-391.716200E-9	4.955100E+3	79.659513E-9	4.952700E+3	348.130267E-9	4.949200E+3	198.559000E-9	4.957300E+3	362.379400E-9
4.994300E+3	14.456040E-6	5.003900E+3	3.288329E-6	5.001600E+3	-1.888421E-6	4.997200E+3	-2.949327E-6	4.999700E+3	-2.947837E-6	4.998200E+3	-3.658373E-6	4.998900E+3	-2.243261E-6	5.005000E+3	-2.653290E-6	5.001000E+3	-2.119519E-6	4.999100E+3	-1.632865E-6	5.000800E+3	-2.260644E-6	5.006400E+3	-622.499800E-9	5.004000E+3	-400.377267E-9	5.005200E+3	-3.694275E-9	5.001400E+3	360.858267E-9	5.009000E+3	264.341933E-9	5.007600E+3	306.344733E-9
5.048800E+3	14.168820E-6	5.053400E+3	3.851230E-6	5.049500E+3	-2.207560E-6	5.056900E+3	-2.915303E-6	5.053800E+3	-3.111935E-6	5.057500E+3	-3.449136E-6	5.058000E+3	-2.116475E-6	5.058600E+3	-2.711654E-6	5.050300E+3	-2.070220E-6	5.058400E+3	-624.485933E-9	5.058700E+3	-3.314281E-6	5.059800E+3	-692.007333E-9	5.057300E+3	-392.895867E-9	5.061700E+3	116.198680E-9	5.055000E+3	418.755533E-9	5.058100E+3	302.060733E-9	5.061700E+3	369.457467E-9
5.102800E+3	14.348010E-6	5.107600E+3	4.041225E-6	5.099000E+3	-2.014960E-6	5.105700E+3	-3.102561E-6	5.102000E+3	-3.384504E-6	5.107000E+3	-3.134845E-6	5.108400E+3	-1.841050E-6	5.112100E+3	-2.778087E-6	5.112600E+3	-2.090089E-6	5.111400E+3	-53.768668E-9	5.107400E+3	-4.702338E-6	5.108100E+3	-898.854067E-9	5.111600E+3	-338.351267E-9	5.112300E+3	10.058334E-9	5.108200E+3	586.395467E-9	5.112000E+3	222.680267E-9	5.106500E+3	384.948400E-9
5.152000E+3	14.063780E-6	5.152900E+3	4.125664E-6	5.158500E+3	-2.062459E-6	5.161200E+3	-3.119137E-6	5.161900E+3	-3.755298E-6	5.160800E+3	-3.017625E-6	5.162300E+3	-1.634543E-6	5.156900E+3	-2.732701E-6	5.163500E+3	-2.141001E-6	5.160200E+3	318.327667E-9	5.163400E+3	-5.692333E-6	5.162200E+3	-948.184867E-9	5.161000E+3	-373.244867E-9	5.159400E+3	-179.652933E-9	5.162100E+3	516.825533E-9	5.166800E+3	224.667133E-9	5.158900E+3	378.956867E-9
5.204900E+3	14.060420E-6	5.210500E+3	3.777837E-6	5.205600E+3	-2.095429E-6	5.208700E+3	-3.286653E-6	5.209300E+3	-3.900653E-6	5.212800E+3	-3.039231E-6	5.209500E+3	-1.971313E-6	5.214200E+3	-2.785351E-6	5.214300E+3	-2.135910E-6	5.212900E+3	589.779067E-9	5.210800E+3	-5.717169E-6	5.214100E+3	-1.237424E-6	5.216100E+3	-364.894000E-9	5.211700E+3	-149.198667E-9	5.218100E+3	508.754067E-9	5.215200E+3	262.013733E-9	5.216400E+3	284.148467E-9
5.253000E+3	14.558120E-6	5.264200E+3	3.094862E-6	5.258500E+3	-2.062085E-6	5.257500E+3	-3.346255E-6	5.257800E+3	-3.580265E-6	5.260200E+3	-2.913564E-6	5.262700E+3	-1.831360E-6	5.263800E+3	-2.637086E-6	5.267500E+3	-2.050787E-6	5.265600E+3	669.624600E-9	5.269100E+3	-4.443370E-6	5.267600E+3	-1.623179E-6	5.265200E+3	-521.699400E-9	5.270200E+3	-116.974867E-9	5.268800E+3	474.977333E-9	5.269400E+3	88.972833E-9	5.261400E+3	346.919533E-9
5.306500E+3	14.717170E-6	5.312000E+3	3.543511E-6	5.316800E+3	-1.715753E-6	5.316300E+3	-3.489680E-6	5.317400E+3	-3.300807E-6	5.318900E+3	-2.984345E-6	5.315500E+3	-2.015149E-6	5.316600E+3	-2.738103E-6	5.311800E+3	-1.947967E-6	5.320500E+3	838.007733E-9	5.317900E+3	-3.413686E-6	5.315500E+3	-2.126378E-6	5.313700E+3	-569.973000E-9	5.323200E+3	-55.010345E-9	5.317100E+3	511.734067E-9	5.315900E+3	140.661667E-9	5.320600E+3	267.726133E-9
5.364600E+3	14.855400E-6	5.370600E+3	3.382703E-6	5.367300E+3	-2.349121E-6	5.365800E+3	-3.363207E-6	5.365900E+3	-3.142174E-6	5.369400E+3	-2.946719E-6	5.369000E+3	-1.913631E-6	5.371400E+3	-2.675021E-6	5.364700E+3	-1.910897E-6	5.369500E+3	1.019867E-6	5.366700E+3	-2.439149E-6	5.365300E+3	-2.894129E-6	5.374700E+3	-550.229067E-9	5.373000E+3	-77.393327E-9	5.375000E+3	442.194067E-9	5.375100E+3	65.969040E-9	5.374700E+3	279.926400E-9
5.414100E+3	14.846090E-6	5.415800E+3	3.152853E-6	5.416200E+3	-2.245867E-6	5.414600E+3	-3.737357E-6	5.419000E+3	-3.237354E-6	5.417700E+3	-2.724072E-6	5.417700E+3	-1.592321E-6	5.424700E+3	-2.544013E-6	5.418000E+3	-1.973733E-6	5.424300E+3	1.194832E-6	5.426200E+3	-1.874949E-6	5.424600E+3	-4.047026E-6	5.416700E+3	-725.907467E-9	5.420200E+3	-12.635029E-9	5.425900E+3	383.458400E-9	5.423200E+3	179.963467E-9	5.428400E+3	243.200867E-9
5.465300E+3	14.271640E-6	5.474600E+3	3.313909E-6	5.465300E+3	-2.078602E-6	5.469700E+3	-3.274731E-6	5.467800E+3	-3.346380E-6	5.467200E+3	-2.776473E-6	5.470700E+3	-1.556558E-6	5.473500E+3	-2.294669E-6	5.478500E+3	-1.913878E-6	5.473100E+3	1.586733E-6	5.475000E+3	-1.475347E-6	5.477800E+3	-4.781471E-6	5.469400E+3	-818.139400E-9	5.473600E+3	-35.700892E-9	5.470600E+3	327.051333E-9	5.478500E+3	56.469523E-9	5.477500E+3	254.159467E-9
5.517500E+3	14.414330E-6	5.524800E+3	3.030541E-6	5.524700E+3	-1.979943E-6	5.524700E+3	-3.020789E-6	5.527700E+3	-3.300187E-6	5.526800E+3	-2.657015E-6	5.529800E+3	-1.638513E-6	5.522200E+3	-2.341980E-6	5.529400E+3	-1.912637E-6	5.529000E+3	1.611691E-6	5.528800E+3	-1.289145E-6	5.526400E+3	-4.931102E-6	5.523300E+3	-885.474133E-9	5.532200E+3	-101.452627E-9	5.530300E+3	354.587533E-9	5.531900E+3	101.235280E-9	5.526200E+3	247.298733E-9
5.572300E+3	14.403150E-6	5.579800E+3	3.394376E-6	5.572900E+3	-2.159813E-6	5.573300E+3	-3.381585E-6	5.577200E+3	-3.470683E-6	5.575700E+3	-2.279023E-6	5.579700E+3	-1.757785E-6	5.582000E+3	-2.123430E-6	5.578800E+3	-1.989879E-6	5.584100E+3	1.484722E-6	5.582300E+3	-1.357627E-6	5.584800E+3	-4.095800E-6	5.584100E+3	-1.370170E-6	5.585500E+3	-161.585193E-9	5.585200E+3	370.047267E-9	5.580800E+3	77.175960E-9	5.576100E+3	208.213867E-9
5.621100E+3	14.761890E-6	5.628200E+3	3.428151E-6	5.631900E+3	-2.437099E-6	5.632900E+3	-3.246419E-6	5.625600E+3	-3.325332E-6	5.624400E+3	-2.081210E-6	5.633400E+3	-2.018438E-6	5.635400E+3	-2.152549E-6	5.632200E+3	-1.996272E-6	5.632900E+3	1.612622E-6	5.630300E+3	-1.205262E-6	5.634900E+3	-3.117276E-6	5.631400E+3	-1.821395E-6	5.638000E+3	-83.136420E-9	5.637800E+3	295.262067E-9	5.634700E+3	142.151733E-9	5.631300E+3	181.267400E-9
5.673300E+3	15.034610E-6	5.682300E+3	3.606965E-6	5.675500E+3	-2.463302E-6	5.684700E+3	-3.183834E-6	5.685300E+3	-3.233133E-6	5.684700E+3	-2.015271E-6	5.680400E+3	-2.100023E-6	5.687100E+3	-2.063267E-6	5.679500E+3	-2.058486E-6	5.686500E+3	2.007077E-6	5.687700E+3	-1.209609E-6	5.687500E+3	-2.164688E-6	5.682800E+3	-2.354925E-6	5.689100E+3	-61.126141E-9	5.688900E+3	174.903333E-9	5.686100E+3	60.753567E-9	5.679600E+3	206.319933E-9
5.731100E+3	14.803250E-6	5.736800E+3	3.710903E-6	5.729900E+3	-2.020985E-6	5.734000E+3	-3.210657E-6	5.737100E+3	-3.097097E-6	5.735100E+3	-1.701721E-6	5.733000E+3	-2.147147E-6	5.739000E+3	-2.025951E-6	5.738500E+3	-1.980814E-6	5.735000E+3	1.934430E-6	5.737400E+3	-1.253134E-6	5.735600E+3	-1.536845E-6	5.731700E+3	-3.272559E-6	5.737900E+3	-104.153551E-9	5.739000E+3	92.480973E-9	5.739200E+3	71.060273E-9	5.741500E+3	161.523267E-9
5.785400E+3	14.926920E-6	5.781100E+3	3.561019E-6	5.788300E+3	-1.982739E-6	5.790200E+3	-3.274048E-6	5.785900E+3	-3.151797E-6	5.788400E+3	-1.664220E-6	5.781600E+3	-2.031104E-6	5.789200E+3	-1.972741E-6	5.791900E+3	-2.000000E-6	5.793000E+3	2.154288E-6	5.786100E+3	-1.174281E-6	5.790300E+3	-1.138641E-6	5.791200E+3	-4.121593E-6	5.790400E+3	-181.081093E-9	5.792100E+3	120.327547E-9	5.793100E+3	68.297320E-9	5.786800E+3	117.781987E-9
5.834500E+3	14.967910E-6	5.840600E+3	3.617768E-6	5.833600E+3	-1.920895E-6	5.841100E+3	-3.329493E-6	5.833500E+3	-3.020977E-6	5.840500E+3	-1.334406E-6	5.840700E+3	-2.059292E-6	5.837600E+3	-1.875259E-6	5.844600E+3	-1.950325E-6	5.838500E+3	2.292309E-6	5.843900E+3	-1.161428E-6	5.843400E+3	-1.013969E-6	5.835300E+3	-4.634693E-6	5.839400E+3	-276.355933E-9	5.841200E+3	102.539113E-9	5.845600E+3	55.072507E-9	5.845600E+3	128.585333E-9
5.890400E+3	15.117280E-6	5.892900E+3	4.092757E-6	5.891900E+3	-1.675395E-6	5.893100E+3	-3.236485E-6	5.888400E+3	-3.063445E-6	5.893900E+3	-1.250339E-6	5.893100E+3	-1.991927E-6	5.891200E+3	-1.869421E-6	5.896800E+3	-2.111757E-6	5.893500E+3	2.328259E-6	5.896100E+3	-1.180615E-6	5.895600E+3	-822.299400E-9	5.897500E+3	-4.347319E-6	5.896800E+3	-726.000667E-9	5.898900E+3	168.228600E-9	5.898000E+3	4.936020E-9	5.899000E+3	139.544000E-9
5.936800E+3	15.145590E-6	5.942500E+3	4.101449E-6	5.941100E+3	-1.644413E-6	5.943000E+3	-3.516689E-6	5.945800E+3	-3.228785E-6	5.947400E+3	-1.056873E-6	5.942200E+3	-2.104121E-6	5.944200E+3	-1.726431E-6	5.950000E+3	-2.078105E-6	5.942400E+3	2.099152E-6	5.949500E+3	-1.072146E-6	5.945200E+3	-702.314000E-9	5.947600E+3	-3.470063E-6	5.951200E+3	-1.117035E-6	5.944400E+3	129.982267E-9	5.951100E+3	-11.206978E-9	5.943100E+3	203.991600E-9
5.994900E+3	14.978700E-6	5.990600E+3	3.326077E-6	5.994700E+3	-1.664654E-6	5.997300E+3	-3.306333E-6	5.995200E+3	-3.196563E-6	5.998900E+3	-941.013667E-9	5.996400E+3	-1.912139E-6	5.997500E+3	-1.915991E-6	6.002300E+3	-2.063514E-6	6.000100E+3	2.240279E-6	6.001900E+3	-1.186077E-6	5.994200E+3	-642.802533E-9	6.001700E+3	-2.513467E-6	5.997300E+3	-1.677041E-6	6.002400E+3	99.062187E-9	6.004400E+3	20.737558E-9	6.002600E+3	152.520533E-9
6.043300E+3	15.111320E-6	6.049800E+3	3.222887E-6	6.047900E+3	-1.652610E-6	6.040600E+3	-3.253000E-6	6.043200E+3	-3.368857E-6	6.050400E+3	-1.301375E-6	6.050000E+3	-1.776227E-6	6.045900E+3	-1.743443E-6	6.047700E+3	-2.001551E-6	6.049700E+3	2.131377E-6	6.049900E+3	-1.372343E-6	6.055700E+3	-604.556200E-9	6.051700E+3	-1.762692E-6	6.052200E+3	-2.409873E-6	6.055200E+3	-43.399884E-9	6.047800E+3	101.359487E-9	6.051100E+3	143.051933E-9
6.097300E+3	15.207830E-6	6.098300E+3	3.465900E-6	6.096200E+3	-1.532717E-6	6.102600E+3	-2.998191E-6	6.102400E+3	-3.337999E-6	6.097000E+3	-734.258400E-9	6.096900E+3	-1.715441E-6	6.099200E+3	-1.674339E-6	6.099700E+3	-1.979509E-6	6.099200E+3	2.148639E-6	6.107000E+3	-1.258036E-6	6.108500E+3	-624.579733E-9	6.099700E+3	-1.224852E-6	6.100900E+3	-3.317943E-6	6.103400E+3	-209.672667E-9	6.108400E+3	53.830707E-9	6.105800E+3	107.630347E-9
6.144600E+3	15.858680E-6	6.146100E+3	3.155087E-6	6.151600E+3	-2.329811E-6	6.151000E+3	-3.004585E-6	6.150000E+3	-3.325271E-6	6.144900E+3	-1.582138E-6	6.148100E+3	-1.689551E-6	6.150400E+3	-1.806712E-6	6.147000E+3	-1.844274E-6	6.157800E+3	2.319815E-6	6.156200E+3	-481.682533E-9	6.151800E+3	-586.146867E-9	6.152500E+3	-973.174533E-9	6.152600E+3	-3.962370E-6	6.158700E+3	-329.969267E-9	6.157400E+3	91.921980E-9	6.158600E+3	108.096193E-9
6.197800E+3	15.919760E-6	6.204400E+3	2.859672E-6	6.202100E+3	-1.902082E-6	6.199900E+3	-3.264487E-6	6.198100E+3	-3.350353E-6	6.203100E+3	-1.073138E-6	6.196600E+3	-1.443061E-6	6.198800E+3	-2.005897E-6	6.208500E+3	-1.915307E-6	6.208000E+3	2.472491E-6	6.205000E+3	-274.679667E-9	6.204500E+3	-526.883733E-9	6.208300E+3	-794.173467E-9	6.205300E+3	-3.861317E-6	6.205000E+3	-452.004200E-9	6.206400E+3	-31.696193E-9	6.207400E+3	82.732947E-9
6.255100E+3	16.294160E-6	6.257800E+3	2.878671E-6	6.246300E+3	-2.019307E-6	6.257900E+3	-3.464285E-6	6.256000E+3	-3.650428E-6	6.257500E+3	-1.319381E-6	6.255100E+3	-1.559661E-6	6.257700E+3	-1.896184E-6	6.258900E+3	-1.911955E-6	6.261100E+3	2.221469E-6	6.252500E+3	-262.013533E-9	6.253200E+3	-493.107333E-9	6.260800E+3	-632.030067E-9	6.253800E+3	-3.192961E-6	6.258300E+3	-869.301133E-9	6.262400E+3	-102.911647E-9	6.262900E+3	75.065027E-9
6.304000E+3	16.498680E-6	6.303000E+3	2.740089E-6	6.307900E+3	-2.076552E-6	6.309300E+3	-2.896801E-6	6.305000E+3	-3.732327E-6	6.306900E+3	-1.296159E-6	6.304000E+3	-1.709356E-6	6.309800E+3	-2.033153E-6	6.306900E+3	-1.860231E-6	6.311100E+3	2.331363E-6	6.310800E+3	-688.871867E-9	6.309900E+3	-383.178933E-9	6.303500E+3	-534.986000E-9	6.314200E+3	-2.231153E-6	6.310300E+3	-1.285543E-6	6.305500E+3	-81.956813E-9	6.307500E+3	124.114867E-9
6.356600E+3	16.235680E-6	6.355000E+3	2.914806E-6	6.356500E+3	-1.952622E-6	6.358500E+3	-3.234499E-6	6.359300E+3	-3.760011E-6	6.355200E+3	-1.325961E-6	6.355700E+3	-1.651428E-6	6.362100E+3	-1.985160E-6	6.363400E+3	-1.970259E-6	6.354700E+3	2.163849E-6	6.362800E+3	-537.003733E-9	6.361600E+3	-332.018267E-9	6.356000E+3	-331.490533E-9	6.364600E+3	-1.404813E-6	6.358500E+3	-1.757009E-6	6.357900E+3	-155.221127E-9	6.364900E+3	42.810033E-9
6.409900E+3	15.990550E-6	6.412600E+3	3.027062E-6	6.405700E+3	-1.963985E-6	6.406800E+3	-3.435912E-6	6.412800E+3	-3.311551E-6	6.404100E+3	-1.019868E-6	6.408900E+3	-1.579531E-6	6.410700E+3	-2.031851E-6	6.414000E+3	-2.064819E-6	6.416900E+3	2.087605E-6	6.405900E+3	-703.276333E-9	6.414100E+3	-336.395600E-9	6.409000E+3	-218.582400E-9	6.413000E+3	-839.250467E-9	6.413900E+3	-2.454267E-6	6.416100E+3	-342.324867E-9	6.417500E+3	65.161947E-9
6.459000E+3	15.873190E-6	6.462900E+3	2.973043E-6	6.464100E+3	-2.180303E-6	6.460400E+3	-3.273613E-6	6.464400E+3	-3.339611E-6	6.465300E+3	-1.169003E-6	6.457600E+3	-1.620385E-6	6.459300E+3	-1.964048E-6	6.466900E+3	-2.102445E-6	6.467200E+3	1.931513E-6	6.463500E+3	-495.714867E-9	6.462600E+3	-329.286533E-9	6.467900E+3	-299.701400E-9	6.462000E+3	-532.222733E-9	6.466800E+3	-3.051648E-6	6.465100E+3	-460.603400E-9	6.470800E+3	-25.797802E-9
6.513200E+3	16.029290E-6	6.510900E+3	2.845267E-6	6.513400E+3	-1.993664E-6	6.517100E+3	-3.315213E-6	6.517300E+3	-3.320427E-6	6.509400E+3	-1.540166E-6	6.516200E+3	-1.508563E-6	6.520100E+3	-1.877804E-6	6.515000E+3	-2.121380E-6	6.511400E+3	1.970627E-6	6.516200E+3	-796.036133E-9	6.515000E+3	-371.568467E-9	6.516900E+3	-328.510333E-9	6.515100E+3	-359.337000E-9	6.519700E+3	-3.185106E-6	6.521700E+3	-641.653800E-9	6.522200E+3	-57.804407E-9
6.566300E+3	16.042350E-6	6.563700E+3	2.643357E-6	6.561700E+3	-2.007014E-6	6.563600E+3	-3.284417E-6	6.566600E+3	-3.026689E-6	6.568700E+3	-1.182291E-6	6.564800E+3	-1.705881E-6	6.565700E+3	-1.985781E-6	6.567600E+3	-1.938839E-6	6.570000E+3	1.880658E-6	6.568600E+3	-493.479533E-9	6.572500E+3	-425.150533E-9	6.569300E+3	-213.211800E-9	6.572500E+3	-308.114200E-9	6.572300E+3	-2.746422E-6	6.565800E+3	-951.661000E-9	6.566300E+3	-90.090360E-9
6.614300E+3	15.954790E-6	6.618500E+3	3.066921E-6	6.619900E+3	-2.003787E-6	6.611500E+3	-3.471611E-6	6.619700E+3	-3.162476E-6	6.617100E+3	-1.347071E-6	6.621900E+3	-1.583069E-6	6.622100E+3	-1.921763E-6	6.620200E+3	-2.025331E-6	6.624300E+3	1.827200E-6	6.621400E+3	-301.812533E-9	6.624300E+3	-460.976000E-9	6.617600E+3	-149.292000E-9	6.625000E+3	-198.807400E-9	6.625300E+3	-2.056714E-6	6.626900E+3	-1.107102E-6	6.627000E+3	-63.827000E-9
6.669100E+3	16.011030E-6	6.665100E+3	2.846012E-6	6.663200E+3	-2.136282E-6	6.671000E+3	-3.126899E-6	6.670000E+3	-3.466397E-6	6.669700E+3	-1.596915E-6	6.670300E+3	-1.589837E-6	6.668800E+3	-2.065751E-6	6.670700E+3	-2.115297E-6	6.670700E+3	1.915245E-6	6.672100E+3	-299.453000E-9	6.675200E+3	-368.246667E-9	6.673200E+3	-240.189467E-9	6.673200E+3	-347.012600E-9	6.673500E+3	-1.303983E-6	6.669700E+3	-1.492204E-6	6.676000E+3	-179.373533E-9
6.722100E+3	16.071400E-6	6.718000E+3	2.546623E-6	6.721000E+3	-2.218673E-6	6.716400E+3	-3.175328E-6	6.719700E+3	-3.357744E-6	6.722000E+3	-1.851230E-6	6.718200E+3	-1.524831E-6	6.717100E+3	-2.124795E-6	6.722900E+3	-2.183718E-6	6.726500E+3	1.841419E-6	6.724200E+3	-270.892333E-9	6.726900E+3	-404.382133E-9	6.725100E+3	-163.975733E-9	6.725500E+3	-235.719000E-9	6.726900E+3	-679.217133E-9	6.727100E+3	-2.126719E-6	6.728000E+3	-243.511467E-9
6.771400E+3	16.442060E-6	6.771200E+3	2.661984E-6	6.769500E+3	-2.054139E-6	6.773200E+3	-3.249833E-6	6.771400E+3	-3.422750E-6	6.773600E+3	-2.107411E-6	6.770500E+3	-1.603497E-6	6.768700E+3	-2.172729E-6	6.774600E+3	-2.076305E-6	6.776000E+3	1.803358E-6	6.776000E+3	-344.466933E-9	6.778300E+3	-473.983867E-9	6.773700E+3	-188.004000E-9	6.772800E+3	-203.184467E-9	6.772900E+3	-378.615867E-9	6.775800E+3	-2.665615E-6	6.770800E+3	-319.445400E-9
6.818600E+3	16.581020E-6	6.823700E+3	2.322113E-6	6.816500E+3	-2.107101E-6	6.816500E+3	-3.122801E-6	6.822500E+3	-3.327008E-6	6.821900E+3	-2.193961E-6	6.822200E+3	-1.623365E-6	6.820800E+3	-2.050041E-6	6.822500E+3	-2.026014E-6	6.824800E+3	1.956784E-6	6.827600E+3	-194.026533E-9	6.829200E+3	-378.956867E-9	6.821400E+3	-462.683600E-9	6.829100E+3	-185.303000E-9	6.829300E+3	-160.436847E-9	6.823200E+3	-3.089366E-6	6.822600E+3	-436.698933E-9
6.875100E+3	16.622730E-6	6.869000E+3	2.260149E-6	6.874400E+3	-2.105362E-6	6.870500E+3	-3.301925E-6	6.875300E+3	-3.300869E-6	6.876800E+3	-2.270829E-6	6.870300E+3	-1.518745E-6	6.878900E+3	-2.233326E-6	6.875400E+3	-2.184339E-6	6.872700E+3	2.214263E-6	6.880100E+3	-211.535267E-9	6.878600E+3	-383.768800E-9	6.874000E+3	-344.497933E-9	6.879400E+3	-105.395113E-9	6.881100E+3	-26.418671E-9	6.875000E+3	-2.875721E-6	6.880900E+3	-616.663400E-9
6.923300E+3	16.915170E-6	6.920600E+3	1.980871E-6	6.923300E+3	-2.171859E-6	6.924200E+3	-3.187312E-6	6.928100E+3	-3.281312E-6	6.920700E+3	-2.023965E-6	6.927100E+3	-1.460384E-6	6.930800E+3	-2.142865E-6	6.927600E+3	-2.243881E-6	6.931000E+3	2.168691E-6	6.930600E+3	-298.086933E-9	6.927600E+3	-405.003000E-9	6.929900E+3	-260.896133E-9	6.927400E+3	-204.519333E-9	6.930800E+3	-4.625588E-9	6.933900E+3	-2.376749E-6	6.932900E+3	-749.811533E-9
6.979100E+3	16.680860E-6	6.979700E+3	2.382089E-6	6.971400E+3	-2.021853E-6	6.972400E+3	-3.426971E-6	6.977300E+3	-2.941381E-6	6.972200E+3	-2.278401E-6	6.979000E+3	-1.410651E-6	6.979800E+3	-1.983731E-6	6.980100E+3	-2.195826E-6	6.974600E+3	2.395625E-6	6.979500E+3	-341.734933E-9	6.979600E+3	-466.781733E-9	6.981400E+3	-197.379200E-9	6.984000E+3	-193.777933E-9	6.984800E+3	135.415133E-9	6.982100E+3	-1.704609E-6	6.984600E+3	-1.118090E-6
7.030300E+3	16.786640E-6	7.030000E+3	2.633671E-6	7.022700E+3	-2.118091E-6	7.029100E+3	-3.200288E-6	7.020700E+3	-3.205691E-6	7.029600E+3	-2.493599E-6	7.030500E+3	-1.367685E-6	7.027400E+3	-1.953803E-6	7.031800E+3	-2.136281E-6	7.035000E+3	2.456842E-6	7.030900E+3	-507.449467E-9	7.030600E+3	-455.946400E-9	7.033600E+3	-254.345733E-9	7.031300E+3	-92.977487E-9	7.030900E+3	108.592947E-9	7.036800E+3	-943.807267E-9	7.027000E+3	-1.498567E-6
7.076800E+3	16.453970E-6	7.081100E+3	2.547865E-6	7.080000E+3	-1.773123E-6	7.080600E+3	-3.272745E-6	7.078200E+3	-3.239589E-6	7.081000E+3	-2.656893E-6	7.082100E+3	-1.546935E-6	7.083700E+3	-1.885254E-6	7.080000E+3	-2.252201E-6	7.085700E+3	2.653353E-6	7.085700E+3	-593.007800E-9	7.083200E+3	-303.054133E-9	7.084700E+3	-322.053067E-9	7.078800E+3	-114.801700E-9	7.085900E+3	106.512827E-9	7.087700E+3	-443.684467E-9	7.085100E+3	-1.998040E-6
7.130400E+3	16.517680E-6	7.124000E+3	2.770139E-6	7.129800E+3	-1.892645E-6	7.127700E+3	-3.026998E-6	7.128700E+3	-2.733696E-6	7.131200E+3	-2.557798E-6	7.128300E+3	-1.552335E-6	7.130700E+3	-1.902703E-6	7.133700E+3	-2.254250E-6	7.133900E+3	2.593809E-6	7.135300E+3	-823.479600E-9	7.132900E+3	-401.060267E-9	7.132400E+3	-311.218733E-9	7.128500E+3	-127.436913E-9	7.133400E+3	130.417133E-9	7.136800E+3	-206.599627E-9	7.135600E+3	-2.312241E-6
7.174900E+3	16.487900E-6	7.173000E+3	2.548114E-6	7.181600E+3	-1.633237E-6	7.180100E+3	-2.850545E-6	7.176100E+3	-2.692779E-6	7.182800E+3	-2.520919E-6	7.176700E+3	-1.541780E-6	7.178800E+3	-1.648013E-6	7.184300E+3	-2.212651E-6	7.186000E+3	2.466095E-6	7.184400E+3	-1.054948E-6	7.186700E+3	-546.317467E-9	7.179300E+3	-177.697267E-9	7.182700E+3	23.997209E-9	7.186900E+3	136.594733E-9	7.182300E+3	-2.017873E-9	7.187000E+3	-2.434305E-6
7.227100E+3	16.738200E-6	7.230100E+3	2.703953E-6	7.229700E+3	-1.665088E-6	7.228200E+3	-2.735930E-6	7.232900E+3	-2.880533E-6	7.231200E+3	-2.706065E-6	7.228800E+3	-1.574812E-6	7.234900E+3	-1.546810E-6	7.228700E+3	-2.188125E-6	7.231200E+3	2.137897E-6	7.235900E+3	-861.601133E-9	7.236200E+3	-513.814267E-9	7.232200E+3	-323.077600E-9	7.233800E+3	89.469507E-9	7.237000E+3	161.771733E-9	7.237000E+3	15.832573E-9	7.231600E+3	-2.119363E-6
