2pf_1.0_GHz	2pf_1.0_GHz	2pf_2.0_GHz	2pf_2.0_GHz	2pf_3.0_GHz	2pf_3.0_GHz	2pf_4.0_GHz	2pf_4.0_GHz	2pf_5.0_GHz	2pf_5.0_GHz	2pf_6.0_GHz	2pf_6.0_GHz	2pf_7.0_GHz	2pf_7.0_GHz	2pf_8.0_GHz	2pf_8.0_GHz	2pf_9.0_GHz	2pf_9.0_GHz	2pf_10.0_GHz	2pf_10.0_GHz	2pf_11.0_GHz	2pf_11.0_GHz	2pf_12.0_GHz	2pf_12.0_GHz	2pf_13.0_GHz	2pf_13.0_GHz	2pf_14.0_GHz	2pf_14.0_GHz	2pf_15.0_GHz	2pf_15.0_GHz	2pf_16.0_GHz	2pf_16.0_GHz	2pf_17.0_GHz	2pf_17.0_GHz
2.302600E+3	14.716450E-6	2.310900E+3	-7.494330E-6	2.308300E+3	-11.724153E-6	2.309100E+3	-5.895985E-6	2.311200E+3	-4.769022E-6	2.314200E+3	-4.602749E-6	2.306100E+3	-1.473609E-6	2.318100E+3	-2.547803E-6	2.309300E+3	-2.158199E-6	2.318100E+3	434.606667E-12	2.310700E+3	1.497327E-6	2.309000E+3	-243.231800E-9	2.309000E+3	-305.227267E-9	2.317100E+3	-78.107367E-9	2.312600E+3	199.117933E-9	2.319800E+3	254.035733E-9	2.310200E+3	255.245933E-9
2.361400E+3	14.058930E-6	2.371900E+3	-5.601749E-6	2.362800E+3	-12.843187E-6	2.363800E+3	-5.715059E-6	2.365700E+3	-5.035689E-6	2.362700E+3	-4.248722E-6	2.367700E+3	-906.120000E-9	2.362800E+3	-2.412823E-6	2.365800E+3	-2.284239E-6	2.368900E+3	-7.574801E-9	2.366200E+3	1.474105E-6	2.363100E+3	-238.078533E-9	2.363000E+3	-428.472867E-9	2.359900E+3	-55.941787E-9	2.373900E+3	354.059533E-9	2.364400E+3	313.081467E-9	2.371800E+3	312.833067E-9
2.405400E+3	15.312520E-6	2.421700E+3	-4.280507E-6	2.413800E+3	-14.242647E-6	2.413600E+3	-6.151353E-6	2.414600E+3	-4.909155E-6	2.417400E+3	-4.205882E-6	2.421500E+3	-1.056437E-6	2.424100E+3	-2.516510E-6	2.416100E+3	-2.184277E-6	2.417000E+3	-91.270033E-9	2.422300E+3	1.446041E-6	2.425300E+3	-240.468867E-9	2.417300E+3	-285.669533E-9	2.423400E+3	-76.058480E-9	2.422800E+3	216.347333E-9	2.426300E+3	314.757867E-9	2.416500E+3	239.351533E-9
2.460500E+3	15.556570E-6	2.476000E+3	-2.649689E-6	2.476100E+3	-14.681047E-6	2.474400E+3	-6.671651E-6	2.476300E+3	-5.110073E-6	2.466900E+3	-4.020859E-6	2.468100E+3	-1.366073E-6	2.473100E+3	-2.040915E-6	2.469400E+3	-2.141560E-6	2.476500E+3	-119.458393E-9	2.471600E+3	1.409781E-6	2.480500E+3	-272.506800E-9	2.468200E+3	-321.618600E-9	2.477400E+3	-84.005833E-9	2.468700E+3	238.885733E-9	2.475900E+3	405.096200E-9	2.471300E+3	286.011000E-9
2.515700E+3	14.440410E-6	2.524600E+3	-1.062457E-6	2.531200E+3	-13.845467E-6	2.523000E+3	-7.583681E-6	2.519500E+3	-4.923125E-6	2.528000E+3	-3.924002E-6	2.522200E+3	-1.174777E-6	2.527600E+3	-2.349865E-6	2.520000E+3	-1.976404E-6	2.523600E+3	-31.665143E-9	2.527900E+3	1.426359E-6	2.529800E+3	-368.991667E-9	2.532700E+3	-279.119267E-9	2.531700E+3	-32.503357E-9	2.528200E+3	345.305133E-9	2.524900E+3	459.547933E-9	2.533100E+3	221.966400E-9
2.570700E+3	13.783260E-6	2.585600E+3	333.912220E-9	2.575200E+3	-12.061680E-6	2.579100E+3	-8.584740E-6	2.581400E+3	-5.123918E-6	2.576800E+3	-4.006330E-6	2.572100E+3	-1.324473E-6	2.576800E+3	-2.434057E-6	2.579300E+3	-1.844959E-6	2.583000E+3	190.673906E-9	2.581500E+3	1.529985E-6	2.583500E+3	-428.907067E-9	2.582500E+3	-380.074533E-9	2.578800E+3	-75.437567E-9	2.577600E+3	475.442867E-9	2.585400E+3	424.001933E-9	2.582200E+3	228.361400E-9
2.618100E+3	14.320460E-6	2.638800E+3	1.041473E-6	2.631600E+3	-10.154202E-6	2.627400E+3	-9.586595E-6	2.629800E+3	-5.145525E-6	2.631200E+3	-4.110639E-6	2.637700E+3	-1.330247E-6	2.636000E+3	-2.240466E-6	2.627900E+3	-2.003601E-6	2.631100E+3	245.063467E-9	2.637100E+3	1.503038E-6	2.637400E+3	-414.781800E-9	2.636000E+3	-419.003800E-9	2.627000E+3	-50.695315E-9	2.630500E+3	422.077400E-9	2.640500E+3	504.563067E-9	2.630900E+3	168.135533E-9
2.672200E+3	14.768970E-6	2.683500E+3	1.397737E-6	2.685100E+3	-8.046985E-6	2.687800E+3	-11.682947E-6	2.684300E+3	-5.503027E-6	2.679800E+3	-3.939027E-6	2.680400E+3	-1.376999E-6	2.690300E+3	-2.259465E-6	2.681900E+3	-2.128583E-6	2.687500E+3	118.713287E-9	2.686400E+3	1.425056E-6	2.691100E+3	-249.750933E-9	2.689800E+3	-388.239200E-9	2.681200E+3	-71.774320E-9	2.681100E+3	375.200667E-9	2.688500E+3	520.364667E-9	2.691500E+3	-9.561656E-9
2.729500E+3	15.097170E-6	2.741700E+3	2.206377E-6	2.731700E+3	-6.155947E-6	2.730700E+3	-14.116120E-6	2.737600E+3	-5.565487E-6	2.732000E+3	-4.196569E-6	2.731700E+3	-1.190114E-6	2.738800E+3	-2.328879E-6	2.741000E+3	-2.119333E-6	2.740000E+3	111.635147E-9	2.733200E+3	1.617095E-6	2.738000E+3	-215.726533E-9	2.735100E+3	-408.479867E-9	2.742300E+3	-28.715949E-9	2.739400E+3	441.324467E-9	2.735200E+3	467.246800E-9	2.732800E+3	-91.239013E-9
2.778500E+3	15.021920E-6	2.790900E+3	2.363835E-6	2.781700E+3	-4.697373E-6	2.791000E+3	-15.995573E-6	2.791200E+3	-5.856683E-6	2.785300E+3	-4.013408E-6	2.781700E+3	-1.247111E-6	2.792500E+3	-2.187319E-6	2.789300E+3	-1.950701E-6	2.783600E+3	131.627853E-9	2.788400E+3	1.673842E-6	2.796600E+3	-227.834000E-9	2.788400E+3	-441.915067E-9	2.788300E+3	-23.717810E-9	2.792100E+3	509.933733E-9	2.790900E+3	472.896600E-9	2.790500E+3	300.974200E-9
2.827100E+3	14.723530E-6	2.836200E+3	2.338130E-6	2.841800E+3	-3.709353E-6	2.839900E+3	-16.289433E-6	2.840500E+3	-6.328923E-6	2.844800E+3	-4.073261E-6	2.846600E+3	-1.228298E-6	2.841600E+3	-2.207311E-6	2.838900E+3	-1.990066E-6	2.843100E+3	-80.404613E-9	2.849600E+3	1.538181E-6	2.840900E+3	-169.657000E-9	2.838300E+3	-474.542267E-9	2.843400E+3	-31.727207E-9	2.852100E+3	389.201533E-9	2.840600E+3	437.661533E-9	2.844800E+3	309.759667E-9
2.882000E+3	14.581960E-6	2.897200E+3	2.957025E-6	2.896300E+3	-3.321359E-6	2.896800E+3	-14.675913E-6	2.890800E+3	-7.141783E-6	2.894600E+3	-4.324595E-6	2.896900E+3	-1.086985E-6	2.896400E+3	-1.956039E-6	2.893500E+3	-1.964545E-6	2.901900E+3	-134.049027E-9	2.894200E+3	1.351543E-6	2.902900E+3	-163.913600E-9	2.897700E+3	-426.237467E-9	2.891700E+3	4.066800E-9	2.903400E+3	305.009933E-9	2.902500E+3	398.235533E-9	2.893700E+3	337.482200E-9
2.930800E+3	14.602070E-6	2.946500E+3	3.001357E-6	2.945800E+3	-2.858617E-6	2.946100E+3	-12.354000E-6	2.947600E+3	-8.448021E-6	2.943900E+3	-4.292681E-6	2.950700E+3	-1.272566E-6	2.945500E+3	-2.044764E-6	2.955100E+3	-2.028125E-6	2.945600E+3	-284.489600E-9	2.955500E+3	1.185458E-6	2.957500E+3	-206.196007E-9	2.952300E+3	-421.301000E-9	2.957200E+3	-104.029373E-9	2.952900E+3	335.153800E-9	2.950900E+3	404.630400E-9	2.950500E+3	284.862467E-9
2.985700E+3	14.775690E-6	3.007000E+3	2.374888E-6	3.005500E+3	-2.659809E-6	3.006200E+3	-9.596278E-6	3.001100E+3	-10.192457E-6	2.996800E+3	-4.515827E-6	2.998800E+3	-1.540539E-6	3.000700E+3	-2.142987E-6	3.007800E+3	-2.343719E-6	2.999000E+3	-309.883733E-9	3.004600E+3	1.041599E-6	3.006000E+3	-269.836933E-9	3.000300E+3	-352.755733E-9	2.999100E+3	-50.788391E-9	3.001200E+3	510.865267E-9	3.006800E+3	367.998400E-9	3.000700E+3	291.040133E-9
3.044400E+3	15.014840E-6	3.049300E+3	2.238043E-6	3.054600E+3	-2.725934E-6	3.055200E+3	-7.251128E-6	3.049700E+3	-12.414027E-6	3.050500E+3	-4.911575E-6	3.058100E+3	-1.322113E-6	3.054300E+3	-2.208926E-6	3.056700E+3	-2.165712E-6	3.051600E+3	-522.288600E-9	3.053400E+3	1.057680E-6	3.059900E+3	-246.212200E-9	3.054100E+3	-381.657733E-9	3.052500E+3	-149.353800E-9	3.061400E+3	536.351733E-9	3.055500E+3	339.717200E-9	3.056400E+3	289.115400E-9
3.091600E+3	15.322960E-6	3.108900E+3	2.403696E-6	3.107900E+3	-2.367437E-6	3.100000E+3	-5.762059E-6	3.103300E+3	-15.207600E-6	3.104200E+3	-5.114729E-6	3.106400E+3	-1.416548E-6	3.103500E+3	-2.373832E-6	3.105800E+3	-2.203151E-6	3.105500E+3	-336.582047E-9	3.112500E+3	1.015521E-6	3.112700E+3	-193.746933E-9	3.109500E+3	-332.049267E-9	3.106000E+3	-124.518600E-9	3.105700E+3	515.925333E-9	3.104900E+3	348.906333E-9	3.111700E+3	299.825533E-9
3.151300E+3	15.081170E-6	3.163000E+3	3.009553E-6	3.156600E+3	-2.262011E-6	3.159300E+3	-4.515267E-6	3.158300E+3	-16.971653E-6	3.157800E+3	-5.476826E-6	3.159800E+3	-1.980936E-6	3.163500E+3	-2.359303E-6	3.158100E+3	-2.161489E-6	3.155400E+3	-90.525007E-9	3.156700E+3	848.004000E-9	3.161700E+3	-261.517067E-9	3.163400E+3	-306.376000E-9	3.160900E+3	-155.314467E-9	3.165200E+3	644.820467E-9	3.168400E+3	403.140200E-9	3.160300E+3	351.141400E-9
3.199200E+3	15.265940E-6	3.212400E+3	2.324596E-6	3.215500E+3	-2.015707E-6	3.213100E+3	-3.706743E-6	3.213900E+3	-16.242820E-6	3.210700E+3	-6.031646E-6	3.207400E+3	-2.055443E-6	3.211400E+3	-2.407794E-6	3.218100E+3	-2.294234E-6	3.215000E+3	-66.807256E-9	3.217400E+3	831.426267E-9	3.215500E+3	-268.315733E-9	3.211300E+3	-459.609933E-9	3.215000E+3	-126.908940E-9	3.213600E+3	655.251200E-9	3.217700E+3	337.916600E-9	3.220500E+3	328.975933E-9
3.252300E+3	15.505900E-6	3.260100E+3	2.336020E-6	3.267900E+3	-2.053457E-6	3.260100E+3	-3.392699E-6	3.261400E+3	-14.645433E-6	3.258300E+3	-6.858411E-6	3.267400E+3	-1.868988E-6	3.264500E+3	-2.448090E-6	3.270100E+3	-2.412140E-6	3.270700E+3	219.358867E-9	3.265100E+3	808.764200E-9	3.262900E+3	-249.813267E-9	3.259400E+3	-429.248400E-9	3.267400E+3	-87.296427E-9	3.262800E+3	572.611800E-9	3.270100E+3	273.096733E-9	3.267600E+3	338.568667E-9
3.300700E+3	15.588600E-6	3.313600E+3	2.525390E-6	3.314200E+3	-1.621937E-6	3.314800E+3	-3.429208E-6	3.316600E+3	-11.810853E-6	3.319200E+3	-7.798447E-6	3.316000E+3	-1.886435E-6	3.313300E+3	-2.423005E-6	3.314200E+3	-2.394941E-6	3.316400E+3	242.455933E-9	3.321000E+3	1.013472E-6	3.316600E+3	-285.141800E-9	3.313400E+3	-250.620267E-9	3.320100E+3	-130.572227E-9	3.322900E+3	641.157133E-9	3.319800E+3	356.542933E-9	3.316800E+3	367.656933E-9
3.361500E+3	15.299130E-6	3.369900E+3	2.624979E-6	3.367700E+3	-1.741519E-6	3.369000E+3	-3.366063E-6	3.372800E+3	-9.194448E-6	3.368200E+3	-9.523763E-6	3.364700E+3	-1.802180E-6	3.374400E+3	-2.492109E-6	3.367500E+3	-2.261079E-6	3.372800E+3	300.819067E-9	3.369200E+3	939.150667E-9	3.370300E+3	-335.960933E-9	3.367200E+3	-297.062667E-9	3.369100E+3	-147.894933E-9	3.376400E+3	559.014467E-9	3.375300E+3	357.381333E-9	3.372600E+3	363.186600E-9
3.405300E+3	15.129200E-6	3.426400E+3	3.164027E-6	3.428200E+3	-1.424125E-6	3.428600E+3	-3.157012E-6	3.422300E+3	-7.439876E-6	3.428000E+3	-11.512440E-6	3.420300E+3	-1.819131E-6	3.428300E+3	-2.386064E-6	3.421600E+3	-2.276789E-6	3.422100E+3	185.085800E-9	3.419600E+3	1.072767E-6	3.431700E+3	-358.157533E-9	3.421400E+3	-327.206533E-9	3.423200E+3	-116.788587E-9	3.426000E+3	508.319600E-9	3.424500E+3	352.848867E-9	3.429100E+3	364.894000E-9
3.464900E+3	15.538670E-6	3.474700E+3	2.933803E-6	3.478400E+3	-1.719911E-6	3.478300E+3	-3.007877E-6	3.472000E+3	-6.591744E-6	3.478600E+3	-12.898007E-6	3.474300E+3	-2.464419E-6	3.481600E+3	-2.404876E-6	3.472200E+3	-2.458832E-6	3.482100E+3	117.285113E-9	3.471500E+3	1.301810E-6	3.474400E+3	-363.124467E-9	3.480200E+3	-336.053933E-9	3.477500E+3	-87.979373E-9	3.475700E+3	549.111467E-9	3.485100E+3	428.099867E-9	3.477500E+3	411.894667E-9
3.512600E+3	15.765550E-6	3.530400E+3	2.995397E-6	3.532200E+3	-1.590333E-6	3.531900E+3	-3.204571E-6	3.531800E+3	-5.963351E-6	3.523600E+3	-13.062540E-6	3.527600E+3	-2.786595E-6	3.525100E+3	-2.464232E-6	3.536100E+3	-2.578287E-6	3.532100E+3	239.103000E-9	3.530600E+3	1.341855E-6	3.527700E+3	-200.763133E-9	3.528900E+3	-348.099067E-9	3.535700E+3	-23.221107E-9	3.528900E+3	581.552533E-9	3.529000E+3	343.163200E-9	3.533700E+3	372.624000E-9
3.572500E+3	15.520810E-6	3.580100E+3	2.935297E-6	3.585500E+3	-1.704143E-6	3.581700E+3	-3.191533E-6	3.581000E+3	-5.794220E-6	3.578500E+3	-11.438433E-6	3.583800E+3	-3.013464E-6	3.585800E+3	-2.515144E-6	3.585900E+3	-2.451131E-6	3.580200E+3	73.326533E-9	3.579900E+3	1.420896E-6	3.581100E+3	-256.053267E-9	3.582700E+3	-233.483733E-9	3.582800E+3	-102.384053E-9	3.590000E+3	590.524267E-9	3.584500E+3	259.964667E-9	3.582500E+3	333.291133E-9
3.620500E+3	15.773370E-6	3.638900E+3	3.188119E-6	3.628900E+3	-2.360670E-6	3.630000E+3	-3.133046E-6	3.630000E+3	-5.794967E-6	3.638500E+3	-9.271184E-6	3.632100E+3	-3.774240E-6	3.638500E+3	-2.397550E-6	3.634400E+3	-2.382214E-6	3.642200E+3	59.108177E-9	3.635200E+3	1.075561E-6	3.641200E+3	-280.174533E-9	3.636600E+3	-457.778733E-9	3.637100E+3	-145.721867E-9	3.638300E+3	640.908800E-9	3.640400E+3	250.683000E-9	3.637900E+3	345.212067E-9
3.679800E+3	15.853460E-6	3.688300E+3	3.597899E-6	3.691500E+3	-1.678065E-6	3.683700E+3	-2.980621E-6	3.683000E+3	-5.407969E-6	3.687600E+3	-7.293162E-6	3.692200E+3	-4.737853E-6	3.686900E+3	-2.289391E-6	3.688200E+3	-2.616411E-6	3.688900E+3	78.479900E-9	3.688500E+3	996.708133E-9	3.689500E+3	-268.253667E-9	3.690500E+3	-386.811333E-9	3.685100E+3	-29.926676E-9	3.687000E+3	633.209933E-9	3.688400E+3	276.387333E-9	3.686600E+3	333.073800E-9
3.726100E+3	15.736490E-6	3.741600E+3	3.399219E-6	3.730900E+3	-1.559042E-6	3.732500E+3	-2.996267E-6	3.742000E+3	-5.361157E-6	3.734300E+3	-5.638754E-6	3.743900E+3	-6.218097E-6	3.735100E+3	-2.339311E-6	3.742500E+3	-2.569843E-6	3.741500E+3	-81.273833E-9	3.743400E+3	974.294067E-9	3.741700E+3	-373.927867E-9	3.741900E+3	-268.750200E-9	3.742500E+3	-110.952193E-9	3.738900E+3	624.362333E-9	3.745900E+3	322.394667E-9	3.743300E+3	246.646800E-9
3.781300E+3	15.807630E-6	3.790600E+3	3.536309E-6	3.790100E+3	-1.535821E-6	3.791900E+3	-3.025013E-6	3.791000E+3	-5.437835E-6	3.787600E+3	-4.701717E-6	3.793900E+3	-7.413803E-6	3.792800E+3	-2.403881E-6	3.796500E+3	-2.508689E-6	3.789000E+3	-49.174100E-9	3.791200E+3	920.648000E-9	3.795400E+3	-353.128267E-9	3.790600E+3	-366.539267E-9	3.796100E+3	19.092210E-9	3.798900E+3	426.113600E-9	3.796000E+3	272.227267E-9	3.792600E+3	329.534800E-9
3.834500E+3	15.735360E-6	3.840200E+3	3.387172E-6	3.838700E+3	-1.776785E-6	3.840500E+3	-3.222703E-6	3.844700E+3	-5.369725E-6	3.842100E+3	-4.037376E-6	3.839600E+3	-8.198553E-6	3.842200E+3	-2.561276E-6	3.849700E+3	-2.327887E-6	3.846900E+3	-74.754567E-9	3.841400E+3	771.138733E-9	3.842600E+3	-332.266667E-9	3.844600E+3	-339.034267E-9	3.845000E+3	-98.099833E-9	3.848300E+3	491.183000E-9	3.850100E+3	279.243333E-9	3.851800E+3	350.365400E-9
3.882900E+3	15.851960E-6	3.899900E+3	3.353645E-6	3.892100E+3	-1.851787E-6	3.901500E+3	-2.662354E-6	3.893700E+3	-4.876310E-6	3.895400E+3	-3.923380E-6	3.903200E+3	-7.711643E-6	3.895300E+3	-2.973231E-6	3.903400E+3	-2.339869E-6	3.893800E+3	-149.074467E-9	3.901600E+3	758.038067E-9	3.903000E+3	-268.532733E-9	3.897800E+3	-360.299467E-9	3.906500E+3	-3.725302E-9	3.897200E+3	423.598200E-9	3.899100E+3	306.717333E-9	3.902400E+3	333.415333E-9
3.942200E+3	15.698110E-6	3.945100E+3	3.617644E-6	3.952800E+3	-1.820743E-6	3.950000E+3	-2.543892E-6	3.947200E+3	-4.837629E-6	3.949500E+3	-3.924494E-6	3.952200E+3	-6.192021E-6	3.951000E+3	-3.453049E-6	3.952400E+3	-2.740960E-6	3.947400E+3	-189.618067E-9	3.950300E+3	726.187000E-9	3.952200E+3	-348.347400E-9	3.952400E+3	-198.496733E-9	3.950800E+3	-58.611539E-9	3.950500E+3	361.324000E-9	3.958800E+3	288.028867E-9	3.950700E+3	336.395467E-9
3.990200E+3	15.904870E-6	4.005500E+3	3.875198E-6	4.001600E+3	-2.054388E-6	3.998700E+3	-2.762565E-6	4.007000E+3	-4.816022E-6	4.003100E+3	-3.639251E-6	4.001900E+3	-5.028365E-6	4.006800E+3	-4.281752E-6	4.001300E+3	-2.371411E-6	4.001300E+3	-289.332733E-9	4.003900E+3	650.687800E-9	4.005500E+3	-277.504867E-9	4.001100E+3	-256.332733E-9	4.009100E+3	-55.972867E-9	4.010800E+3	361.758333E-9	4.003500E+3	374.207200E-9	4.006700E+3	311.808600E-9
4.045400E+3	15.856440E-6	4.060400E+3	3.925117E-6	4.059400E+3	-2.169189E-6	4.054400E+3	-2.993659E-6	4.055800E+3	-4.785226E-6	4.051900E+3	-3.524511E-6	4.055100E+3	-3.791930E-6	4.060200E+3	-5.501785E-6	4.061300E+3	-2.384263E-6	4.058900E+3	-236.308933E-9	4.063500E+3	545.199800E-9	4.059200E+3	-329.348467E-9	4.061500E+3	-255.494400E-9	4.062800E+3	-65.969027E-9	4.060300E+3	338.817000E-9	4.063600E+3	202.874200E-9	4.055600E+3	343.690867E-9
4.102900E+3	15.504770E-6	4.109600E+3	3.838189E-6	4.109400E+3	-2.342539E-6	4.103000E+3	-2.847751E-6	4.104600E+3	-5.153223E-6	4.105400E+3	-3.568469E-6	4.110200E+3	-3.063383E-6	4.109200E+3	-7.218592E-6	4.114300E+3	-2.497573E-6	4.108100E+3	-267.663333E-9	4.113900E+3	495.156000E-9	4.107800E+3	-401.929600E-9	4.114200E+3	-343.721867E-9	4.109600E+3	-54.172227E-9	4.116200E+3	410.652933E-9	4.112900E+3	224.822600E-9	4.111200E+3	352.476400E-9
4.148300E+3	15.554690E-6	4.168100E+3	3.873331E-6	4.158400E+3	-2.172852E-6	4.158900E+3	-2.902639E-6	4.165200E+3	-4.856069E-6	4.161700E+3	-3.405550E-6	4.159300E+3	-2.699733E-6	4.157700E+3	-8.536375E-6	4.164200E+3	-2.714696E-6	4.157900E+3	-209.610867E-9	4.162900E+3	282.937467E-9	4.168000E+3	-359.026733E-9	4.169600E+3	-207.748000E-9	4.163800E+3	-53.303007E-9	4.164200E+3	525.083333E-9	4.168200E+3	485.408267E-9	4.160100E+3	387.494067E-9
4.205500E+3	15.463800E-6	4.216400E+3	4.095241E-6	4.211000E+3	-2.256175E-6	4.216400E+3	-2.972671E-6	4.217400E+3	-4.977577E-6	4.213200E+3	-3.648316E-6	4.211700E+3	-2.393266E-6	4.216400E+3	-8.894314E-6	4.211600E+3	-3.028986E-6	4.211000E+3	-492.920600E-9	4.215900E+3	200.545867E-9	4.209900E+3	-339.468867E-9	4.214300E+3	-225.691867E-9	4.219200E+3	48.801543E-9	4.218400E+3	467.277933E-9	4.211300E+3	429.372667E-9	4.217900E+3	414.316200E-9
4.250000E+3	15.121770E-6	4.265500E+3	4.226123E-6	4.265500E+3	-2.274553E-6	4.266300E+3	-2.961249E-6	4.265900E+3	-4.773180E-6	4.266600E+3	-3.336757E-6	4.264700E+3	-2.234755E-6	4.265700E+3	-7.850598E-6	4.264500E+3	-3.489991E-6	4.269100E+3	-17.881480E-9	4.264900E+3	-125.232488E-9	4.267000E+3	-275.114533E-9	4.263500E+3	-310.442667E-9	4.273200E+3	63.392360E-9	4.271700E+3	494.970333E-9	4.274200E+3	377.404800E-9	4.266800E+3	370.109333E-9
4.308800E+3	15.158280E-6	4.314000E+3	4.040728E-6	4.314400E+3	-1.924495E-6	4.314800E+3	-3.086854E-6	4.314900E+3	-4.505395E-6	4.320900E+3	-3.365069E-6	4.314100E+3	-2.390843E-6	4.314700E+3	-6.301605E-6	4.324200E+3	-4.194707E-6	4.317700E+3	188.749000E-9	4.323500E+3	-299.328867E-9	4.316400E+3	-332.608267E-9	4.322900E+3	-307.648667E-9	4.316300E+3	148.143240E-9	4.320800E+3	529.056933E-9	4.317900E+3	342.759467E-9	4.316700E+3	469.171733E-9
4.357400E+3	15.170910E-6	4.374100E+3	3.613795E-6	4.368700E+3	-1.700789E-6	4.374200E+3	-3.121684E-6	4.370500E+3	-4.465100E-6	4.369500E+3	-3.206869E-6	4.373800E+3	-2.655216E-6	4.368200E+3	-5.057607E-6	4.374000E+3	-5.139127E-6	4.373500E+3	137.588087E-9	4.376500E+3	-328.758667E-9	4.369700E+3	-410.528800E-9	4.376500E+3	-443.218867E-9	4.375600E+3	21.544719E-9	4.369700E+3	449.893133E-9	4.377800E+3	301.719267E-9	4.369500E+3	504.314200E-9
4.411800E+3	14.751460E-6	4.428200E+3	3.466521E-6	4.424400E+3	-2.404442E-6	4.419200E+3	-2.963235E-6	4.419600E+3	-4.249965E-6	4.427200E+3	-2.867867E-6	4.427600E+3	-2.605731E-6	4.424000E+3	-4.258470E-6	4.422800E+3	-6.735664E-6	4.427100E+3	-84.812779E-9	4.425100E+3	-589.096200E-9	4.429800E+3	-423.691600E-9	4.430000E+3	-413.540000E-9	4.431700E+3	-6.115720E-9	4.424700E+3	473.176667E-9	4.427000E+3	354.587467E-9	4.429500E+3	389.170533E-9
4.470800E+3	14.935490E-6	4.481300E+3	3.746292E-6	4.477500E+3	-2.612313E-6	4.480600E+3	-2.845701E-6	4.473000E+3	-4.204765E-6	4.476400E+3	-2.914931E-6	4.480500E+3	-2.500988E-6	4.479200E+3	-3.845887E-6	4.471900E+3	-8.087039E-6	4.474300E+3	-239.972067E-9	4.474500E+3	-503.724467E-9	4.478800E+3	-431.266200E-9	4.473200E+3	-298.087067E-9	4.481300E+3	19.061183E-9	4.484400E+3	508.163933E-9	4.475600E+3	357.536467E-9	4.477900E+3	434.463667E-9
4.515300E+3	14.895250E-6	4.526400E+3	4.207496E-6	4.525600E+3	-2.331362E-6	4.531600E+3	-3.312853E-6	4.532700E+3	-4.085927E-6	4.525300E+3	-2.809505E-6	4.529300E+3	-2.277099E-6	4.527300E+3	-3.595665E-6	4.535800E+3	-8.582568E-6	4.528000E+3	-531.229333E-9	4.527700E+3	-418.848667E-9	4.532400E+3	-464.080533E-9	4.532800E+3	-292.809600E-9	4.534200E+3	95.150720E-9	4.533400E+3	460.043933E-9	4.535800E+3	210.666133E-9	4.527100E+3	393.485667E-9
4.573500E+3	14.429600E-6	4.575900E+3	3.850487E-6	4.579200E+3	-2.367003E-6	4.575400E+3	-2.928155E-6	4.581200E+3	-3.901459E-6	4.578300E+3	-2.943987E-6	4.582600E+3	-2.477643E-6	4.580800E+3	-3.301119E-6	4.580100E+3	-7.708289E-6	4.577800E+3	-1.055009E-6	4.589400E+3	-632.930467E-9	4.585400E+3	-425.088600E-9	4.581000E+3	-249.719867E-9	4.583200E+3	71.215507E-9	4.587900E+3	436.512800E-9	4.583900E+3	233.018000E-9	4.580700E+3	409.287000E-9
4.622500E+3	14.323050E-6	4.635400E+3	3.850982E-6	4.628100E+3	-1.959639E-6	4.631000E+3	-2.927037E-6	4.639400E+3	-3.650179E-6	4.637700E+3	-3.192836E-6	4.636000E+3	-2.461251E-6	4.639900E+3	-3.204322E-6	4.633700E+3	-6.199347E-6	4.640500E+3	-1.629636E-6	4.634800E+3	-678.317000E-9	4.639200E+3	-412.950267E-9	4.633700E+3	-398.017933E-9	4.631600E+3	64.385833E-9	4.632000E+3	474.604600E-9	4.637400E+3	340.182867E-9	4.633900E+3	467.122800E-9
4.671400E+3	14.577860E-6	4.683000E+3	3.639499E-6	4.686800E+3	-1.583379E-6	4.679700E+3	-2.811988E-6	4.688800E+3	-3.678367E-6	4.686200E+3	-3.133729E-6	4.683900E+3	-2.299823E-6	4.688500E+3	-3.061893E-6	4.691000E+3	-4.901021E-6	4.689000E+3	-2.577047E-6	4.682700E+3	-548.427933E-9	4.690500E+3	-480.316867E-9	4.686900E+3	-316.247800E-9	4.684100E+3	56.593747E-9	4.691000E+3	424.157133E-9	4.685500E+3	412.081133E-9	4.692200E+3	408.603867E-9
4.725500E+3	14.237000E-6	4.742000E+3	3.975409E-6	4.735400E+3	-1.844773E-6	4.738500E+3	-2.886121E-6	4.737600E+3	-3.542144E-6	4.735000E+3	-3.394127E-6	4.733100E+3	-2.113869E-6	4.737200E+3	-2.922877E-6	4.736400E+3	-3.896117E-6	4.742900E+3	-3.794045E-6	4.736500E+3	-483.297333E-9	4.741000E+3	-494.753000E-9	4.740300E+3	-382.775400E-9	4.742200E+3	43.865571E-9	4.745100E+3	421.301400E-9	4.744700E+3	277.939400E-9	4.741800E+3	436.047067E-9
4.784200E+3	14.692970E-6	4.787300E+3	3.708543E-6	4.788900E+3	-1.822793E-6	4.793900E+3	-2.836948E-6	4.790900E+3	-2.786097E-6	4.784000E+3	-3.536185E-6	4.792500E+3	-1.988265E-6	4.792400E+3	-2.851415E-6	4.796500E+3	-3.167008E-6	4.791400E+3	-5.152789E-6	4.796100E+3	-544.330667E-9	4.798700E+3	-438.965600E-9	4.788900E+3	-436.078067E-9	4.795300E+3	35.359417E-9	4.789100E+3	553.799133E-9	4.798100E+3	209.641667E-9	4.797200E+3	436.947267E-9
