time;R_free_bottom;bottom_Hextz;bottom_Hexty;bottom_Hextx;free_Hextz;free_mz;bottom_my;free_mx;bottom_mx;bottom_K;free_my;free_Hexty;free_Hextx;bottom_mz;free_K;
6.48e-10;181.879;0;0;0;0;-1;0.770386;0;1.93536e-07;1.5e+06;0;0;0;0.637578;800000;
6.49e-10;181.879;0;0;0;0;-1;0.770386;0;9.07088e-08;1.5e+06;0;0;0;0.637578;800000;
6.5e-10;181.879;0;0;0;0;-1;0.770386;0;-9.85345e-08;1.5e+06;0;0;0;0.637578;800000;
6.51e-10;181.879;0;0;0;0;-1;0.770386;0;-1.82006e-07;1.5e+06;0;0;0;0.637578;800000;
6.52e-10;181.879;0;0;0;0;-1;0.770386;0;-8.06259e-08;1.5e+06;0;0;0;0.637578;800000;
6.53e-10;181.879;0;0;0;0;-1;0.770386;0;9.71693e-08;1.5e+06;0;0;0;0.637578;800000;
6.54e-10;181.879;0;0;0;0;-1;0.770386;0;1.71007e-07;1.5e+06;0;0;0;0.637578;800000;
6.55e-10;181.879;0;0;0;0;-1;0.770386;0;7.13458e-08;1.5e+06;0;0;0;0.637578;800000;
6.56e-10;181.879;0;0;0;0;-1;0.770386;0;-9.55419e-08;1.5e+06;0;0;0;0.637578;800000;
6.57e-10;181.879;0;0;0;0;-1;0.770386;0;-1.60527e-07;1.5e+06;0;0;0;0.637578;800000;
6.58e-10;181.879;0;0;0;0;-1;0.770386;0;-6.28169e-08;1.5e+06;0;0;0;0.637578;800000;
6.59e-10;181.879;0;0;0;0;-1;0.770386;0;9.36891e-08;1.5e+06;0;0;0;0.637578;800000;
6.6e-10;181.879;0;0;0;0;-1;0.770386;0;1.50551e-07;1.5e+06;0;0;0;0.637578;800000;
6.61e-10;181.879;0;0;0;0;-1;0.770386;0;5.49901e-08;1.5e+06;0;0;0;0.637578;800000;
6.62e-10;181.879;0;0;0;0;-1;0.770386;0;-9.16446e-08;1.5e+06;0;0;0;0.637578;800000;
6.63e-10;181.879;0;0;0;0;-1;0.770386;0;-1.41065e-07;1.5e+06;0;0;0;0.637578;800000;
6.64e-10;181.879;0;0;0;0;-1;0.770386;0;-4.78191e-08;1.5e+06;0;0;0;0.637578;800000;
6.65e-10;181.879;0;0;0;0;-1;0.770386;0;8.94391e-08;1.5e+06;0;0;0;0.637578;800000;
6.66e-10;181.879;0;0;0;0;-1;0.770386;0;1.32054e-07;1.5e+06;0;0;0;0.637578;800000;
6.67e-10;181.879;0;0;0;0;-1;0.770386;0;4.126e-08;1.5e+06;0;0;0;0.637578;800000;
6.68e-10;181.879;0;0;0;0;-1;0.770386;0;-8.71003e-08;1.5e+06;0;0;0;0.637578;800000;
6.69e-10;181.879;0;0;0;0;-1;0.770386;0;-1.23502e-07;1.5e+06;0;0;0;0.637578;800000;
6.7e-10;181.879;0;0;0;0;-1;0.770386;0;-3.52713e-08;1.5e+06;0;0;0;0.637578;800000;
6.71e-10;181.879;0;0;0;0;-1;0.770386;0;8.46536e-08;1.5e+06;0;0;0;0.637578;800000;
6.72e-10;181.879;0;0;0;0;-1;0.770386;0;1.15394e-07;1.5e+06;0;0;0;0.637578;800000;
6.73e-10;181.879;0;0;0;0;-1;0.770386;0;2.98136e-08;1.5e+06;0;0;0;0.637578;800000;
6.74e-10;181.879;0;0;0;0;-1;0.770386;0;-8.21217e-08;1.5e+06;0;0;0;0.637578;800000;
6.75e-10;181.879;0;0;0;0;-1;0.770386;0;-1.07714e-07;1.5e+06;0;0;0;0.637578;800000;
6.76e-10;181.879;0;0;0;0;-1;0.770386;0;-2.48498e-08;1.5e+06;0;0;0;0.637578;800000;
6.77e-10;181.879;0;0;0;0;-1;0.770386;0;7.95253e-08;1.5e+06;0;0;0;0.637578;800000;
6.78e-10;181.879;0;0;0;0;-1;0.770386;0;1.00446e-07;1.5e+06;0;0;0;0.637578;800000;
6.79e-10;181.879;0;0;0;0;-1;0.770386;0;2.03451e-08;1.5e+06;0;0;0;0.637578;800000;
6.8e-10;181.879;0;0;0;0;-1;0.770386;0;-7.68828e-08;1.5e+06;0;0;0;0.637578;800000;
6.81e-10;181.879;0;0;0;0;-1;0.770386;0;-9.35754e-08;1.5e+06;0;0;0;0.637578;800000;
6.82e-10;181.879;0;0;0;0;-1;0.770386;0;-1.62665e-08;1.5e+06;0;0;0;0.637578;800000;
6.83e-10;181.879;0;0;0;0;-1;0.770386;0;7.4211e-08;1.5e+06;0;0;0;0.637578;800000;
6.84e-10;181.879;0;0;0;0;-1;0.770386;0;8.70852e-08;1.5e+06;0;0;0;0.637578;800000;
6.85e-10;181.879;0;0;0;0;-1;0.770386;0;1.25829e-08;1.5e+06;0;0;0;0.637578;800000;
6.86e-10;181.879;0;0;0;0;-1;0.770386;0;-7.15246e-08;1.5e+06;0;0;0;0.637578;800000;
6.87e-10;181.879;0;0;0;0;-1;0.770386;0;-8.09603e-08;1.5e+06;0;0;0;0.637578;800000;
6.88e-10;181.879;0;0;0;0;-1;0.770386;0;-9.26513e-09;1.5e+06;0;0;0;0.637578;800000;
6.89e-10;181.879;0;0;0;0;-1;0.770386;0;6.88368e-08;1.5e+06;0;0;0;0.637578;800000;
6.9e-10;181.879;0;0;0;0;-1;0.770386;0;7.51856e-08;1.5e+06;0;0;0;0.637578;800000;
6.91e-10;181.879;0;0;0;0;-1;0.770386;0;6.28575e-09;1.5e+06;0;0;0;0.637578;800000;
6.92e-10;181.879;0;0;0;0;-1;0.770386;0;-6.61594e-08;1.5e+06;0;0;0;0.637578;800000;
6.93e-10;181.879;0;0;0;0;-1;0.770386;0;-6.97458e-08;1.5e+06;0;0;0;0.637578;800000;
6.94e-10;181.879;0;0;0;0;-1;0.770386;0;-3.61901e-09;1.5e+06;0;0;0;0.637578;800000;
6.95e-10;181.879;0;0;0;0;-1;0.770386;0;6.35027e-08;1.5e+06;0;0;0;0.637578;800000;
6.96e-10;181.879;0;0;0;0;-1;0.770386;0;6.46263e-08;1.5e+06;0;0;0;0.637578;800000;
6.97e-10;181.879;0;0;0;0;-1;0.770386;0;1.24073e-09;1.5e+06;0;0;0;0.637578;800000;
6.98e-10;181.879;0;0;0;0;-1;0.770386;0;-6.08758e-08;1.5e+06;0;0;0;0.637578;800000;
6.99e-10;181.879;0;0;0;0;-1;0.770386;0;-5.98124e-08;1.5e+06;0;0;0;0.637578;800000;
7e-10;181.879;0;0;0;0;-1;0.770386;0;8.71744e-10;1.5e+06;0;0;0;0.637578;800000;
7.01e-10;181.879;0;0;0;0;-1;0.770386;0;5.82866e-08;1.5e+06;0;0;0;0.637578;800000;
7.02e-10;181.879;0;0;0;0;-1;0.770386;0;5.52901e-08;1.5e+06;0;0;0;0.637578;800000;
7.03e-10;181.879;0;0;0;0;-1;0.770386;0;-2.73964e-09;1.5e+06;0;0;0;0.637578;800000;
7.04e-10;181.879;0;0;0;0;-1;0.770386;0;-5.57418e-08;1.5e+06;0;0;0;0.637578;800000;
7.05e-10;181.879;0;0;0;0;-1;0.770386;0;-5.10456e-08;1.5e+06;0;0;0;0.637578;800000;
7.06e-10;181.879;0;0;0;0;-1;0.770386;0;4.3828e-09;1.5e+06;0;0;0;0.637578;800000;
7.07e-10;181.879;0;0;0;0;-1;0.770386;0;5.32475e-08;1.5e+06;0;0;0;0.637578;800000;
7.08e-10;181.879;0;0;0;0;-1;0.770386;0;4.70655e-08;1.5e+06;0;0;0;0.637578;800000;
7.09e-10;181.879;0;0;0;0;-1;0.770386;0;-5.81977e-09;1.5e+06;0;0;0;0.637578;800000;
7.1e-10;181.879;0;0;0;0;-1;0.770386;0;-5.08085e-08;1.5e+06;0;0;0;0.637578;800000;
7.11e-10;181.879;0;0;0;0;-1;0.770386;0;-4.33367e-08;1.5e+06;0;0;0;0.637578;800000;
7.12e-10;181.879;0;0;0;0;-1;0.770386;0;7.0679e-09;1.5e+06;0;0;0;0.637578;800000;
7.13e-10;181.879;0;0;0;0;-1;0.770386;0;4.8429e-08;1.5e+06;0;0;0;0.637578;800000;
7.14e-10;181.879;0;0;0;0;-1;0.770386;0;3.98466e-08;1.5e+06;0;0;0;0.637578;800000;
7.15e-10;181.879;0;0;0;0;-1;0.770386;0;-8.14333e-09;1.5e+06;0;0;0;0.637578;800000;
7.16e-10;181.879;0;0;0;0;-1;0.770386;0;-4.61125e-08;1.5e+06;0;0;0;0.637578;800000;
7.17e-10;181.879;0;0;0;0;-1;0.770386;0;-3.6583e-08;1.5e+06;0;0;0;0.637578;800000;
7.18e-10;181.879;0;0;0;0;-1;0.770386;0;9.06114e-09;1.5e+06;0;0;0;0.637578;800000;
7.19e-10;181.879;0;0;0;0;-1;0.770386;0;4.38618e-08;1.5e+06;0;0;0;0.637578;800000;
7.2e-10;181.879;0;0;0;0;-1;0.770386;0;3.35342e-08;1.5e+06;0;0;0;0.637578;800000;
7.21e-10;181.879;0;0;0;0;-1;0.770386;0;-9.83533e-09;1.5e+06;0;0;0;0.637578;800000;
7.22e-10;181.879;0;0;0;0;-1;0.770386;0;-4.16791e-08;1.5e+06;0;0;0;0.637578;800000;
7.23e-10;181.879;0;0;0;0;-1;0.770386;0;-3.06887e-08;1.5e+06;0;0;0;0.637578;800000;
7.24e-10;181.879;0;0;0;0;-1;0.770386;0;1.0479e-08;1.5e+06;0;0;0;0.637578;800000;
7.25e-10;181.879;0;0;0;0;-1;0.770386;0;3.95659e-08;1.5e+06;0;0;0;0.637578;800000;
7.26e-10;181.879;0;0;0;0;-1;0.770386;0;2.80357e-08;1.5e+06;0;0;0;0.637578;800000;
7.27e-10;181.879;0;0;0;0;-1;0.770386;0;-1.10042e-08;1.5e+06;0;0;0;0.637578;800000;
7.28e-10;181.879;0;0;0;0;-1;0.770386;0;-3.75235e-08;1.5e+06;0;0;0;0.637578;800000;
7.29e-10;181.879;0;0;0;0;-1;0.770386;0;-2.55645e-08;1.5e+06;0;0;0;0.637578;800000;
7.3e-10;181.879;0;0;0;0;-1;0.770386;0;1.14221e-08;1.5e+06;0;0;0;0.637578;800000;
7.31e-10;181.879;0;0;0;0;-1;0.770386;0;3.55526e-08;1.5e+06;0;0;0;0.637578;800000;
7.32e-10;181.879;0;0;0;0;-1;0.770386;0;2.32651e-08;1.5e+06;0;0;0;0.637578;800000;
7.33e-10;181.879;0;0;0;0;-1;0.770386;0;-1.17434e-08;1.5e+06;0;0;0;0.637578;800000;
7.34e-10;181.879;0;0;0;0;-1;0.770386;0;-3.36534e-08;1.5e+06;0;0;0;0.637578;800000;
7.35e-10;181.879;0;0;0;0;-1;0.770386;0;-2.11278e-08;1.5e+06;0;0;0;0.637578;800000;
7.36e-10;181.879;0;0;0;0;-1;0.770386;0;1.19774e-08;1.5e+06;0;0;0;0.637578;800000;
7.37e-10;181.879;0;0;0;0;-1;0.770386;0;3.18261e-08;1.5e+06;0;0;0;0.637578;800000;
7.38e-10;181.879;0;0;0;0;-1;0.770386;0;1.91433e-08;1.5e+06;0;0;0;0.637578;800000;
7.39e-10;181.879;0;0;0;0;-1;0.770386;0;-1.21333e-08;1.5e+06;0;0;0;0.637578;800000;
7.4e-10;181.879;0;0;0;0;-1;0.770386;0;-3.00701e-08;1.5e+06;0;0;0;0.637578;800000;
7.41e-10;181.879;0;0;0;0;-1;0.770386;0;-1.73027e-08;1.5e+06;0;0;0;0.637578;800000;
7.42e-10;181.879;0;0;0;0;-1;0.770386;0;1.22192e-08;1.5e+06;0;0;0;0.637578;800000;
7.43e-10;181.879;0;0;0;0;-1;0.770386;0;2.83851e-08;1.5e+06;0;0;0;0.637578;800000;
7.44e-10;181.879;0;0;0;0;-1;0.770386;0;1.55975e-08;1.5e+06;0;0;0;0.637578;800000;
7.45e-10;181.879;0;0;0;0;-1;0.770386;0;-1.22428e-08;1.5e+06;0;0;0;0.637578;800000;
7.46e-10;181.879;0;0;0;0;-1;0.770386;0;-2.677e-08;1.5e+06;0;0;0;0.637578;800000;
7.47e-10;181.879;0;0;0;0;-1;0.770386;0;-1.40197e-08;1.5e+06;0;0;0;0.637578;800000;
7.48e-10;181.879;0;0;0;0;-1;0.770386;0;1.22111e-08;1.5e+06;0;0;0;0.637578;800000;
7.49e-10;181.879;0;0;0;0;-1;0.770386;0;2.5224e-08;1.5e+06;0;0;0;0.637578;800000;
7.5e-10;181.879;0;0;0;0;-1;0.770386;0;1.25614e-08;1.5e+06;0;0;0;0.637578;800000;
7.51e-10;181.879;0;0;0;0;-1;0.770386;0;-1.21304e-08;1.5e+06;0;0;0;0.637578;800000;
7.52e-10;181.879;0;0;0;0;-1;0.770386;0;-2.37457e-08;1.5e+06;0;0;0;0.637578;800000;
7.53e-10;181.879;0;0;0;0;-1;0.770386;0;-1.12154e-08;1.5e+06;0;0;0;0.637578;800000;
7.54e-10;181.879;0;0;0;0;-1;0.770386;0;1.20068e-08;1.5e+06;0;0;0;0.637578;800000;
7.55e-10;181.879;0;0;0;0;-1;0.770386;0;2.23339e-08;1.5e+06;0;0;0;0.637578;800000;
7.56e-10;181.879;0;0;0;0;-1;0.770386;0;9.97458e-09;1.5e+06;0;0;0;0.637578;800000;
7.57e-10;181.879;0;0;0;0;-1;0.770386;0;-1.18456e-08;1.5e+06;0;0;0;0.637578;800000;
7.58e-10;181.879;0;0;0;0;-1;0.770386;0;-2.09869e-08;1.5e+06;0;0;0;0.637578;800000;
7.59e-10;181.879;0;0;0;0;-1;0.770386;0;-8.83232e-09;1.5e+06;0;0;0;0.637578;800000;
7.6e-10;181.879;0;0;0;0;-1;0.770386;0;1.16518e-08;1.5e+06;0;0;0;0.637578;800000;
7.61e-10;181.879;0;0;0;0;-1;0.770386;0;1.97033e-08;1.5e+06;0;0;0;0.637578;800000;
7.62e-10;181.879;0;0;0;0;-1;0.770386;0;7.78231e-09;1.5e+06;0;0;0;0.637578;800000;
7.63e-10;181.879;0;0;0;0;-1;0.770386;0;-1.14301e-08;1.5e+06;0;0;0;0.637578;800000;
7.64e-10;181.879;0;0;0;0;-1;0.770386;0;-1.84812e-08;1.5e+06;0;0;0;0.637578;800000;
7.65e-10;181.879;0;0;0;0;-1;0.770386;0;-6.81853e-09;1.5e+06;0;0;0;0.637578;800000;
7.66e-10;181.879;0;0;0;0;-1;0.770386;0;1.11844e-08;1.5e+06;0;0;0;0.637578;800000;
7.67e-10;181.879;0;0;0;0;-1;0.770386;0;1.7319e-08;1.5e+06;0;0;0;0.637578;800000;
7.68e-10;181.879;0;0;0;0;-1;0.770386;0;5.9353e-09;1.5e+06;0;0;0;0.637578;800000;
7.69e-10;181.879;0;0;0;0;-1;0.770386;0;-1.09187e-08;1.5e+06;0;0;0;0.637578;800000;
7.7e-10;181.879;0;0;0;0;-1;0.770386;0;-1.62148e-08;1.5e+06;0;0;0;0.637578;800000;
7.71e-10;181.879;0;0;0;0;-1;0.770386;0;-5.12724e-09;1.5e+06;0;0;0;0.637578;800000;
7.72e-10;181.879;0;0;0;0;-1;0.770386;0;1.06363e-08;1.5e+06;0;0;0;0.637578;800000;
7.73e-10;181.879;0;0;0;0;-1;0.770386;0;1.51667e-08;1.5e+06;0;0;0;0.637578;800000;
7.74e-10;181.879;0;0;0;0;-1;0.770386;0;4.38925e-09;1.5e+06;0;0;0;0.637578;800000;
7.75e-10;181.879;0;0;0;0;-1;0.770386;0;-1.03403e-08;1.5e+06;0;0;0;0.637578;800000;
7.76e-10;181.879;0;0;0;0;-1;0.770386;0;-1.41729e-08;1.5e+06;0;0;0;0.637578;800000;
7.77e-10;181.879;0;0;0;0;-1;0.770386;0;-3.71652e-09;1.5e+06;0;0;0;0.637578;800000;
7.78e-10;181.879;0;0;0;0;-1;0.770386;0;1.00336e-08;1.5e+06;0;0;0;0.637578;800000;
7.79e-10;181.879;0;0;0;0;-1;0.770386;0;1.32315e-08;1.5e+06;0;0;0;0.637578;800000;
7.8e-10;181.879;0;0;0;0;-1;0.770386;0;3.1045e-09;1.5e+06;0;0;0;0.637578;800000;
7.81e-10;181.879;0;0;0;0;-1;0.770386;0;-9.71875e-09;1.5e+06;0;0;0;0.637578;800000;
7.82e-10;181.879;0;0;0;0;-1;0.770386;0;-1.23405e-08;1.5e+06;0;0;0;0.637578;800000;
7.83e-10;181.879;0;0;0;0;-1;0.770386;0;-2.54891e-09;1.5e+06;0;0;0;0.637578;800000;
7.84e-10;181.879;0;0;0;0;-1;0.770386;0;9.39797e-09;1.5e+06;0;0;0;0.637578;800000;
7.85e-10;181.879;0;0;0;0;-1;0.770386;0;1.14979e-08;1.5e+06;0;0;0;0.637578;800000;
7.86e-10;181.879;0;0;0;0;-1;0.770386;0;2.04569e-09;1.5e+06;0;0;0;0.637578;800000;
7.87e-10;181.879;0;0;0;0;-1;0.770386;0;-9.07334e-09;1.5e+06;0;0;0;0.637578;800000;
7.88e-10;181.879;0;0;0;0;-1;0.770386;0;-1.0702e-08;1.5e+06;0;0;0;0.637578;800000;
7.89e-10;181.879;0;0;0;0;-1;0.770386;0;-1.59104e-09;1.5e+06;0;0;0;0.637578;800000;
7.9e-10;181.879;0;0;0;0;-1;0.770386;0;8.74671e-09;1.5e+06;0;0;0;0.637578;800000;
7.91e-10;181.879;0;0;0;0;-1;0.770386;0;9.95082e-09;1.5e+06;0;0;0;0.637578;800000;
7.92e-10;181.879;0;0;0;0;-1;0.770386;0;1.18139e-09;1.5e+06;0;0;0;0.637578;800000;
7.93e-10;181.879;0;0;0;0;-1;0.770386;0;-8.41969e-09;1.5e+06;0;0;0;0.637578;800000;
7.94e-10;181.879;0;0;0;0;-1;0.770386;0;-9.24246e-09;1.5e+06;0;0;0;0.637578;800000;
7.95e-10;181.879;0;0;0;0;-1;0.770386;0;-8.13351e-10;1.5e+06;0;0;0;0.637578;800000;
7.96e-10;181.879;0;0;0;0;-1;0.770386;0;8.09374e-09;1.5e+06;0;0;0;0.637578;800000;
7.97e-10;181.879;0;0;0;0;-1;0.770386;0;8.5751e-09;1.5e+06;0;0;0;0.637578;800000;
7.98e-10;181.879;0;0;0;0;-1;0.770386;0;4.83777e-10;1.5e+06;0;0;0;0.637578;800000;
7.99e-10;181.879;0;0;0;0;-1;0.770386;0;-7.77014e-09;1.5e+06;0;0;0;0.637578;800000;
8e-10;181.879;0;0;0;0;-1;0.770386;0;-7.94695e-09;1.5e+06;0;0;0;0.637578;800000;
8.01e-10;181.879;0;0;0;0;-1;0.770386;0;-1.89696e-10;1.5e+06;0;0;0;0.637578;800000;
8.02e-10;181.879;0;0;0;0;-1;0.770386;0;7.45002e-09;1.5e+06;0;0;0;0.637578;800000;
8.03e-10;181.879;0;0;0;0;-1;0.770386;0;7.35623e-09;1.5e+06;0;0;0;0.637578;800000;
8.04e-10;181.879;0;0;0;0;-1;0.770386;0;-7.16742e-11;1.5e+06;0;0;0;0.637578;800000;
8.05e-10;181.879;0;0;0;0;-1;0.770386;0;-7.13435e-09;1.5e+06;0;0;0;0.637578;800000;
8.06e-10;181.879;0;0;0;0;-1;0.770386;0;-6.80123e-09;1.5e+06;0;0;0;0.637578;800000;
8.07e-10;181.879;0;0;0;0;-1;0.770386;0;3.02938e-10;1.5e+06;0;0;0;0.637578;800000;
8.08e-10;181.879;0;0;0;0;-1;0.770386;0;6.82399e-09;1.5e+06;0;0;0;0.637578;800000;
8.09e-10;181.879;0;0;0;0;-1;0.770386;0;6.28024e-09;1.5e+06;0;0;0;0.637578;800000;
8.1e-10;181.879;0;0;0;0;-1;0.770386;0;-5.06534e-10;1.5e+06;0;0;0;0.637578;800000;
8.11e-10;181.879;0;0;0;0;-1;0.770386;0;-6.51966e-09;1.5e+06;0;0;0;0.637578;800000;
8.12e-10;181.879;0;0;0;0;-1;0.770386;0;-5.79164e-09;1.5e+06;0;0;0;0.637578;800000;
8.13e-10;181.879;0;0;0;0;-1;0.770386;0;6.8474e-10;1.5e+06;0;0;0;0.637578;800000;
8.14e-10;181.879;0;0;0;0;-1;0.770386;0;6.22198e-09;1.5e+06;0;0;0;0.637578;800000;
8.15e-10;181.879;0;0;0;0;-1;0.770386;0;5.33383e-09;1.5e+06;0;0;0;0.637578;800000;
8.16e-10;181.879;0;0;0;0;-1;0.770386;0;-8.39684e-10;1.5e+06;0;0;0;0.637578;800000;
8.17e-10;181.879;0;0;0;0;-1;0.770386;0;-5.93149e-09;1.5e+06;0;0;0;0.637578;800000;
8.18e-10;181.879;0;0;0;0;-1;0.770386;0;-4.90528e-09;1.5e+06;0;0;0;0.637578;800000;
8.19e-10;181.879;0;0;0;0;-1;0.770386;0;9.73352e-10;1.5e+06;0;0;0;0.637578;800000;
8.2e-10;181.879;0;0;0;0;-1;0.770386;0;5.6486e-09;1.5e+06;0;0;0;0.637578;800000;
8.21e-10;181.879;0;0;0;0;-1;0.770386;0;4.50449e-09;1.5e+06;0;0;0;0.637578;800000;
8.22e-10;181.879;0;0;0;0;-1;0.770386;0;-1.0876e-09;1.5e+06;0;0;0;0.637578;800000;
8.23e-10;181.879;0;0;0;0;-1;0.770386;0;-5.37367e-09;1.5e+06;0;0;0;0.637578;800000;
8.24e-10;181.879;0;0;0;0;-1;0.770386;0;-4.13002e-09;1.5e+06;0;0;0;0.637578;800000;
8.25e-10;181.879;0;0;0;0;-1;0.770386;0;1.18414e-09;1.5e+06;0;0;0;0.637578;800000;
8.26e-10;181.879;0;0;0;0;-1;0.770386;0;5.10697e-09;1.5e+06;0;0;0;0.637578;800000;
8.27e-10;181.879;0;0;0;0;-1;0.770386;0;3.78047e-09;1.5e+06;0;0;0;0.637578;800000;
8.28e-10;181.879;0;0;0;0;-1;0.770386;0;-1.26458e-09;1.5e+06;0;0;0;0.637578;800000;
8.29e-10;181.879;0;0;0;0;-1;0.770386;0;-4.84871e-09;1.5e+06;0;0;0;0.637578;800000;
8.3e-10;181.879;0;0;0;0;-1;0.770386;0;-3.45452e-09;1.5e+06;0;0;0;0.637578;800000;
8.31e-10;181.879;0;0;0;0;-1;0.770386;0;1.33041e-09;1.5e+06;0;0;0;0.637578;800000;
8.32e-10;181.879;0;0;0;0;-1;0.770386;0;4.59904e-09;1.5e+06;0;0;0;0.637578;800000;
8.33e-10;181.879;0;0;0;0;-1;0.770386;0;3.15087e-09;1.5e+06;0;0;0;0.637578;800000;
8.34e-10;181.879;0;0;0;0;-1;0.770386;0;-1.38302e-09;1.5e+06;0;0;0;0.637578;800000;
8.35e-10;181.879;0;0;0;0;-1;0.770386;0;-4.35806e-09;1.5e+06;0;0;0;0.637578;800000;
8.36e-10;181.879;0;0;0;0;-1;0.770386;0;-2.86829e-09;1.5e+06;0;0;0;0.637578;800000;
8.37e-10;181.879;0;0;0;0;-1;0.770386;0;1.42368e-09;1.5e+06;0;0;0;0.637578;800000;
8.38e-10;181.879;0;0;0;0;-1;0.770386;0;4.1258e-09;1.5e+06;0;0;0;0.637578;800000;
8.39e-10;181.879;0;0;0;0;-1;0.770386;0;2.60559e-09;1.5e+06;0;0;0;0.637578;800000;
8.4e-10;181.879;0;0;0;0;-1;0.770386;0;-1.45358e-09;1.5e+06;0;0;0;0.637578;800000;
8.41e-10;181.879;0;0;0;0;-1;0.770386;0;-3.90228e-09;1.5e+06;0;0;0;0.637578;800000;
8.42e-10;181.879;0;0;0;0;-1;0.770386;0;-2.36163e-09;1.5e+06;0;0;0;0.637578;800000;
8.43e-10;181.879;0;0;0;0;-1;0.770386;0;1.47382e-09;1.5e+06;0;0;0;0.637578;800000;
8.44e-10;181.879;0;0;0;0;-1;0.770386;0;3.68746e-09;1.5e+06;0;0;0;0.637578;800000;
8.45e-10;181.879;0;0;0;0;-1;0.770386;0;2.13533e-09;1.5e+06;0;0;0;0.637578;800000;
8.46e-10;181.879;0;0;0;0;-1;0.770386;0;-1.48541e-09;1.5e+06;0;0;0;0.637578;800000;
8.47e-10;181.879;0;0;0;0;-1;0.770386;0;-3.48127e-09;1.5e+06;0;0;0;0.637578;800000;
8.48e-10;181.879;0;0;0;0;-1;0.770386;0;-1.92564e-09;1.5e+06;0;0;0;0.637578;800000;
8.49e-10;181.879;0;0;0;0;-1;0.770386;0;1.4893e-09;1.5e+06;0;0;0;0.637578;800000;
8.5e-10;181.879;0;0;0;0;-1;0.770386;0;3.28362e-09;1.5e+06;0;0;0;0.637578;800000;
8.51e-10;181.879;0;0;0;0;-1;0.770386;0;1.73158e-09;1.5e+06;0;0;0;0.637578;800000;
8.52e-10;181.879;0;0;0;0;-1;0.770386;0;-1.48633e-09;1.5e+06;0;0;0;0.637578;800000;
8.53e-10;181.879;0;0;0;0;-1;0.770386;0;-3.09438e-09;1.5e+06;0;0;0;0.637578;800000;
8.54e-10;181.879;0;0;0;0;-1;0.770386;0;-1.55219e-09;1.5e+06;0;0;0;0.637578;800000;
8.55e-10;181.879;0;0;0;0;-1;0.770386;0;1.47732e-09;1.5e+06;0;0;0;0.637578;800000;
8.56e-10;181.879;0;0;0;0;-1;0.770386;0;2.9134e-09;1.5e+06;0;0;0;0.637578;800000;
8.57e-10;181.879;0;0;0;0;-1;0.770386;0;1.38658e-09;1.5e+06;0;0;0;0.637578;800000;
8.58e-10;181.879;0;0;0;0;-1;0.770386;0;-1.46297e-09;1.5e+06;0;0;0;0.637578;800000;
8.59e-10;181.879;0;0;0;0;-1;0.770386;0;-2.74053e-09;1.5e+06;0;0;0;0.637578;800000;
8.6e-10;181.879;0;0;0;0;-1;0.770386;0;-1.23389e-09;1.5e+06;0;0;0;0.637578;800000;
8.61e-10;181.879;0;0;0;0;-1;0.770386;0;1.44397e-09;1.5e+06;0;0;0;0.637578;800000;
8.62e-10;181.879;0;0;0;0;-1;0.770386;0;2.57558e-09;1.5e+06;0;0;0;0.637578;800000;
8.63e-10;181.879;0;0;0;0;-1;0.770386;0;1.0933e-09;1.5e+06;0;0;0;0.637578;800000;
8.64e-10;181.879;0;0;0;0;-1;0.770386;0;-1.42093e-09;1.5e+06;0;0;0;0.637578;800000;
8.65e-10;181.879;0;0;0;0;-1;0.770386;0;-2.41835e-09;1.5e+06;0;0;0;0.637578;800000;
8.66e-10;181.879;0;0;0;0;-1;0.770386;0;-9.64032e-10;1.5e+06;0;0;0;0.637578;800000;
8.67e-10;181.879;0;0;0;0;-1;0.770386;0;1.3944e-09;1.5e+06;0;0;0;0.637578;800000;
8.68e-10;181.879;0;0;0;0;-1;0.770386;0;2.26865e-09;1.5e+06;0;0;0;0.637578;800000;
8.69e-10;181.879;0;0;0;0;-1;0.770386;0;8.45357e-10;1.5e+06;0;0;0;0.637578;800000;
8.7e-10;181.879;0;0;0;0;-1;0.770386;0;-1.3649e-09;1.5e+06;0;0;0;0.637578;800000;
8.71e-10;181.879;0;0;0;0;-1;0.770386;0;-2.12626e-09;1.5e+06;0;0;0;0.637578;800000;
8.72e-10;181.879;0;0;0;0;-1;0.770386;0;-7.36576e-10;1.5e+06;0;0;0;0.637578;800000;
8.73e-10;181.879;0;0;0;0;-1;0.770386;0;1.33289e-09;1.5e+06;0;0;0;0.637578;800000;
8.74e-10;181.879;0;0;0;0;-1;0.770386;0;1.99096e-09;1.5e+06;0;0;0;0.637578;800000;
8.75e-10;181.879;0;0;0;0;-1;0.770386;0;6.37029e-10;1.5e+06;0;0;0;0.637578;800000;
8.76e-10;181.879;0;0;0;0;-1;0.770386;0;-1.2988e-09;1.5e+06;0;0;0;0.637578;800000;
8.77e-10;181.879;0;0;0;0;-1;0.770386;0;-1.86252e-09;1.5e+06;0;0;0;0.637578;800000;
8.78e-10;181.879;0;0;0;0;-1;0.770386;0;-5.46092e-10;1.5e+06;0;0;0;0.637578;800000;
8.79e-10;181.879;0;0;0;0;-1;0.770386;0;1.26301e-09;1.5e+06;0;0;0;0.637578;800000;
8.8e-10;181.879;0;0;0;0;-1;0.770386;0;1.74072e-09;1.5e+06;0;0;0;0.637578;800000;
