time;R_free_bottom;bottom_Hextz;bottom_Hexty;bottom_my;bottom_Hextx;free_Hextz;free_mz;free_mx;bottom_mx;bottom_K;free_my;free_Hexty;free_I;free_Hextx;bottom_mz;free_K;
0;117.916;0;0;0.761844;0;0;1;-0.000472912;0.0908835;1.5e+06;0.000482255;0;1e+10;0;0.641353;350000;
1e-12;120.873;0;0;0.81169;0;0;0.999999;-0.00093883;0.0516533;1.5e+06;0.000976174;0;1e+10;0;0.5818;350000;
2e-12;121.07;0;0;0.815655;0;0;0.999998;-0.00139749;-0.0372685;1.5e+06;0.00148168;0;1e+10;0;0.577337;350000;
3e-12;118.4;0;0;0.771599;0;0;0.999996;-0.00184863;-0.0857909;1.5e+06;0.00199868;0;1e+10;0;0.630297;350000;
4e-12;115.581;0;0;0.725643;0;0;0.999994;-0.002292;-0.0473743;1.5e+06;0.0025271;0;1e+10;0;0.686438;350000;
5e-12;115.408;0;0;0.723155;0;0;0.999992;-0.00272732;0.0365526;1.5e+06;0.00306683;0;1e+10;0;0.689718;350000;
6e-12;117.927;0;0;0.764975;0;0;0.999988;-0.00315433;0.0809533;1.5e+06;0.00361777;0;1e+10;0;0.638953;350000;
7e-12;120.488;0;0;0.808408;0;0;0.999985;-0.00357279;0.0433101;1.5e+06;0.00417982;0;1e+10;0;0.587027;350000;
8e-12;120.536;0;0;0.81002;0;0;0.999981;-0.00398242;-0.035866;1.5e+06;0.00475287;0;1e+10;0;0.585304;350000;
9e-12;118.099;0;0;0.769883;0;0;0.999976;-0.00438296;-0.0763552;1.5e+06;0.00533679;0;1e+10;0;0.633601;350000;
1e-11;115.655;0;0;0.72991;0;0;0.999971;-0.00477417;-0.0394682;1.5e+06;0.00593147;0;1e+10;0;0.682403;350000;
1.1e-11;115.621;0;0;0.729547;0;0;0.999965;-0.00515579;0.0351861;1.5e+06;0.00653677;0;1e+10;0;0.683025;350000;
1.2e-11;117.908;0;0;0.767689;0;0;0.999959;-0.00552755;0.0719817;1.5e+06;0.00715256;0;1e+10;0;0.636767;350000;
1.3e-11;120.113;0;0;0.805344;0;0;0.999952;-0.00588921;0.0358435;1.5e+06;0.0077787;0;1e+10;0;0.591723;350000;
1.4e-11;120.031;0;0;0.804893;0;0;0.999945;-0.00624051;-0.0345066;1.5e+06;0.00841504;0;1e+10;0;0.592416;350000;
1.5e-11;117.809;0;0;0.768336;0;0;0.999937;-0.0065812;-0.0678208;1.5e+06;0.00906143;0;1e+10;0;0.636443;350000;
1.6e-11;115.702;0;0;0.733748;0;0;0.999929;-0.00691103;-0.0324378;1.5e+06;0.00971771;0;1e+10;0;0.678647;350000;
1.7e-11;115.784;0;0;0.735227;0;0;0.99992;-0.00722976;0.0338143;1.5e+06;0.0103837;0;1e+10;0;0.676977;350000;
1.8e-11;117.858;0;0;0.769982;0;0;0.99991;-0.00753714;0.0638612;1.5e+06;0.0110593;0;1e+10;0;0.634862;350000;
1.9e-11;119.744;0;0;0.802457;0;0;0.9999;-0.00783293;0.0292431;1.5e+06;0.0117442;0;1e+10;0;0.595993;350000;
2e-11;119.555;0;0;0.800258;0;0;0.99989;-0.00811688;-0.0331077;1.5e+06;0.0124384;0;1e+10;0;0.598742;350000;
2.1e-11;117.534;0;0;0.767005;0;0;0.999878;-0.00838876;-0.0600934;1.5e+06;0.0131416;0;1e+10;0;0.638821;350000;
2.2e-11;115.726;0;0;0.737236;0;0;0.999867;-0.00864833;-0.0262574;1.5e+06;0.0138536;0;1e+10;0;0.675125;350000;
2.3e-11;115.903;0;0;0.740257;0;0;0.999854;-0.00889536;0.0323798;1.5e+06;0.0145742;0;1e+10;0;0.671543;350000;
2.4e-11;117.777;0;0;0.77187;0;0;0.999841;-0.00912962;0.0565083;1.5e+06;0.0153032;0;1e+10;0;0.633264;350000;
2.5e-11;119.379;0;0;0.799725;0;0;0.999828;-0.00935087;0.0234712;1.5e+06;0.0160405;0;1e+10;0;0.599908;350000;
2.6e-11;119.105;0;0;0.796093;0;0;0.999813;-0.0095589;-0.0316323;1.5e+06;0.0167857;0;1e+10;0;0.604347;350000;
2.7e-11;117.271;0;0;0.765904;0;0;0.999799;-0.00975347;-0.0530981;1.5e+06;0.0175388;0;1e+10;0;0.640758;350000;
2.8e-11;115.729;0;0;0.740427;0;0;0.999783;-0.00993438;-0.0208801;1.5e+06;0.0182994;0;1e+10;0;0.671812;350000;
2.9e-11;115.979;0;0;0.744697;0;0;0.999767;-0.0101014;0.0308623;1.5e+06;0.0190673;0;1e+10;0;0.666689;350000;
3e-11;117.667;0;0;0.773385;0;0;0.999751;-0.0102543;0.0498552;1.5e+06;0.0198423;0;1e+10;0;0.631973;350000;
3.1e-11;119.02;0;0;0.797139;0;0;0.999733;-0.010393;0.0184737;1.5e+06;0.0206242;0;1e+10;0;0.603513;350000;
3.2e-11;118.68;0;0;0.792373;0;0;0.999715;-0.0105171;-0.0300729;1.5e+06;0.0214126;0;1e+10;0;0.609295;350000;
3.3e-11;117.021;0;0;0.765033;0;0;0.999697;-0.0106265;-0.0467731;1.5e+06;0.0222074;0;1e+10;0;0.642291;350000;
3.4e-11;115.712;0;0;0.743359;0;0;0.999678;-0.010721;-0.0162465;1.5e+06;0.0230083;0;1e+10;0;0.668695;350000;
3.5e-11;116.017;0;0;0.748601;0;0;0.999658;-0.0108004;0.0292637;1.5e+06;0.023815;0;1e+10;0;0.662375;350000;
3.6e-11;117.533;0;0;0.774565;0;0;0.999638;-0.0108645;0.0438451;1.5e+06;0.0246273;0;1e+10;0;0.630973;350000;
3.7e-11;118.666;0;0;0.794697;0;0;0.999617;-0.0109131;0.0141878;1.5e+06;0.0254449;0;1e+10;0;0.606841;350000;
3.8e-11;118.278;0;0;0.789069;0;0;0.999595;-0.0109461;-0.0284388;1.5e+06;0.0262675;0;1e+10;0;0.613645;350000;
3.9e-11;116.783;0;0;0.764376;0;0;0.999573;-0.0109633;-0.0410654;1.5e+06;0.0270948;0;1e+10;0;0.643461;350000;
4e-11;115.678;0;0;0.746058;0;0;0.99955;-0.0109644;-0.0122913;1.5e+06;0.0279266;0;1e+10;0;0.665768;350000;
4.1e-11;116.021;0;0;0.752022;0;0;0.999526;-0.0109494;0.0275992;1.5e+06;0.0287625;0;1e+10;0;0.65856;350000;
4.2e-11;117.377;0;0;0.77545;0;0;0.999502;-0.0109181;0.038428;1.5e+06;0.0296022;0;1e+10;0;0.630239;350000;
4.3e-11;118.32;0;0;0.792398;0;0;0.999477;-0.0108703;0.0105466;1.5e+06;0.0304455;0;1e+10;0;0.609914;350000;
4.4e-11;117.9;0;0;0.786151;0;0;0.999452;-0.0108058;-0.026749;1.5e+06;0.0312921;0;1e+10;0;0.617455;350000;
4.5e-11;116.556;0;0;0.763916;0;0;0.999426;-0.0107246;-0.0359275;1.5e+06;0.0321416;0;1e+10;0;0.644315;350000;
4.6e-11;115.629;0;0;0.748541;0;0;0.999399;-0.0106265;-0.00894708;1.5e+06;0.0329937;0;1e+10;0;0.663028;350000;
4.7e-11;115.996;0;0;0.755007;0;0;0.999372;-0.0105113;0.02589;1.5e+06;0.0338481;0;1e+10;0;0.655206;350000;
4.8e-11;117.204;0;0;0.77608;0;0;0.999344;-0.0103789;0.0335585;1.5e+06;0.0347045;0;1e+10;0;0.629741;350000;
4.9e-11;117.982;0;0;0.790243;0;0;0.999315;-0.0102292;0.0074829;1.5e+06;0.0355625;0;1e+10;0;0.612748;350000;
5e-11;117.544;0;0;0.783587;0;0;0.999286;-0.0100621;-0.0250262;1.5e+06;0.0364219;0;1e+10;0;0.620778;350000;
5.1e-11;116.34;0;0;0.763627;0;0;0.999256;-0.00987742;-0.0313159;1.5e+06;0.0372822;0;1e+10;0;0.644897;350000;
5.2e-11;115.567;0;0;0.750824;0;0;0.999225;-0.00967512;-0.00614734;1.5e+06;0.0381432;0;1e+10;0;0.660474;350000;
5.3e-11;115.947;0;0;0.757601;0;0;0.999194;-0.00945508;0.0241596;1.5e+06;0.0390045;0;1e+10;0;0.65227;350000;
5.4e-11;117.02;0;0;0.776495;0;0;0.999163;-0.00921721;0.0291945;1.5e+06;0.0398657;0;1e+10;0;0.629447;350000;
5.5e-11;117.656;0;0;0.788233;0;0;0.99913;-0.00896142;0.00493129;1.5e+06;0.0407266;0;1e+10;0;0.615357;350000;
5.6e-11;117.21;0;0;0.781346;0;0;0.999097;-0.00868762;-0.0232938;1.5e+06;0.0415867;0;1e+10;0;0.623663;350000;
5.7e-11;116.136;0;0;0.763488;0;0;0.999064;-0.00839574;-0.0271895;1.5e+06;0.0424457;0;1e+10;0;0.64525;350000;
5.8e-11;115.495;0;0;0.752919;0;0;0.999029;-0.00808573;-0.00382821;1.5e+06;0.0433032;0;1e+10;0;0.658102;350000;
5.9e-11;115.878;0;0;0.759847;0;0;0.998994;-0.0077575;0.022431;1.5e+06;0.0441589;0;1e+10;0;0.649715;350000;
6e-11;116.828;0;0;0.776729;0;0;0.998959;-0.00741102;0.0252959;1.5e+06;0.0450124;0;1e+10;0;0.629327;350000;
6.1e-11;117.343;0;0;0.786367;0;0;0.998923;-0.00704624;0.00282974;1.5e+06;0.0458633;0;1e+10;0;0.617753;350000;
6.2e-11;116.9;0;0;0.779399;0;0;0.998886;-0.0066631;-0.0215742;1.5e+06;0.0467113;0;1e+10;0;0.626157;350000;
6.3e-11;115.944;0;0;0.763473;0;0;0.998849;-0.00626159;-0.0235094;1.5e+06;0.047556;0;1e+10;0;0.645412;350000;
6.4e-11;115.416;0;0;0.754836;0;0;0.998811;-0.00584168;-0.00192969;1.5e+06;0.048397;0;1e+10;0;0.655911;350000;
6.5e-11;115.795;0;0;0.761782;0;0;0.998773;-0.00540334;0.0207252;1.5e+06;0.049234;0;1e+10;0;0.647502;350000;
6.6e-11;116.633;0;0;0.776816;0;0;0.998734;-0.00494658;0.021825;1.5e+06;0.0500665;0;1e+10;0;0.62935;350000;
6.7e-11;117.047;0;0;0.784643;0;0;0.998694;-0.00447137;0.00112049;1.5e+06;0.0508941;0;1e+10;0;0.619947;350000;
6.8e-11;116.612;0;0;0.777715;0;0;0.998654;-0.00397773;-0.0198867;1.5e+06;0.0517166;0;1e+10;0;0.628302;350000;
6.9e-11;115.765;0;0;0.763561;0;0;0.998613;-0.00346567;-0.0202385;1.5e+06;0.0525334;0;1e+10;0;0.645419;350000;
7e-11;115.334;0;0;0.756586;0;0;0.998572;-0.0029352;-0.00039636;1.5e+06;0.0533443;0;1e+10;0;0.653894;350000;
7.1e-11;115.703;0;0;0.763441;0;0;0.99853;-0.00238636;0.0190604;1.5e+06;0.0541488;0;1e+10;0;0.645596;350000;
7.2e-11;116.441;0;0;0.776782;0;0;0.998488;-0.00181918;0.0187455;1.5e+06;0.0549465;0;1e+10;0;0.62949;350000;
7.3e-11;116.769;0;0;0.783058;0;0;0.998445;-0.0012337;-0.000249491;1.5e+06;0.0557371;0;1e+10;0;0.621948;350000;
7.4e-11;116.349;0;0;0.776268;0;0;0.998401;-0.000629971;-0.0182482;1.5e+06;0.0565201;0;1e+10;0;0.630139;350000;
7.5e-11;115.6;0;0;0.763731;0;0;0.998357;-8.05007e-06;-0.0173417;1.5e+06;0.0572951;0;1e+10;0;0.645302;350000;
7.6e-11;115.252;0;0;0.758178;0;0;0.998313;0.000631996;0.00082236;1.5e+06;0.0580618;0;1e+10;0;0.652047;350000;
7.7e-11;115.607;0;0;0.764857;0;0;0.998268;0.00129009;0.0174515;1.5e+06;0.0588198;0;1e+10;0;0.643964;350000;
7.8e-11;116.255;0;0;0.776655;0;0;0.998222;0.00196616;0.016023;1.5e+06;0.0595686;0;1e+10;0;0.629723;350000;
7.9e-11;116.512;0;0;0.781608;0;0;0.998176;0.0026601;-0.00132829;1.5e+06;0.0603079;0;1e+10;0;0.623769;350000;
8e-11;116.111;0;0;0.775032;0;0;0.99813;0.00337182;-0.016672;1.5e+06;0.0610373;0;1e+10;0;0.631702;350000;
8.1e-11;115.452;0;0;0.763966;0;0;0.998083;0.00410122;-0.0147854;1.5e+06;0.0617563;0;1e+10;0;0.645087;350000;
8.2e-11;115.173;0;0;0.759623;0;0;0.998035;0.00484817;0.0017721;1.5e+06;0.0624646;0;1e+10;0;0.650362;350000;
8.3e-11;115.512;0;0;0.766058;0;0;0.997988;0.00561256;0.0159105;1.5e+06;0.0631618;0;1e+10;0;0.642574;350000;
8.4e-11;116.081;0;0;0.776454;0;0;0.997939;0.00639425;0.0136249;1.5e+06;0.0638475;0;1e+10;0;0.630026;350000;
8.5e-11;116.279;0;0;0.780286;0;0;0.99789;0.0071931;-0.00215911;1.5e+06;0.0645213;0;1e+10;0;0.625419;350000;
8.6e-11;115.901;0;0;0.773982;0;0;0.997841;0.00800897;-0.0151684;1.5e+06;0.0651828;0;1e+10;0;0.633026;350000;
8.7e-11;115.321;0;0;0.764249;0;0;0.997792;0.00884169;-0.0125378;1.5e+06;0.0658316;0;1e+10;0;0.6448;350000;
8.8e-11;115.102;0;0;0.760928;0;0;0.997742;0.00969111;0.00249364;1.5e+06;0.0664673;0;1e+10;0;0.648831;350000;
8.9e-11;115.423;0;0;0.767072;0;0;0.997691;0.010557;0.0144463;1.5e+06;0.0670895;0;1e+10;0;0.641399;350000;
9e-11;115.921;0;0;0.776199;0;0;0.99764;0.0114393;0.0115203;1.5e+06;0.0676979;0;1e+10;0;0.630383;350000;
9.1e-11;116.072;0;0;0.779088;0;0;0.997589;0.0123377;-0.00278037;1.5e+06;0.068292;0;1e+10;0;0.626909;350000;
9.2e-11;115.718;0;0;0.773096;0;0;0.997538;0.0132521;-0.013745;1.5e+06;0.0688715;0;1e+10;0;0.63414;350000;
9.3e-11;115.211;0;0;0.764567;0;0;0.997486;0.0141822;-0.0105691;1.5e+06;0.069436;0;1e+10;0;0.644458;350000;
9.4e-11;115.042;0;0;0.762105;0;0;0.997433;0.0151279;0.00302315;1.5e+06;0.0699851;0;1e+10;0;0.647447;350000;
9.5e-11;115.345;0;0;0.767921;0;0;0.997381;0.0160888;0.013065;1.5e+06;0.0705184;0;1e+10;0;0.640411;350000;
9.6e-11;115.781;0;0;0.775905;0;0;0.997328;0.0170648;0.00968051;1.5e+06;0.0710355;0;1e+10;0;0.630775;350000;
9.7e-11;115.893;0;0;0.778005;0;0;0.997275;0.0180556;-0.00322605;1.5e+06;0.0715362;0;1e+10;0;0.62825;350000;
9.8e-11;115.565;0;0;0.772354;0;0;0.997221;0.019061;-0.0124067;1.5e+06;0.0720199;0;1e+10;0;0.635071;350000;
9.9e-11;115.124;0;0;0.764908;0;0;0.997167;0.0200808;-0.00885138;1.5e+06;0.0724864;0;1e+10;0;0.644079;350000;
1e-10;114.997;0;0;0.763161;0;0;0.997113;0.0211145;0.00339246;1.5e+06;0.0729353;0;1e+10;0;0.6462;350000;
1.01e-10;115.282;0;0;0.768628;0;0;0.997059;0.0221621;0.0117705;1.5e+06;0.0733662;0;1e+10;0;0.639588;350000;
1.02e-10;115.665;0;0;0.775585;0;0;0.997004;0.0232232;0.00807843;1.5e+06;0.0737788;0;1e+10;0;0.631191;350000;
1.03e-10;115.746;0;0;0.77703;0;0;0.996949;0.0242974;-0.00352591;1.5e+06;0.0741727;0;1e+10;0;0.629453;350000;
1.04e-10;115.444;0;0;0.771738;0;0;0.996894;0.0253846;-0.0111564;1.5e+06;0.0745475;0;1e+10;0;0.635843;350000;
1.05e-10;115.062;0;0;0.765262;0;0;0.996839;0.0264844;-0.00735867;1.5e+06;0.074903;0;1e+10;0;0.643676;350000;
1.06e-10;114.97;0;0;0.764106;0;0;0.996784;0.0275964;0.00362937;1.5e+06;0.0752388;0;1e+10;0;0.64508;350000;
1.07e-10;115.238;0;0;0.769212;0;0;0.996728;0.0287204;0.0105646;1.5e+06;0.0755545;0;1e+10;0;0.638907;350000;
1.08e-10;115.574;0;0;0.77525;0;0;0.996672;0.0298561;0.00668907;1.5e+06;0.0758498;0;1e+10;0;0.63162;350000;
1.09e-10;115.632;0;0;0.776157;0;0;0.996616;0.031003;-0.00370589;1.5e+06;0.0761245;0;1e+10;0;0.630529;350000;
1.1e-10;115.356;0;0;0.77123;0;0;0.99656;0.0321609;-0.00999501;1.5e+06;0.0763781;0;1e+10;0;0.636478;350000;
1.11e-10;115.027;0;0;0.765622;0;0;0.996504;0.0333294;-0.00606688;1.5e+06;0.0766104;0;1e+10;0;0.643262;350000;
1.12e-10;114.966;0;0;0.764949;0;0;0.996448;0.0345081;0.00375804;1.5e+06;0.076821;0;1e+10;0;0.644079;350000;
1.13e-10;115.217;0;0;0.769689;0;0;0.996391;0.0356966;0.00944752;1.5e+06;0.0770097;0;1e+10;0;0.638349;350000;
1.14e-10;115.513;0;0;0.774907;0;0;0.996335;0.0368947;0.00548933;1.5e+06;0.0771761;0;1e+10;0;0.632051;350000;
1.15e-10;115.553;0;0;0.775377;0;0;0.996278;0.0381018;-0.00378844;1.5e+06;0.07732;0;1e+10;0;0.631487;350000;
1.16e-10;115.304;0;0;0.770817;0;0;0.996221;0.0393176;-0.00892195;1.5e+06;0.0774411;0;1e+10;0;0.636994;350000;
1.17e-10;115.021;0;0;0.76598;0;0;0.996165;0.0405417;-0.00495387;1.5e+06;0.0775391;0;1e+10;0;0.642845;350000;
1.18e-10;114.986;0;0;0.765699;0;0;0.996108;0.0417737;0.00379931;1.5e+06;0.0776137;0;1e+10;0;0.643188;350000;
1.19e-10;115.223;0;0;0.770075;0;0;0.996051;0.0430132;0.00841802;1.5e+06;0.0776647;0;1e+10;0;0.637898;350000;
1.2e-10;115.484;0;0;0.774566;0;0;0.995995;0.0442597;0.00445798;1.5e+06;0.0776918;0;1e+10;0;0.632478;350000;
1.21e-10;115.511;0;0;0.774684;0;0;0.995938;0.0455129;-0.00379288;1.5e+06;0.0776947;0;1e+10;0;0.632337;350000;
1.22e-10;115.287;0;0;0.770485;0;0;0.995881;0.0467722;-0.00793542;1.5e+06;0.0776733;0;1e+10;0;0.637409;350000;
1.23e-10;115.048;0;0;0.766332;0;0;0.995825;0.0480373;-0.00399933;1.5e+06;0.0776272;0;1e+10;0;0.642433;350000;
1.24e-10;115.035;0;0;0.766363;0;0;0.995768;0.0493077;0.00377105;1.5e+06;0.0775562;0;1e+10;0;0.642397;350000;
1.25e-10;115.257;0;0;0.770383;0;0;0.995711;0.0505829;0.00747379;1.5e+06;0.0774602;0;1e+10;0;0.637537;350000;
1.26e-10;115.49;0;0;0.77423;0;0;0.995655;0.0518625;0.00357562;1.5e+06;0.0773389;0;1e+10;0;0.632895;350000;
1.27e-10;115.507;0;0;0.77407;0;0;0.995599;0.0531461;-0.0037357;1.5e+06;0.077192;0;1e+10;0;0.63309;350000;
1.28e-10;115.308;0;0;0.770222;0;0;0.995543;0.054433;-0.00703269;1.5e+06;0.0770195;0;1e+10;0;0.637738;350000;
1.29e-10;115.107;0;0;0.766673;0;0;0.995487;0.0557229;-0.00318473;1.5e+06;0.0768211;0;1e+10;0;0.64203;350000;
1.3e-10;115.114;0;0;0.766949;0;0;0.995431;0.0570153;0.00368845;1.5e+06;0.0765966;0;1e+10;0;0.641697;350000;
1.31e-10;115.324;0;0;0.770625;0;0;0.995375;0.0583097;0.00661168;1.5e+06;0.0763459;0;1e+10;0;0.637254;350000;
1.32e-10;115.531;0;0;0.773903;0;0;0.995319;0.0596055;0.00282458;1.5e+06;0.0760688;0;1e+10;0;0.633297;350000;
1.33e-10;115.543;0;0;0.773527;0;0;0.995264;0.0609023;-0.0036309;1.5e+06;0.0757651;0;1e+10;0;0.633753;350000;
1.34e-10;115.368;0;0;0.770017;0;0;0.995209;0.0621996;-0.00621027;1.5e+06;0.0754347;0;1e+10;0;0.637993;350000;
1.35e-10;115.202;0;0;0.767;0;0;0.995154;0.0634968;-0.00249325;1.5e+06;0.0750774;0;1e+10;0;0.641642;350000;
1.36e-10;115.225;0;0;0.767465;0;0;0.995099;0.0647935;0.00356441;1.5e+06;0.0746932;0;1e+10;0;0.641081;350000;
1.37e-10;115.424;0;0;0.770811;0;0;0.995045;0.0660891;0.00582794;1.5e+06;0.0742819;0;1e+10;0;0.637037;350000;
1.38e-10;115.611;0;0;0.77359;0;0;0.994991;0.067383;0.00218886;1.5e+06;0.0738434;0;1e+10;0;0.633682;350000;
1.39e-10;115.62;0;0;0.77305;0;0;0.994937;0.0686748;-0.0034903;1.5e+06;0.0733776;0;1e+10;0;0.634335;350000;
1.4e-10;115.467;0;0;0.769862;0;0;0.994883;0.069964;-0.00546415;1.5e+06;0.0728845;0;1e+10;0;0.638187;350000;
1.41e-10;115.333;0;0;0.767311;0;0;0.99483;0.0712499;-0.00190969;1.5e+06;0.0723638;0;1e+10;0;0.641272;350000;
1.42e-10;115.37;0;0;0.767917;0;0;0.994777;0.072532;0.00340972;1.5e+06;0.0718156;0;1e+10;0;0.640541;350000;
1.43e-10;115.559;0;0;0.770951;0;0;0.994725;0.0738098;0.00511835;1.5e+06;0.0712399;0;1e+10;0;0.636874;350000;
1.44e-10;115.729;0;0;0.773293;0;0;0.994672;0.0750827;0.00165403;1.5e+06;0.0706365;0;1e+10;0;0.634047;350000;
1.45e-10;115.737;0;0;0.772632;0;0;0.99462;0.0763502;-0.00332377;1.5e+06;0.0700054;0;1e+10;0;0.634845;350000;
1.46e-10;115.606;0;0;0.769748;0;0;0.994569;0.0776117;-0.00478997;1.5e+06;0.0693467;0;1e+10;0;0.63833;350000;
1.47e-10;115.5;0;0;0.767605;0;0;0.994518;0.0788666;-0.00142033;1.5e+06;0.0686602;0;1e+10;0;0.640921;350000;
1.48e-10;115.551;0;0;0.768312;0;0;0.994467;0.0801144;0.0032334;1.5e+06;0.067946;0;1e+10;0;0.640068;350000;
1.49e-10;115.731;0;0;0.771051;0;0;0.994417;0.0813545;0.00447844;1.5e+06;0.067204;0;1e+10;0;0.636758;350000;
1.5e-10;115.886;0;0;0.773012;0;0;0.994367;0.0825864;0.00120709;1.5e+06;0.0664344;0;1e+10;0;0.634391;350000;
1.51e-10;115.895;0;0;0.772268;0;0;0.994318;0.0838094;-0.00313951;1.5e+06;0.0656371;0;1e+10;0;0.635289;350000;
1.52e-10;115.785;0;0;0.769669;0;0;0.994269;0.085023;-0.00418316;1.5e+06;0.0648122;0;1e+10;0;0.63843;350000;
1.53e-10;115.704;0;0;0.767881;0;0;0.99422;0.0862266;-0.0010129;1.5e+06;0.0639596;0;1e+10;0;0.640592;350000;
1.54e-10;115.766;0;0;0.768655;0;0;0.994172;0.0874196;0.00304288;1.5e+06;0.0630796;0;1e+10;0;0.639656;350000;
1.55e-10;115.939;0;0;0.771119;0;0;0.994125;0.0886015;0.00390356;1.5e+06;0.0621721;0;1e+10;0;0.636679;350000;
1.56e-10;116.083;0;0;0.772749;0;0;0.994078;0.0897717;0.000836424;1.5e+06;0.0612372;0;1e+10;0;0.634711;350000;
1.57e-10;116.093;0;0;0.771951;0;0;0.994032;0.0909295;-0.00294425;1.5e+06;0.0602751;0;1e+10;0;0.635675;350000;
1.58e-10;116.003;0;0;0.769618;0;0;0.993986;0.0920745;-0.00363904;1.5e+06;0.0592858;0;1e+10;0;0.638495;350000;
1.59e-10;115.945;0;0;0.768138;0;0;0.99394;0.0932059;-0.000676417;1.5e+06;0.0582695;0;1e+10;0;0.640284;350000;
1.6e-10;116.017;0;0;0.768953;0;0;0.993896;0.0943233;0.00284426;1.5e+06;0.0572262;0;1e+10;0;0.639299;350000;
1.61e-10;116.183;0;0;0.77116;0;0;0.993851;0.095426;0.00338903;1.5e+06;0.0561562;0;1e+10;0;0.636632;350000;
1.62e-10;116.317;0;0;0.772504;0;0;0.993808;0.0965135;0.000531678;1.5e+06;0.0550596;0;1e+10;0;0.63501;350000;
1.63e-10;116.33;0;0;0.771677;0;0;0.993765;0.0975852;-0.00274349;1.5e+06;0.0539365;0;1e+10;0;0.636009;350000;
1.64e-10;116.258;0;0;0.76959;0;0;0.993722;0.0986404;-0.00315293;1.5e+06;0.0527872;0;1e+10;0;0.638531;350000;
1.65e-10;116.221;0;0;0.768375;0;0;0.99368;0.0996787;-0.000401107;1.5e+06;0.0516118;0;1e+10;0;0.639999;350000;
1.66e-10;116.302;0;0;0.76921;0;0;0.993639;0.100699;0.00264244;1.5e+06;0.0504105;0;1e+10;0;0.638991;350000;
1.67e-10;116.462;0;0;0.77118;0;0;0.993598;0.101702;0.00293019;1.5e+06;0.0491835;0;1e+10;0;0.63661;350000;
1.68e-10;116.588;0;0;0.772277;0;0;0.993558;0.102686;0.000283641;1.5e+06;0.0479312;0;1e+10;0;0.635285;350000;
1.69e-10;116.605;0;0;0.77144;0;0;0.993519;0.10365;-0.0025416;1.5e+06;0.0466536;0;1e+10;0;0.636297;350000;
1.7e-10;116.55;0;0;0.769581;0;0;0.99348;0.104594;-0.00272023;1.5e+06;0.0453511;0;1e+10;0;0.638544;350000;
1.71e-10;116.532;0;0;0.768594;0;0;0.993442;0.105519;-0.000178305;1.5e+06;0.044024;0;1e+10;0;0.639736;350000;
1.72e-10;116.62;0;0;0.76943;0;0;0.993405;0.106421;0.00244136;1.5e+06;0.0426724;0;1e+10;0;0.638726;350000;
1.73e-10;116.775;0;0;0.771183;0;0;0.993368;0.107303;0.0025225;1.5e+06;0.0412967;0;1e+10;0;0.636608;350000;
1.74e-10;116.894;0;0;0.772069;0;0;0.993332;0.108162;8.41617e-05;1.5e+06;0.0398973;0;1e+10;0;0.635539;350000;
1.75e-10;116.915;0;0;0.771237;0;0;0.993297;0.108998;-0.00234208;1.5e+06;0.0384743;0;1e+10;0;0.636543;350000;
1.76e-10;116.876;0;0;0.769586;0;0;0.993262;0.109812;-0.00233645;1.5e+06;0.0370282;0;1e+10;0;0.638538;350000;
1.77e-10;116.875;0;0;0.768795;0;0;0.993229;0.110601;-3.52156e-07;1.5e+06;0.0355592;0;1e+10;0;0.639495;350000;
1.78e-10;116.969;0;0;0.769619;0;0;0.993195;0.111366;0.00224408;1.5e+06;0.0340678;0;1e+10;0;0.638499;350000;
1.79e-10;117.119;0;0;0.771173;0;0;0.993163;0.112105;0.00216156;1.5e+06;0.0325543;0;1e+10;0;0.636622;350000;
1.8e-10;117.233;0;0;0.771878;0;0;0.993131;0.11282;-7.3947e-05;1.5e+06;0.031019;0;1e+10;0;0.635771;350000;
1.81e-10;117.258;0;0;0.771064;0;0;0.9931;0.113508;-0.00214763;1.5e+06;0.0294624;0;1e+10;0;0.636754;350000;
1.82e-10;117.234;0;0;0.769604;0;0;0.99307;0.114169;-0.0019973;1.5e+06;0.0278848;0;1e+10;0;0.638519;350000;
1.83e-10;117.247;0;0;0.768979;0;0;0.99304;0.114804;0.000139491;1.5e+06;0.0262867;0;1e+10;0;0.639274;350000;
1.84e-10;117.346;0;0;0.76978;0;0;0.993012;0.115411;0.00205296;1.5e+06;0.0246685;0;1e+10;0;0.638306;350000;
1.85e-10;117.492;0;0;0.771152;0;0;0.992983;0.115989;0.00184316;1.5e+06;0.0230306;0;1e+10;0;0.636649;350000;
1.86e-10;117.601;0;0;0.771704;0;0;0.992956;0.116539;-0.000197;1.5e+06;0.0213735;0;1e+10;0;0.635982;350000;
1.87e-10;117.631;0;0;0.770917;0;0;0.99293;0.11706;-0.00196028;1.5e+06;0.0196976;0;1e+10;0;0.636932;350000;
1.88e-10;117.619;0;0;0.76963;0;0;0.992904;0.117551;-0.00169866;1.5e+06;0.0180034;0;1e+10;0;0.638488;350000;
1.89e-10;117.646;0;0;0.769146;0;0;0.992879;0.118012;0.000247136;1.5e+06;0.0162914;0;1e+10;0;0.639074;350000;
1.9e-10;117.749;0;0;0.769916;0;0;0.992854;0.118442;0.00186976;1.5e+06;0.0145621;0;1e+10;0;0.638143;350000;
