-1.47000000000000E+0004	 1.48925925840715E+0000	-2.71388150075947E-0008	 1.57087621263013E+0000	 3.27930546385890E-0014	 1.57079653601099E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.99999999999984E+0001	-1.00000000000000E+0000	-3.17913096789853E-0005	-3.17913535658530E-0005	-6.89238741696364E-0017
-1.44000000000000E+0004	 1.48925925671756E+0000	-1.40757009229843E-0008	 1.57093429829521E+0000	 1.70083011040342E-0014	 1.57079653166922E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.99999999999991E+0001	-1.00000000000000E+0000	-3.11424759843168E-0005	-3.11425502348111E-0005	-6.04802522393956E-0017
-1.41000000000000E+0004	 1.48925925494743E+0000	 8.12927858023315E-0009	 1.57097603114093E+0000	-9.82297016342292E-0015	 1.57079652734732E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.00000000000005E+0001	-1.00000000000000E+0000	-3.04936522081948E-0005	-3.04937469027835E-0005	 4.45472996122078E-0017
-1.38000000000000E+0004	 1.48925925341429E+0000	 6.09716509457548E-0008	 1.57100555463922E+0000	-7.36747526701995E-0014	 1.57079652303996E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.00000000000037E+0001	-1.00000000000000E+0000	-2.98448356997333E-0005	-2.98449436058429E-0005	 3.80730969004961E-0016
-1.35000000000000E+0004	 1.48925925222115E+0000	 1.36913224019494E-0007	 1.57102591864697E+0000	-1.65438294089986E-0013	 1.57079651874209E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.00000000000083E+0001	-1.00000000000000E+0000	-2.91960245190853E-0005	-2.91961403535264E-0005	 9.17756183124818E-0016
-1.32000000000000E+0004	 1.48925925136648E+0000	 1.96594762322129E-0007	 1.57103945956396E+0000	-2.37554085415152E-0013	 1.57079651445526E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.00000000000119E+0001	-1.00000000000000E+0000	-2.85472172029565E-0005	-2.85473371431913E-0005	 1.36452360238528E-0015
-1.29000000000000E+0004	 1.48925925080849E+0000	 1.32348095124885E-0007	 1.57104790717400E+0000	-1.59921984568547E-0013	 1.57079651017236E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.00000000000080E+0001	-1.00000000000000E+0000	-2.78984126810914E-0005	-2.78985339680049E-0005	 9.28914738392017E-0016
-1.26000000000000E+0004	 1.48925925081085E+0000	 1.44934247161957E-0007	 1.57104787203745E+0000	-1.85289581493098E-0009	 1.57079650532122E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.00000000926448E+0001	-1.00000000000000E+0000	-2.72496124029685E-0005	-2.72497308527107E-0005	 9.93457638227331E-0016
-1.23000000000000E+0004	 1.48925925080687E+0000	 6.45143222972305E-0008	 1.57104793138412E+0000	-7.79186476649469E-0010	 1.57079649891350E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.00000000389593E+0001	-1.00000000000000E+0000	-2.66008120799825E-0005	-2.66009277367730E-0005	 4.31788916546767E-0016
-1.20000000000000E+0004	 1.48925925080349E+0000	 4.57933109376146E-0008	 1.57104798170057E+0000	-2.63903179715173E-0009	 1.57079649921143E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.00000001319516E+0001	-1.00000000000000E+0000	-2.59520117624551E-0005	-2.59521246209134E-0005	 2.99075180076304E-0016
