F. Angle Azim.	Field	AC Voltage	Phase	F. Angle Azim.	Field	AC Voltage	Phase	F. Angle Azim.	Field	AC Voltage	Phase	F. Angle Azim.	Field	AC Voltage	Phase	F. Angle Azim.	Field	AC Voltage	Phase	F. Angle Azim.	Field	AC Voltage	Phase	F. Angle Azim.	Field	AC Voltage	Phase	F. Angle Azim.	Field	AC Voltage	Phase	F. Angle Azim.	Field	AC Voltage	Phase	F. Angle Azim.	Field	AC Voltage	Phase	F. Angle Azim.	Field	AC Voltage	Phase	F. Angle Azim.	Field	AC Voltage	Phase
-95.000000E+0	5.000000E+3	11.930050E-3	4.755145E-3	-95.000000E+0	5.000000E+3	16.670780E-9	-11.921002E-9	-95.000000E+0	4.500000E+3	15.739408E-9	-25.052710E-9	-95.000000E+0	4.000000E+3	40.699029E-9	-16.670784E-9	-95.000000E+0	3.500000E+3	56.624710E-9	-18.440304E-9	-95.000000E+0	3.000000E+3	36.973680E-9	-18.999084E-9	-95.000000E+0	2.500000E+3	48.522226E-9	-27.287904E-9	-95.000000E+0	2.000000E+3	10.058329E-9	-6.891806E-9	-95.000000E+0	1.500000E+3	37.625650E-9	5.401697E-9	-95.000000E+0	1.000000E+3	39.581422E-9	-29.616246E-9	-95.000000E+0	500.000000E+0	52.526843E-9	-111.573130E-9	-95.000000E+0	100.000000E+0	71.898450E-9	-747.576400E-9
-90.000000E+0	5.000000E+3	11.898860E-3	4.750664E-3	-90.000000E+0	5.000000E+3	32.410190E-9	-67.893790E-9	-90.000000E+0	4.500000E+3	46.659500E-9	-47.777048E-9	-90.000000E+0	4.000000E+3	60.350030E-9	-60.722580E-9	-90.000000E+0	3.500000E+3	63.237180E-9	-36.787436E-9	-90.000000E+0	3.000000E+3	64.541000E-9	-68.918260E-9	-90.000000E+0	2.500000E+3	93.319010E-9	-69.663191E-9	-90.000000E+0	2.000000E+3	43.120500E-9	-88.569250E-9	-90.000000E+0	1.500000E+3	38.929514E-9	-69.942640E-9	-90.000000E+0	1.000000E+3	70.501520E-9	-103.284340E-9	-90.000000E+0	500.000000E+0	47.218282E-9	-93.691590E-9	-90.000000E+0	100.000000E+0	64.634134E-9	-365.639200E-9
-85.000000E+0	5.000000E+3	11.864630E-3	4.745894E-3	-85.000000E+0	5.000000E+3	54.668970E-9	-101.794300E-9	-85.000000E+0	4.500000E+3	46.659500E-9	-109.151580E-9	-85.000000E+0	4.000000E+3	44.424326E-9	-94.157100E-9	-85.000000E+0	3.500000E+3	38.463856E-9	-97.696330E-9	-85.000000E+0	3.000000E+3	61.281308E-9	-74.226830E-9	-85.000000E+0	2.500000E+3	37.439370E-9	-90.990690E-9	-85.000000E+0	2.000000E+3	46.473240E-9	-92.760220E-9	-85.000000E+0	1.500000E+3	31.478870E-9	-124.518440E-9	-85.000000E+0	1.000000E+3	59.977520E-9	-118.278600E-9	-85.000000E+0	500.000000E+0	25.145837E-9	-122.562710E-9	-85.000000E+0	100.000000E+0	57.183530E-9	51.595500E-9
-80.000000E+0	5.000000E+3	11.833660E-3	4.741700E-3	-80.000000E+0	5.000000E+3	44.890033E-9	-134.018400E-9	-80.000000E+0	4.500000E+3	25.052717E-9	-91.456370E-9	-80.000000E+0	4.000000E+3	37.159988E-9	-100.210830E-9	-80.000000E+0	3.500000E+3	49.919170E-9	-150.782000E-9	-80.000000E+0	3.000000E+3	10.524008E-9	-124.052890E-9	-80.000000E+0	2.500000E+3	23.376311E-9	-161.678400E-9	-80.000000E+0	2.000000E+3	49.080990E-9	-137.277680E-9	-80.000000E+0	1.500000E+3	55.786549E-9	-123.494010E-9	-80.000000E+0	1.000000E+3	35.576700E-9	-127.126200E-9	-80.000000E+0	500.000000E+0	40.233350E-9	-61.747000E-9	-80.000000E+0	100.000000E+0	1.490132E-9	413.136600E-9
-75.000000E+0	5.000000E+3	11.802630E-3	4.737406E-3	-75.000000E+0	5.000000E+3	48.149672E-9	-179.932400E-9	-75.000000E+0	4.500000E+3	42.654780E-9	-201.259800E-9	-75.000000E+0	4.000000E+3	65.006650E-9	-234.694700E-9	-75.000000E+0	3.500000E+3	39.302070E-9	-142.772740E-9	-75.000000E+0	3.000000E+3	33.434652E-9	-176.952200E-9	-75.000000E+0	2.500000E+3	17.695249E-9	-171.829900E-9	-75.000000E+0	2.000000E+3	59.139300E-9	-185.985900E-9	-75.000000E+0	1.500000E+3	52.061218E-9	-159.164100E-9	-75.000000E+0	1.000000E+3	27.287898E-9	-146.218320E-9	-75.000000E+0	500.000000E+0	7.171212E-9	-90.990710E-9	-75.000000E+0	100.000000E+0	29.243671E-9	687.599200E-9
-70.000000E+0	5.000000E+3	11.772620E-3	4.733119E-3	-70.000000E+0	5.000000E+3	26.822228E-9	-202.936200E-9	-70.000000E+0	4.500000E+3	46.473246E-9	-187.662500E-9	-70.000000E+0	4.000000E+3	18.347150E-9	-205.637000E-9	-70.000000E+0	3.500000E+3	58.673660E-9	-243.914600E-9	-70.000000E+0	3.000000E+3	59.977520E-9	-169.036000E-9	-70.000000E+0	2.500000E+3	54.575780E-9	-237.674700E-9	-70.000000E+0	2.000000E+3	37.066820E-9	-209.269000E-9	-70.000000E+0	1.500000E+3	55.041364E-9	-228.082200E-9	-70.000000E+0	1.000000E+3	66.310480E-9	-175.275900E-9	-70.000000E+0	500.000000E+0	70.687800E-9	-104.494940E-9	-70.000000E+0	100.000000E+0	15.366916E-9	727.366700E-9
-65.000000E+0	5.000000E+3	11.746100E-3	4.729205E-3	-65.000000E+0	5.000000E+3	36.973710E-9	-267.012000E-9	-65.000000E+0	4.500000E+3	80.559850E-9	-267.756900E-9	-65.000000E+0	4.000000E+3	24.773318E-9	-264.217700E-9	-65.000000E+0	3.500000E+3	54.668970E-9	-273.251800E-9	-65.000000E+0	3.000000E+3	76.182560E-9	-284.241200E-9	-65.000000E+0	2.500000E+3	47.311440E-9	-305.754900E-9	-65.000000E+0	2.000000E+3	74.692490E-9	-276.791100E-9	-65.000000E+0	1.500000E+3	59.325590E-9	-217.278800E-9	-65.000000E+0	1.000000E+3	42.934210E-9	-256.953500E-9	-65.000000E+0	500.000000E+0	67.335029E-9	-159.163910E-9	-65.000000E+0	100.000000E+0	14.714984E-9	629.018900E-9
-60.000000E+0	5.000000E+3	11.723750E-3	4.725490E-3	-60.000000E+0	5.000000E+3	61.374490E-9	-266.453100E-9	-60.000000E+0	4.500000E+3	55.134600E-9	-304.264800E-9	-60.000000E+0	4.000000E+3	15.739430E-9	-298.770200E-9	-60.000000E+0	3.500000E+3	58.021702E-9	-313.857500E-9	-60.000000E+0	3.000000E+3	36.973715E-9	-306.127500E-9	-60.000000E+0	2.500000E+3	52.340582E-9	-284.707200E-9	-60.000000E+0	2.000000E+3	61.281336E-9	-319.072900E-9	-60.000000E+0	1.500000E+3	52.899410E-9	-300.446500E-9	-60.000000E+0	1.000000E+3	35.856110E-9	-267.570600E-9	-60.000000E+0	500.000000E+0	103.656720E-9	-249.782200E-9	-60.000000E+0	100.000000E+0	53.737600E-9	208.058500E-9
-55.000000E+0	5.000000E+3	11.706230E-3	4.723580E-3	-55.000000E+0	5.000000E+3	43.772450E-9	-285.451900E-9	-55.000000E+0	4.500000E+3	90.990680E-9	-318.234900E-9	-55.000000E+0	4.000000E+3	73.109230E-9	-307.990100E-9	-55.000000E+0	3.500000E+3	80.001070E-9	-346.360800E-9	-55.000000E+0	3.000000E+3	56.065913E-9	-342.914800E-9	-55.000000E+0	2.500000E+3	71.991650E-9	-368.432800E-9	-55.000000E+0	2.000000E+3	67.241870E-9	-373.089500E-9	-55.000000E+0	1.500000E+3	54.482662E-9	-368.991800E-9	-55.000000E+0	1.000000E+3	61.933264E-9	-386.966300E-9	-55.000000E+0	500.000000E+0	70.408230E-9	-312.181100E-9	-55.000000E+0	100.000000E+0	71.525990E-9	-249.782200E-9
-50.000000E+0	5.000000E+3	11.692800E-3	4.721670E-3	-50.000000E+0	5.000000E+3	33.993440E-9	-343.473300E-9	-50.000000E+0	4.500000E+3	43.492998E-9	-372.158200E-9	-50.000000E+0	4.000000E+3	74.599290E-9	-374.021000E-9	-50.000000E+0	3.500000E+3	62.678310E-9	-361.634300E-9	-50.000000E+0	3.000000E+3	70.315220E-9	-377.001200E-9	-50.000000E+0	2.500000E+3	86.334070E-9	-410.435600E-9	-50.000000E+0	2.000000E+3	34.645419E-9	-413.136700E-9	-50.000000E+0	1.500000E+3	57.183540E-9	-445.360300E-9	-50.000000E+0	1.000000E+3	41.444044E-9	-427.386000E-9	-50.000000E+0	500.000000E+0	88.941870E-9	-448.061700E-9	-50.000000E+0	100.000000E+0	83.726330E-9	-713.117300E-9
-45.000000E+0	5.000000E+3	11.685330E-3	4.719760E-3	-45.000000E+0	5.000000E+3	30.361300E-9	-397.955800E-9	-45.000000E+0	4.500000E+3	41.444080E-9	-371.972200E-9	-45.000000E+0	4.000000E+3	54.017016E-9	-419.190000E-9	-45.000000E+0	3.500000E+3	54.575860E-9	-413.881400E-9	-45.000000E+0	3.000000E+3	69.756480E-9	-416.116800E-9	-45.000000E+0	2.500000E+3	103.284320E-9	-460.354900E-9	-45.000000E+0	2.000000E+3	60.070600E-9	-423.287900E-9	-45.000000E+0	1.500000E+3	81.304860E-9	-513.720600E-9	-45.000000E+0	1.000000E+3	50.105443E-9	-507.667000E-9	-45.000000E+0	500.000000E+0	75.530710E-9	-617.097900E-9	-45.000000E+0	100.000000E+0	147.149940E-9	-1.261856E-6
-40.000000E+0	5.000000E+3	11.682600E-3	4.719285E-3	-40.000000E+0	5.000000E+3	55.227700E-9	-413.323100E-9	-40.000000E+0	4.500000E+3	45.262540E-9	-429.807200E-9	-40.000000E+0	4.000000E+3	40.885320E-9	-451.786900E-9	-40.000000E+0	3.500000E+3	50.291710E-9	-441.448700E-9	-40.000000E+0	3.000000E+3	48.522170E-9	-514.559400E-9	-40.000000E+0	2.500000E+3	48.149680E-9	-492.113600E-9	-40.000000E+0	2.000000E+3	67.148710E-9	-525.735300E-9	-40.000000E+0	1.500000E+3	60.256880E-9	-552.650400E-9	-40.000000E+0	1.000000E+3	77.859076E-9	-594.280500E-9	-40.000000E+0	500.000000E+0	54.668940E-9	-712.838100E-9	-40.000000E+0	100.000000E+0	173.040700E-9	-1.720068E-6
-35.000000E+0	5.000000E+3	11.685410E-3	4.719095E-3	-35.000000E+0	5.000000E+3	59.791250E-9	-485.036100E-9	-35.000000E+0	4.500000E+3	33.714060E-9	-445.453500E-9	-35.000000E+0	4.000000E+3	47.125190E-9	-493.883600E-9	-35.000000E+0	3.500000E+3	8.195688E-9	-485.222100E-9	-35.000000E+0	3.000000E+3	49.453530E-9	-528.249800E-9	-35.000000E+0	2.500000E+3	56.065940E-9	-519.308700E-9	-35.000000E+0	2.000000E+3	40.605860E-9	-610.671700E-9	-35.000000E+0	1.500000E+3	40.233359E-9	-654.257800E-9	-35.000000E+0	1.000000E+3	77.113880E-9	-658.262400E-9	-35.000000E+0	500.000000E+0	99.745220E-9	-886.157100E-9	-35.000000E+0	100.000000E+0	163.820600E-9	-2.149041E-6
-30.000000E+0	5.000000E+3	11.694130E-3	4.720720E-3	-30.000000E+0	5.000000E+3	13.224830E-9	-497.049900E-9	-30.000000E+0	4.500000E+3	53.644500E-9	-496.212000E-9	-30.000000E+0	4.000000E+3	59.977550E-9	-532.440800E-9	-30.000000E+0	3.500000E+3	56.717894E-9	-550.880900E-9	-30.000000E+0	3.000000E+3	56.997270E-9	-565.130200E-9	-30.000000E+0	2.500000E+3	68.825130E-9	-569.786900E-9	-30.000000E+0	2.000000E+3	96.113070E-9	-623.524100E-9	-30.000000E+0	1.500000E+3	28.964306E-9	-670.369600E-9	-30.000000E+0	1.000000E+3	84.844060E-9	-786.878200E-9	-30.000000E+0	500.000000E+0	117.999170E-9	-1.049329E-6	-30.000000E+0	100.000000E+0	180.211900E-9	-2.469789E-6
-25.000000E+0	5.000000E+3	11.708520E-3	4.722342E-3	-25.000000E+0	5.000000E+3	52.899440E-9	-519.309200E-9	-25.000000E+0	4.500000E+3	59.698090E-9	-542.685300E-9	-25.000000E+0	4.000000E+3	71.432900E-9	-580.869400E-9	-25.000000E+0	3.500000E+3	38.091308E-9	-564.850900E-9	-25.000000E+0	3.000000E+3	63.982220E-9	-602.010600E-9	-25.000000E+0	2.500000E+3	80.001000E-9	-619.426300E-9	-25.000000E+0	2.000000E+3	103.936240E-9	-697.750600E-9	-25.000000E+0	1.500000E+3	104.588190E-9	-729.322300E-9	-25.000000E+0	1.000000E+3	75.158235E-9	-846.669000E-9	-25.000000E+0	500.000000E+0	120.327490E-9	-1.174311E-6	-25.000000E+0	100.000000E+0	216.067800E-9	-2.750957E-6
-20.000000E+0	5.000000E+3	11.727170E-3	4.725490E-3	-20.000000E+0	5.000000E+3	71.991550E-9	-491.368700E-9	-20.000000E+0	4.500000E+3	68.452620E-9	-521.451100E-9	-20.000000E+0	4.000000E+3	54.110140E-9	-569.414100E-9	-20.000000E+0	3.500000E+3	46.286970E-9	-580.310800E-9	-20.000000E+0	3.000000E+3	48.615272E-9	-644.013300E-9	-20.000000E+0	2.500000E+3	72.829880E-9	-626.038700E-9	-20.000000E+0	2.000000E+3	87.544730E-9	-771.604400E-9	-20.000000E+0	1.500000E+3	54.016960E-9	-779.893200E-9	-20.000000E+0	1.000000E+3	97.137350E-9	-938.404600E-9	-20.000000E+0	500.000000E+0	106.916210E-9	-1.273683E-6	-20.000000E+0	100.000000E+0	189.525100E-9	-2.970004E-6
-15.000000E+0	5.000000E+3	11.750560E-3	4.728254E-3	-15.000000E+0	5.000000E+3	48.522160E-9	-508.505600E-9	-15.000000E+0	4.500000E+3	69.290790E-9	-607.505300E-9	-15.000000E+0	4.000000E+3	53.923886E-9	-556.469000E-9	-15.000000E+0	3.500000E+3	34.831644E-9	-613.838400E-9	-15.000000E+0	3.000000E+3	90.804510E-9	-619.705800E-9	-15.000000E+0	2.500000E+3	62.212672E-9	-679.124100E-9	-15.000000E+0	2.000000E+3	62.398970E-9	-737.797400E-9	-15.000000E+0	1.500000E+3	96.951090E-9	-789.765300E-9	-15.000000E+0	1.000000E+3	112.877060E-9	-1.003506E-6	-15.000000E+0	500.000000E+0	114.925900E-9	-1.391681E-6	-15.000000E+0	100.000000E+0	240.841500E-9	-3.236082E-6
-10.000000E+0	5.000000E+3	11.776310E-3	4.731970E-3	-10.000000E+0	5.000000E+3	4.749754E-9	-557.400300E-9	-10.000000E+0	4.500000E+3	65.565540E-9	-613.652300E-9	-10.000000E+0	4.000000E+3	47.683939E-9	-598.099000E-9	-10.000000E+0	3.500000E+3	70.501500E-9	-631.533500E-9	-10.000000E+0	3.000000E+3	67.707488E-9	-703.990400E-9	-10.000000E+0	2.500000E+3	89.780060E-9	-680.521200E-9	-10.000000E+0	2.000000E+3	63.702810E-9	-766.202800E-9	-10.000000E+0	1.500000E+3	97.230674E-9	-851.139400E-9	-10.000000E+0	1.000000E+3	117.626740E-9	-1.035357E-6	-10.000000E+0	500.000000E+0	133.831840E-9	-1.473455E-6	-10.000000E+0	100.000000E+0	219.048300E-9	-3.419366E-6
-5.000000E+0	5.000000E+3	11.806050E-3	4.735788E-3	-5.000000E+0	5.000000E+3	68.825140E-9	-547.248700E-9	-5.000000E+0	4.500000E+3	24.866437E-9	-599.961700E-9	-5.000000E+0	4.000000E+3	86.985930E-9	-665.992400E-9	-5.000000E+0	3.500000E+3	84.285210E-9	-695.049600E-9	-5.000000E+0	3.000000E+3	71.432810E-9	-679.310200E-9	-5.000000E+0	2.500000E+3	61.188240E-9	-794.980600E-9	-5.000000E+0	2.000000E+3	76.555090E-9	-783.897900E-9	-5.000000E+0	1.500000E+3	104.401720E-9	-898.637300E-9	-5.000000E+0	1.000000E+3	74.226830E-9	-1.037128E-6	-5.000000E+0	500.000000E+0	160.374700E-9	-1.485002E-6	-5.000000E+0	100.000000E+0	254.625200E-9	-3.541741E-6
0.000000E+0	5.000000E+3	11.836320E-3	4.739790E-3	0.000000E+0	5.000000E+3	71.805280E-9	-584.967500E-9	0.000000E+0	4.500000E+3	80.746040E-9	-596.702100E-9	0.000000E+0	4.000000E+3	86.054670E-9	-644.385900E-9	0.000000E+0	3.500000E+3	94.436620E-9	-681.824900E-9	0.000000E+0	3.000000E+3	79.162790E-9	-694.956600E-9	0.000000E+0	2.500000E+3	74.133740E-9	-755.120000E-9	0.000000E+0	2.000000E+3	89.780000E-9	-789.392700E-9	0.000000E+0	1.500000E+3	48.987880E-9	-879.452300E-9	0.000000E+0	1.000000E+3	105.519520E-9	-1.109864E-6	0.000000E+0	500.000000E+0	109.803440E-9	-1.515549E-6	0.000000E+0	100.000000E+0	209.921000E-9	-3.567352E-6
5.000000E+0	5.000000E+3	11.868050E-3	4.743990E-3	5.000000E+0	5.000000E+3	66.683090E-9	-561.684300E-9	5.000000E+0	4.500000E+3	68.080070E-9	-561.870800E-9	5.000000E+0	4.000000E+3	72.736730E-9	-629.484700E-9	5.000000E+0	3.500000E+3	63.795900E-9	-650.812000E-9	5.000000E+0	3.000000E+3	98.441260E-9	-683.408100E-9	5.000000E+0	2.500000E+3	34.738508E-9	-743.106000E-9	5.000000E+0	2.000000E+3	90.990650E-9	-807.087800E-9	5.000000E+0	1.500000E+3	52.433770E-9	-881.872900E-9	5.000000E+0	1.000000E+3	123.028560E-9	-1.109025E-6	5.000000E+0	500.000000E+0	104.588020E-9	-1.528495E-6	5.000000E+0	100.000000E+0	220.072600E-9	-3.711801E-6
10.000000E+0	5.000000E+3	11.898870E-3	4.748370E-3	10.000000E+0	5.000000E+3	23.841992E-9	-551.719100E-9	10.000000E+0	4.500000E+3	57.183550E-9	-594.839300E-9	10.000000E+0	4.000000E+3	68.173220E-9	-636.655700E-9	10.000000E+0	3.500000E+3	70.222170E-9	-674.467500E-9	10.000000E+0	3.000000E+3	69.570170E-9	-668.041400E-9	10.000000E+0	2.500000E+3	93.877790E-9	-743.292200E-9	10.000000E+0	2.000000E+3	87.172250E-9	-776.913000E-9	10.000000E+0	1.500000E+3	83.074448E-9	-888.578600E-9	10.000000E+0	1.000000E+3	112.597540E-9	-986.836700E-9	10.000000E+0	500.000000E+0	107.475320E-9	-1.516202E-6	10.000000E+0	100.000000E+0	222.494300E-9	-3.563628E-6
15.000000E+0	5.000000E+3	11.929580E-3	4.752570E-3	15.000000E+0	5.000000E+3	65.938000E-9	-556.189600E-9	15.000000E+0	4.500000E+3	51.874930E-9	-585.991700E-9	15.000000E+0	4.000000E+3	71.805360E-9	-628.460100E-9	15.000000E+0	3.500000E+3	38.929486E-9	-630.416000E-9	15.000000E+0	3.000000E+3	93.412200E-9	-684.712000E-9	15.000000E+0	2.500000E+3	99.372630E-9	-723.920600E-9	15.000000E+0	2.000000E+3	69.383900E-9	-788.461400E-9	15.000000E+0	1.500000E+3	87.544710E-9	-865.388700E-9	15.000000E+0	1.000000E+3	91.363250E-9	-1.019524E-6	15.000000E+0	500.000000E+0	80.373590E-9	-1.406210E-6	15.000000E+0	100.000000E+0	253.414600E-9	-3.439017E-6
20.000000E+0	5.000000E+3	11.958350E-3	4.756960E-3	20.000000E+0	5.000000E+3	51.968080E-9	-531.416300E-9	20.000000E+0	4.500000E+3	83.260750E-9	-592.790400E-9	20.000000E+0	4.000000E+3	85.030260E-9	-542.778600E-9	20.000000E+0	3.500000E+3	70.780980E-9	-635.910700E-9	20.000000E+0	3.000000E+3	101.328620E-9	-656.027300E-9	20.000000E+0	2.500000E+3	74.971880E-9	-712.465400E-9	20.000000E+0	2.000000E+3	63.237058E-9	-764.712700E-9	20.000000E+0	1.500000E+3	76.089450E-9	-826.738600E-9	20.000000E+0	1.000000E+3	83.819470E-9	-987.954000E-9	20.000000E+0	500.000000E+0	91.456340E-9	-1.326956E-6	20.000000E+0	100.000000E+0	210.014500E-9	-3.304348E-6
25.000000E+0	5.000000E+3	11.983350E-3	4.760675E-3	25.000000E+0	5.000000E+3	87.265350E-9	-541.754000E-9	25.000000E+0	4.500000E+3	61.188220E-9	-584.036100E-9	25.000000E+0	4.000000E+3	67.428050E-9	-605.922100E-9	25.000000E+0	3.500000E+3	96.485410E-9	-627.435500E-9	25.000000E+0	3.000000E+3	64.168470E-9	-599.402800E-9	25.000000E+0	2.500000E+3	62.864640E-9	-669.065700E-9	25.000000E+0	2.000000E+3	69.570210E-9	-685.829500E-9	25.000000E+0	1.500000E+3	82.608834E-9	-762.850100E-9	25.000000E+0	1.000000E+3	49.732868E-9	-918.846500E-9	25.000000E+0	500.000000E+0	95.647380E-9	-1.254778E-6	25.000000E+0	100.000000E+0	170.153700E-9	-3.024670E-6
30.000000E+0	5.000000E+3	12.004930E-3	4.763630E-3	30.000000E+0	5.000000E+3	43.679250E-9	-509.064400E-9	30.000000E+0	4.500000E+3	77.672680E-9	-545.665600E-9	30.000000E+0	4.000000E+3	76.275770E-9	-539.984600E-9	30.000000E+0	3.500000E+3	70.501520E-9	-549.949600E-9	30.000000E+0	3.000000E+3	41.071590E-9	-566.899600E-9	30.000000E+0	2.500000E+3	77.765880E-9	-620.078200E-9	30.000000E+0	2.000000E+3	61.747070E-9	-656.772400E-9	30.000000E+0	1.500000E+3	39.115774E-9	-722.337500E-9	30.000000E+0	1.000000E+3	82.049980E-9	-808.391600E-9	30.000000E+0	500.000000E+0	93.505190E-9	-1.088351E-6	30.000000E+0	100.000000E+0	173.319900E-9	-2.760641E-6
35.000000E+0	5.000000E+3	12.022160E-3	4.765540E-3	35.000000E+0	5.000000E+3	29.243704E-9	-497.981500E-9	35.000000E+0	4.500000E+3	84.564490E-9	-482.521000E-9	35.000000E+0	4.000000E+3	54.296470E-9	-506.829100E-9	35.000000E+0	3.500000E+3	82.515530E-9	-524.059000E-9	35.000000E+0	3.000000E+3	31.571992E-9	-542.964600E-9	35.000000E+0	2.500000E+3	79.535400E-9	-597.167700E-9	35.000000E+0	2.000000E+3	39.488300E-9	-571.742600E-9	35.000000E+0	1.500000E+3	59.698080E-9	-634.420500E-9	35.000000E+0	1.000000E+3	75.996410E-9	-752.977800E-9	35.000000E+0	500.000000E+0	76.275720E-9	-952.282700E-9	35.000000E+0	100.000000E+0	111.200580E-9	-2.397611E-6
40.000000E+0	5.000000E+3	12.034010E-3	4.767450E-3	40.000000E+0	5.000000E+3	25.984060E-9	-446.757300E-9	40.000000E+0	4.500000E+3	57.742270E-9	-450.669100E-9	40.000000E+0	4.000000E+3	76.834730E-9	-499.378000E-9	40.000000E+0	3.500000E+3	51.129850E-9	-511.206600E-9	40.000000E+0	3.000000E+3	51.595560E-9	-528.995000E-9	40.000000E+0	2.500000E+3	25.425230E-9	-522.754800E-9	40.000000E+0	2.000000E+3	95.460960E-9	-559.728500E-9	40.000000E+0	1.500000E+3	66.403690E-9	-623.710400E-9	40.000000E+0	1.000000E+3	63.423470E-9	-648.483500E-9	40.000000E+0	500.000000E+0	80.746010E-9	-782.221400E-9	40.000000E+0	100.000000E+0	119.582620E-9	-1.985409E-6
45.000000E+0	5.000000E+3	12.040600E-3	4.768400E-3	45.000000E+0	5.000000E+3	47.311484E-9	-386.500600E-9	45.000000E+0	4.500000E+3	60.908810E-9	-434.278100E-9	45.000000E+0	4.000000E+3	72.457233E-9	-401.308800E-9	45.000000E+0	3.500000E+3	50.198600E-9	-470.972400E-9	45.000000E+0	3.000000E+3	58.207930E-9	-475.349900E-9	45.000000E+0	2.500000E+3	81.397950E-9	-488.947400E-9	45.000000E+0	2.000000E+3	57.928580E-9	-496.025900E-9	45.000000E+0	1.500000E+3	70.781000E-9	-539.146400E-9	45.000000E+0	1.000000E+3	63.516590E-9	-559.821500E-9	45.000000E+0	500.000000E+0	53.458190E-9	-646.900300E-9	45.000000E+0	100.000000E+0	71.898520E-9	-1.484348E-6
50.000000E+0	5.000000E+3	12.042100E-3	4.769360E-3	50.000000E+0	5.000000E+3	41.071536E-9	-393.113100E-9	50.000000E+0	4.500000E+3	55.134620E-9	-378.305000E-9	50.000000E+0	4.000000E+3	27.194776E-9	-430.179800E-9	50.000000E+0	3.500000E+3	50.477958E-9	-430.738900E-9	50.000000E+0	3.000000E+3	37.625640E-9	-441.076100E-9	50.000000E+0	2.500000E+3	71.060350E-9	-427.385700E-9	50.000000E+0	2.000000E+3	38.463862E-9	-461.472200E-9	50.000000E+0	1.500000E+3	11.269048E-9	-464.080600E-9	50.000000E+0	1.000000E+3	37.066846E-9	-453.090400E-9	50.000000E+0	500.000000E+0	37.905063E-9	-496.025500E-9	50.000000E+0	100.000000E+0	88.848700E-9	-940.920300E-9
55.000000E+0	5.000000E+3	12.037590E-3	4.769072E-3	55.000000E+0	5.000000E+3	38.556960E-9	-378.677500E-9	55.000000E+0	4.500000E+3	60.350050E-9	-359.119700E-9	55.000000E+0	4.000000E+3	58.859920E-9	-384.731100E-9	55.000000E+0	3.500000E+3	42.841090E-9	-364.055900E-9	55.000000E+0	3.000000E+3	64.913530E-9	-382.309800E-9	55.000000E+0	2.500000E+3	74.226860E-9	-379.702000E-9	55.000000E+0	2.000000E+3	68.266320E-9	-417.700100E-9	55.000000E+0	1.500000E+3	36.321786E-9	-407.269100E-9	55.000000E+0	1.000000E+3	71.991500E-9	-373.182700E-9	55.000000E+0	500.000000E+0	33.807172E-9	-318.234600E-9	55.000000E+0	100.000000E+0	28.871150E-9	-473.300300E-9
60.000000E+0	5.000000E+3	12.027890E-3	4.767450E-3	60.000000E+0	5.000000E+3	21.793074E-9	-283.962000E-9	60.000000E+0	4.500000E+3	63.144080E-9	-289.922500E-9	60.000000E+0	4.000000E+3	33.155251E-9	-296.162400E-9	60.000000E+0	3.500000E+3	53.458220E-9	-352.321300E-9	60.000000E+0	3.000000E+3	-6.798690E-9	-334.253400E-9	60.000000E+0	2.500000E+3	42.561690E-9	-352.786800E-9	60.000000E+0	2.000000E+3	58.673490E-9	-339.468800E-9	60.000000E+0	1.500000E+3	68.359460E-9	-350.179100E-9	60.000000E+0	1.000000E+3	64.820430E-9	-322.425600E-9	60.000000E+0	500.000000E+0	50.664230E-9	-223.704800E-9	60.000000E+0	100.000000E+0	-9.872070E-9	75.437470E-9
65.000000E+0	5.000000E+3	12.012800E-3	4.765635E-3	65.000000E+0	5.000000E+3	57.276650E-9	-291.692000E-9	65.000000E+0	4.500000E+3	20.302932E-9	-277.442600E-9	65.000000E+0	4.000000E+3	18.440296E-9	-283.869000E-9	65.000000E+0	3.500000E+3	21.513654E-9	-270.178400E-9	65.000000E+0	3.000000E+3	49.546680E-9	-292.530200E-9	65.000000E+0	2.500000E+3	27.660458E-9	-280.795500E-9	65.000000E+0	2.000000E+3	22.072470E-9	-263.658900E-9	65.000000E+0	1.500000E+3	53.923940E-9	-261.982600E-9	65.000000E+0	1.000000E+3	66.962480E-9	-259.934100E-9	65.000000E+0	500.000000E+0	25.332095E-9	-164.845000E-9	65.000000E+0	100.000000E+0	-18.067763E-9	434.464500E-9
70.000000E+0	5.000000E+3	11.992900E-3	4.763630E-3	70.000000E+0	5.000000E+3	52.713170E-9	-251.458400E-9	70.000000E+0	4.500000E+3	46.473240E-9	-270.737200E-9	70.000000E+0	4.000000E+3	22.258737E-9	-237.861300E-9	70.000000E+0	3.500000E+3	67.428170E-9	-265.149000E-9	70.000000E+0	3.000000E+3	48.335920E-9	-256.301400E-9	70.000000E+0	2.500000E+3	39.953971E-9	-275.486800E-9	70.000000E+0	2.000000E+3	39.674569E-9	-260.306400E-9	70.000000E+0	1.500000E+3	37.159990E-9	-232.738700E-9	70.000000E+0	1.000000E+3	17.974620E-9	-232.086800E-9	70.000000E+0	500.000000E+0	61.001940E-9	-97.696250E-9	70.000000E+0	100.000000E+0	-51.875032E-9	749.438900E-9
