4pf_1.0_GHz	4pf_1.0_GHz	4pf_2.0_GHz	4pf_2.0_GHz	4pf_3.0_GHz	4pf_3.0_GHz	4pf_4.0_GHz	4pf_4.0_GHz	4pf_5.0_GHz	4pf_5.0_GHz	4pf_6.0_GHz	4pf_6.0_GHz	4pf_7.0_GHz	4pf_7.0_GHz	4pf_8.0_GHz	4pf_8.0_GHz	4pf_9.0_GHz	4pf_9.0_GHz	4pf_10.0_GHz	4pf_10.0_GHz	4pf_11.0_GHz	4pf_11.0_GHz	4pf_12.0_GHz	4pf_12.0_GHz	4pf_13.0_GHz	4pf_13.0_GHz	4pf_14.0_GHz	4pf_14.0_GHz	4pf_15.0_GHz	4pf_15.0_GHz	4pf_16.0_GHz	4pf_16.0_GHz	4pf_17.0_GHz	4pf_17.0_GHz
2.417400E+3	-144.031800E-6	2.418600E+3	-195.683000E-6	2.415600E+3	43.549393E-6	2.420600E+3	96.192427E-6	2.417800E+3	45.979260E-6	2.416100E+3	26.271860E-6	2.418200E+3	15.850967E-6	2.424700E+3	10.828233E-6	2.423300E+3	7.675140E-6	2.424400E+3	5.348553E-6	2.417100E+3	4.174333E-6	2.421500E+3	3.707427E-6	2.423000E+3	2.916668E-6	2.428000E+3	2.741829E-6	2.422300E+3	2.185515E-6	2.424600E+3	1.509992E-6	2.420400E+3	3.397482E-6
2.467100E+3	-129.170267E-6	2.468100E+3	-181.733467E-6	2.471600E+3	-29.051461E-6	2.471200E+3	106.170267E-6	2.474100E+3	49.325067E-6	2.478100E+3	26.973213E-6	2.469800E+3	16.178800E-6	2.474100E+3	9.721571E-6	2.468400E+3	7.396973E-6	2.469500E+3	6.713499E-6	2.471300E+3	5.155832E-6	2.477700E+3	3.121311E-6	2.472000E+3	4.589588E-6	2.482300E+3	3.836575E-6	2.479400E+3	2.847130E-6	2.469000E+3	3.294168E-6	2.470100E+3	1.541782E-6
2.532000E+3	-114.949867E-6	2.523200E+3	-165.938333E-6	2.527900E+3	-97.326913E-6	2.532500E+3	115.786400E-6	2.530700E+3	52.986780E-6	2.526200E+3	28.733527E-6	2.531200E+3	17.056953E-6	2.528500E+3	11.018973E-6	2.533000E+3	8.614907E-6	2.534700E+3	6.206860E-6	2.527800E+3	5.745916E-6	2.531800E+3	4.537929E-6	2.533200E+3	4.170362E-6	2.532500E+3	3.033891E-6	2.522900E+3	1.901399E-6	2.523500E+3	2.481555E-6	2.531900E+3	1.597413E-6
2.577300E+3	-100.346840E-6	2.578300E+3	-148.116400E-6	2.576700E+3	-147.240200E-6	2.582200E+3	124.965867E-6	2.578800E+3	55.210033E-6	2.582100E+3	30.378667E-6	2.586000E+3	19.206733E-6	2.577000E+3	10.836175E-6	2.577800E+3	7.492345E-6	2.579100E+3	6.185005E-6	2.583400E+3	4.243879E-6	2.576100E+3	4.347194E-6	2.577200E+3	3.490867E-6	2.580900E+3	3.600141E-6	2.583800E+3	3.276289E-6	2.584300E+3	1.760333E-6	2.580400E+3	3.137207E-6
2.627700E+3	-91.064460E-6	2.634000E+3	-128.740867E-6	2.630500E+3	-174.934533E-6	2.630200E+3	130.570867E-6	2.634200E+3	62.927040E-6	2.630500E+3	32.222487E-6	2.629400E+3	18.048400E-6	2.627700E+3	11.162027E-6	2.633300E+3	8.140066E-6	2.628300E+3	7.520161E-6	2.637600E+3	5.275040E-6	2.636400E+3	3.157072E-6	2.627500E+3	3.874327E-6	2.630300E+3	3.403444E-6	2.632200E+3	3.230589E-6	2.632300E+3	2.807395E-6	2.633900E+3	760.956700E-9
2.689000E+3	-81.219740E-6	2.682800E+3	-114.655933E-6	2.691000E+3	-177.108133E-6	2.681400E+3	122.339133E-6	2.690200E+3	66.759647E-6	2.687000E+3	34.984180E-6	2.681600E+3	18.479560E-6	2.689200E+3	12.775307E-6	2.682800E+3	9.586480E-6	2.688900E+3	7.200271E-6	2.681000E+3	6.375741E-6	2.691300E+3	4.386926E-6	2.687000E+3	3.947838E-6	2.691000E+3	3.119324E-6	2.686100E+3	1.931201E-6	2.692100E+3	2.115975E-6	2.688500E+3	1.219916E-6
2.731100E+3	-71.259813E-6	2.737500E+3	-98.813053E-6	2.733300E+3	-170.498067E-6	2.741800E+3	89.963820E-6	2.739400E+3	71.609487E-6	2.734000E+3	34.485500E-6	2.740200E+3	19.765007E-6	2.742300E+3	11.682573E-6	2.741500E+3	9.268580E-6	2.735900E+3	8.012898E-6	2.733100E+3	4.641244E-6	2.733800E+3	4.313416E-6	2.740300E+3	3.449141E-6	2.743100E+3	3.602129E-6	2.733400E+3	2.185517E-6	2.740400E+3	2.739841E-6	2.739700E+3	2.874946E-6
2.791000E+3	-65.245693E-6	2.786200E+3	-86.784833E-6	2.783600E+3	-155.817467E-6	2.791300E+3	27.008993E-6	2.794200E+3	80.939593E-6	2.789700E+3	36.285560E-6	2.795800E+3	21.600827E-6	2.786300E+3	11.615033E-6	2.790800E+3	8.738099E-6	2.790500E+3	8.279143E-6	2.784700E+3	6.222755E-6	2.788900E+3	4.520047E-6	2.788900E+3	3.530601E-6	2.791800E+3	2.380225E-6	2.794200E+3	3.653783E-6	2.789100E+3	2.185515E-6	2.793100E+3	1.766292E-6
2.847600E+3	-58.104853E-6	2.841600E+3	-77.514307E-6	2.843400E+3	-136.173667E-6	2.846000E+3	-50.388091E-6	2.846200E+3	87.943140E-6	2.839100E+3	42.095013E-6	2.840400E+3	20.573633E-6	2.848200E+3	14.150193E-6	2.851200E+3	11.066673E-6	2.851300E+3	6.836683E-6	2.845100E+3	5.765785E-6	2.850300E+3	6.171097E-6	2.846000E+3	3.850481E-6	2.846200E+3	2.926601E-6	2.848200E+3	2.906734E-6	2.838500E+3	3.067668E-6	2.842700E+3	2.165647E-6
2.902000E+3	-50.656233E-6	2.902300E+3	-67.174900E-6	2.899600E+3	-117.845000E-6	2.891000E+3	-109.126740E-6	2.902200E+3	97.267280E-6	2.895500E+3	43.509613E-6	2.894100E+3	22.989633E-6	2.899000E+3	13.599847E-6	2.894500E+3	10.077215E-6	2.902000E+3	7.613547E-6	2.899900E+3	5.706181E-6	2.895000E+3	4.428652E-6	2.894800E+3	3.488873E-6	2.895100E+3	3.796837E-6	2.892500E+3	3.296153E-6	2.900200E+3	3.385564E-6	2.897500E+3	1.990807E-6
2.951800E+3	-47.338233E-6	2.947500E+3	-59.163833E-6	2.949100E+3	-102.816580E-6	2.946000E+3	-142.153933E-6	2.953600E+3	106.537867E-6	2.952200E+3	45.653413E-6	2.950400E+3	24.292973E-6	2.945200E+3	14.032973E-6	2.955500E+3	9.276525E-6	2.951000E+3	8.146026E-6	2.948700E+3	7.001587E-6	2.945800E+3	4.337257E-6	2.951000E+3	3.506760E-6	2.956200E+3	3.250460E-6	2.953300E+3	2.694145E-6	2.955800E+3	3.502785E-6	2.957700E+3	1.861661E-6
3.000000E+3	-41.636067E-6	3.001000E+3	-53.584813E-6	3.008000E+3	-87.513987E-6	3.009500E+3	-152.064400E-6	3.008200E+3	106.474267E-6	3.007200E+3	52.545693E-6	3.007300E+3	24.640687E-6	3.004100E+3	15.153580E-6	3.003700E+3	10.494457E-6	3.011000E+3	7.263849E-6	3.005000E+3	5.048543E-6	3.000000E+3	4.661112E-6	2.999300E+3	4.154473E-6	3.004500E+3	3.860416E-6	3.007500E+3	1.698742E-6	3.009300E+3	2.294793E-6	3.007800E+3	3.474969E-6
3.060200E+3	-36.531907E-6	3.061400E+3	-47.040213E-6	3.049400E+3	-77.424907E-6	3.059900E+3	-144.798533E-6	3.057300E+3	89.788873E-6	3.055900E+3	55.436520E-6	3.057300E+3	28.087813E-6	3.054700E+3	14.774053E-6	3.060100E+3	10.985180E-6	3.055000E+3	8.847374E-6	3.052800E+3	5.592932E-6	3.060800E+3	4.015389E-6	3.055500E+3	4.673033E-6	3.058500E+3	2.916671E-6	3.055900E+3	2.604737E-6	3.059300E+3	2.117962E-6	3.051800E+3	1.565624E-6
3.104200E+3	-33.780167E-6	3.113500E+3	-42.206273E-6	3.108400E+3	-68.076913E-6	3.104200E+3	-129.066800E-6	3.107900E+3	46.891253E-6	3.111000E+3	61.077240E-6	3.112100E+3	29.870007E-6	3.113800E+3	16.220547E-6	3.114500E+3	10.379231E-6	3.114900E+3	8.074496E-6	3.102900E+3	7.738719E-6	3.108900E+3	5.074371E-6	3.114700E+3	4.782309E-6	3.113200E+3	3.439208E-6	3.108500E+3	3.242507E-6	3.107300E+3	3.979626E-6	3.104800E+3	2.280883E-6
3.164000E+3	-29.335553E-6	3.163700E+3	-37.431947E-6	3.156500E+3	-58.545947E-6	3.164100E+3	-113.181733E-6	3.156300E+3	-20.724650E-6	3.166700E+3	69.439867E-6	3.167300E+3	30.786000E-6	3.157900E+3	18.304693E-6	3.163400E+3	11.775960E-6	3.163500E+3	8.076488E-6	3.157000E+3	7.240014E-6	3.157800E+3	5.312790E-6	3.165100E+3	3.731274E-6	3.161600E+3	4.776350E-6	3.162300E+3	3.274301E-6	3.167400E+3	2.924617E-6	3.157300E+3	1.974911E-6
3.213100E+3	-25.924160E-6	3.207500E+3	-33.505987E-6	3.209700E+3	-53.841113E-6	3.207600E+3	-96.242053E-6	3.216300E+3	-80.621680E-6	3.217200E+3	74.861913E-6	3.210900E+3	33.871547E-6	3.219000E+3	16.782800E-6	3.211300E+3	11.414347E-6	3.218200E+3	9.191095E-6	3.217700E+3	5.900889E-6	3.218000E+3	4.814098E-6	3.213400E+3	4.734625E-6	3.216800E+3	3.810750E-6	3.210800E+3	4.241891E-6	3.211000E+3	2.710039E-6	3.217800E+3	2.090148E-6
3.266200E+3	-24.420140E-6	3.259300E+3	-29.864067E-6	3.269200E+3	-47.882620E-6	3.266900E+3	-81.509807E-6	3.263700E+3	-114.868627E-6	3.271100E+3	84.102620E-6	3.270300E+3	37.197507E-6	3.261800E+3	18.314640E-6	3.266100E+3	11.501767E-6	3.266600E+3	9.876537E-6	3.260400E+3	7.222137E-6	3.265800E+3	6.085664E-6	3.267200E+3	5.239278E-6	3.260600E+3	3.469010E-6	3.265800E+3	3.214696E-6	3.264100E+3	2.771631E-6	3.265000E+3	1.811991E-6
3.314900E+3	-19.588180E-6	3.313000E+3	-27.865280E-6	3.319000E+3	-42.583767E-6	3.322200E+3	-72.209507E-6	3.313700E+3	-129.494133E-6	3.322100E+3	88.034540E-6	3.319200E+3	37.944540E-6	3.318000E+3	19.476920E-6	3.315300E+3	12.950193E-6	3.315500E+3	9.214934E-6	3.315600E+3	7.267823E-6	3.314700E+3	6.165136E-6	3.313500E+3	3.419339E-6	3.325000E+3	3.649809E-6	3.314300E+3	2.487515E-6	3.319900E+3	1.813977E-6	3.314300E+3	2.769644E-6
3.370900E+3	-17.758327E-6	3.373900E+3	-22.679680E-6	3.373900E+3	-40.314820E-6	3.371400E+3	-61.836207E-6	3.367000E+3	-123.980400E-6	3.373500E+3	81.851553E-6	3.368100E+3	44.165287E-6	3.373600E+3	19.443160E-6	3.370900E+3	12.163373E-6	3.371100E+3	9.888471E-6	3.372000E+3	8.247354E-6	3.375100E+3	4.663096E-6	3.377600E+3	4.810123E-6	3.379200E+3	3.486892E-6	3.370800E+3	3.137206E-6	3.373800E+3	2.898787E-6	3.375100E+3	1.525887E-6
3.427100E+3	-16.107260E-6	3.423000E+3	-23.168453E-6	3.418700E+3	-36.283580E-6	3.421200E+3	-54.528553E-6	3.422300E+3	-108.949933E-6	3.424800E+3	54.335893E-6	3.424300E+3	46.501793E-6	3.429200E+3	22.254493E-6	3.427400E+3	13.629653E-6	3.425900E+3	12.070000E-6	3.431100E+3	7.516189E-6	3.424700E+3	5.187619E-6	3.426900E+3	5.716115E-6	3.429500E+3	4.386926E-6	3.424300E+3	2.781562E-6	3.423400E+3	3.651799E-6	3.429600E+3	2.930580E-6
3.481500E+3	-12.566693E-6	3.482300E+3	-20.045167E-6	3.478200E+3	-31.564853E-6	3.474900E+3	-50.175440E-6	3.482400E+3	-94.495680E-6	3.480800E+3	2.364332E-6	3.474100E+3	53.111953E-6	3.478200E+3	23.728720E-6	3.473100E+3	15.513173E-6	3.481100E+3	9.312291E-6	3.481700E+3	7.271809E-6	3.479800E+3	7.124779E-6	3.485200E+3	5.090265E-6	3.484300E+3	4.782309E-6	3.474600E+3	3.113364E-6	3.473600E+3	1.414625E-6	3.478300E+3	2.986209E-6
3.526200E+3	-11.124267E-6	3.527200E+3	-16.409253E-6	3.527100E+3	-31.415820E-6	3.535400E+3	-43.211613E-6	3.530900E+3	-78.481900E-6	3.536100E+3	-55.873753E-6	3.534000E+3	59.320800E-6	3.527200E+3	23.977093E-6	3.532500E+3	13.883973E-6	3.536800E+3	11.597140E-6	3.526300E+3	7.559899E-6	3.525700E+3	5.708167E-6	3.536500E+3	4.913439E-6	3.534000E+3	3.459075E-6	3.528000E+3	3.570337E-6	3.532300E+3	3.685573E-6	3.533800E+3	2.676263E-6
3.586900E+3	-10.246095E-6	3.587500E+3	-15.513173E-6	3.581900E+3	-27.567260E-6	3.584600E+3	-39.706867E-6	3.586900E+3	-67.113313E-6	3.580500E+3	-91.290913E-6	3.589600E+3	64.313873E-6	3.587500E+3	26.691067E-6	3.581300E+3	15.481407E-6	3.580800E+3	12.970013E-6	3.589900E+3	8.378485E-6	3.590000E+3	6.548593E-6	3.580900E+3	4.746545E-6	3.582500E+3	4.007445E-6	3.589000E+3	3.087534E-6	3.586600E+3	3.951813E-6	3.582800E+3	2.753752E-6
3.635800E+3	-7.981121E-6	3.636700E+3	-13.097167E-6	3.635900E+3	-25.256580E-6	3.632800E+3	-38.051840E-6	3.640500E+3	-59.340700E-6	3.635800E+3	-106.627200E-6	3.633700E+3	69.443840E-6	3.632000E+3	30.221713E-6	3.637200E+3	17.321213E-6	3.636200E+3	10.703060E-6	3.639400E+3	8.328810E-6	3.634300E+3	6.661841E-6	3.635800E+3	4.241889E-6	3.632300E+3	4.412755E-6	3.637900E+3	3.316021E-6	3.634800E+3	2.674277E-6	3.636700E+3	3.103429E-6
3.684200E+3	-5.604853E-6	3.691400E+3	-10.391143E-6	3.693700E+3	-24.972480E-6	3.687400E+3	-32.836420E-6	3.688800E+3	-50.008527E-6	3.689500E+3	-106.561667E-6	3.684900E+3	70.079640E-6	3.686300E+3	30.313107E-6	3.692200E+3	18.555033E-6	3.694300E+3	12.886593E-6	3.693100E+3	9.038109E-6	3.689300E+3	5.761813E-6	3.694600E+3	5.666444E-6	3.686300E+3	3.240521E-6	3.686200E+3	4.055127E-6	3.694100E+3	3.465034E-6	3.689600E+3	2.225253E-6
3.743600E+3	-4.309443E-6	3.739800E+3	-11.183873E-6	3.738400E+3	-21.426007E-6	3.742100E+3	-30.905220E-6	3.736200E+3	-46.402440E-6	3.737000E+3	-94.159880E-6	3.744400E+3	54.848467E-6	3.740400E+3	35.794800E-6	3.738800E+3	18.868967E-6	3.744100E+3	13.117047E-6	3.739900E+3	10.365333E-6	3.737700E+3	6.455211E-6	3.743300E+3	6.461172E-6	3.740800E+3	5.217422E-6	3.744600E+3	2.636526E-6	3.741400E+3	4.198179E-6	3.741500E+3	3.717367E-6
3.790100E+3	-1.412639E-6	3.793700E+3	-7.305584E-6	3.797300E+3	-19.725280E-6	3.791000E+3	-28.445453E-6	3.789700E+3	-42.323520E-6	3.792200E+3	-80.389247E-6	3.798000E+3	17.575525E-6	3.796100E+3	38.804860E-6	3.795700E+3	21.728007E-6	3.793600E+3	13.204460E-6	3.788500E+3	8.889096E-6	3.797200E+3	7.553931E-6	3.791600E+3	5.288949E-6	3.794100E+3	5.088279E-6	3.788800E+3	3.763059E-6	3.796800E+3	3.260395E-6	3.797300E+3	2.388173E-6
3.844600E+3	-3.272313E-6	3.842700E+3	-6.018111E-6	3.847200E+3	-19.540500E-6	3.850400E+3	-24.902953E-6	3.845200E+3	-36.931280E-6	3.847700E+3	-69.878953E-6	3.842400E+3	-28.465361E-6	3.840200E+3	41.500953E-6	3.850500E+3	21.016713E-6	3.849200E+3	13.822373E-6	3.843900E+3	8.807639E-6	3.845600E+3	7.234058E-6	3.841300E+3	5.565117E-6	3.843400E+3	3.023957E-6	3.843000E+3	5.247225E-6	3.850600E+3	3.842537E-6	3.846700E+3	1.557676E-6
3.897000E+3	-355.643507E-9	3.895800E+3	-6.192953E-6	3.896200E+3	-17.253673E-6	3.895600E+3	-25.161213E-6	3.894600E+3	-33.686793E-6	3.903300E+3	-58.549927E-6	3.895700E+3	-66.656273E-6	3.895300E+3	48.844260E-6	3.895400E+3	23.406873E-6	3.898300E+3	15.688053E-6	3.899900E+3	11.386533E-6	3.904900E+3	8.912939E-6	3.900400E+3	4.235925E-6	3.903500E+3	5.243252E-6	3.903100E+3	3.212708E-6	3.894900E+3	3.278270E-6	3.900400E+3	3.367676E-6
3.951300E+3	1.037128E-6	3.955600E+3	-4.303480E-6	3.951500E+3	-15.789387E-6	3.951000E+3	-23.617460E-6	3.948500E+3	-31.787367E-6	3.947600E+3	-50.376080E-6	3.951400E+3	-85.533140E-6	3.956300E+3	52.186093E-6	3.950400E+3	25.008233E-6	3.947800E+3	15.302580E-6	3.955500E+3	9.820918E-6	3.955100E+3	8.451991E-6	3.946200E+3	5.396238E-6	3.954700E+3	5.563129E-6	3.951700E+3	3.896181E-6	3.958000E+3	2.191474E-6	3.954400E+3	2.829251E-6
4.006700E+3	305.972027E-9	4.008700E+3	-3.051775E-6	4.005200E+3	-15.125753E-6	4.009900E+3	-20.410720E-6	4.007900E+3	-28.520940E-6	4.007400E+3	-45.230220E-6	4.007500E+3	-85.811280E-6	4.005500E+3	52.430467E-6	4.007000E+3	26.776500E-6	4.002500E+3	18.564960E-6	4.004300E+3	11.920980E-6	4.010300E+3	8.448014E-6	4.004500E+3	6.347923E-6	4.003200E+3	3.761075E-6	4.009700E+3	4.659125E-6	4.009400E+3	4.619387E-6	4.007600E+3	3.645837E-6
4.055600E+3	3.093501E-6	4.051900E+3	-2.670301E-6	4.058700E+3	-12.763413E-6	4.055300E+3	-19.918007E-6	4.052700E+3	-26.706987E-6	4.062000E+3	-39.069093E-6	4.055700E+3	-80.472693E-6	4.053900E+3	48.866113E-6	4.062600E+3	30.406487E-6	4.052900E+3	18.566960E-6	4.060300E+3	12.425613E-6	4.059000E+3	8.450010E-6	4.058300E+3	6.198914E-6	4.063300E+3	5.563129E-6	4.054400E+3	3.306087E-6	4.063700E+3	3.472979E-6	4.056000E+3	3.415363E-6
4.108400E+3	3.715375E-6	4.109700E+3	-1.035140E-6	4.107500E+3	-13.049493E-6	4.115400E+3	-19.439187E-6	4.107300E+3	-25.244673E-6	4.111700E+3	-35.759040E-6	4.111000E+3	-67.522593E-6	4.114300E+3	26.198380E-6	4.111400E+3	34.578867E-6	4.108800E+3	18.199380E-6	4.109200E+3	12.322313E-6	4.115100E+3	8.984465E-6	4.114900E+3	6.953909E-6	4.112800E+3	4.706806E-6	4.113600E+3	4.595548E-6	4.108500E+3	2.167633E-6	4.111600E+3	2.735867E-6
4.157800E+3	5.110135E-6	4.163800E+3	1.509994E-6	4.157100E+3	-12.205107E-6	4.168600E+3	-16.725173E-6	4.161700E+3	-20.825973E-6	4.167500E+3	-33.158293E-6	4.166900E+3	-55.400773E-6	4.163600E+3	-8.906977E-6	4.166500E+3	36.959080E-6	4.164800E+3	21.569047E-6	4.164200E+3	14.015080E-6	4.164100E+3	8.533457E-6	4.158300E+3	7.557911E-6	4.161700E+3	3.717362E-6	4.159200E+3	4.001484E-6	4.158900E+3	5.128014E-6	4.161000E+3	3.393510E-6
4.209400E+3	6.228715E-6	4.215800E+3	-83.447333E-9	4.215600E+3	-10.375256E-6	4.216900E+3	-17.625213E-6	4.215900E+3	-22.182980E-6	4.214900E+3	-28.773240E-6	4.209800E+3	-49.545600E-6	4.210700E+3	-39.845913E-6	4.215400E+3	42.198347E-6	4.218400E+3	20.893520E-6	4.208300E+3	14.855527E-6	4.215900E+3	9.810990E-6	4.220200E+3	6.030033E-6	4.215600E+3	5.767773E-6	4.217200E+3	4.138573E-6	4.217200E+3	3.329931E-6	4.213100E+3	2.819315E-6
4.264500E+3	11.986561E-6	4.269000E+3	2.263000E-6	4.262500E+3	-10.983207E-6	4.269800E+3	-15.930433E-6	4.270700E+3	-20.984920E-6	4.273200E+3	-27.748067E-6	4.269700E+3	-41.711560E-6	4.265400E+3	-60.433507E-6	4.274300E+3	45.178560E-6	4.262400E+3	23.816147E-6	4.268100E+3	13.643553E-6	4.264000E+3	9.451363E-6	4.266400E+3	6.318121E-6	4.264100E+3	5.340604E-6	4.266000E+3	5.388289E-6	4.265600E+3	3.186875E-6	4.272700E+3	2.408039E-6
4.319700E+3	12.302467E-6	4.319000E+3	2.102071E-6	4.318300E+3	-10.369285E-6	4.319100E+3	-14.295247E-6	4.315600E+3	-18.594793E-6	4.323800E+3	-25.244673E-6	4.323100E+3	-36.343180E-6	4.319400E+3	-66.004660E-6	4.324800E+3	46.899167E-6	4.322700E+3	27.603033E-6	4.316700E+3	15.463527E-6	4.324800E+3	9.946084E-6	4.325900E+3	6.429383E-6	4.323700E+3	3.518677E-6	4.321700E+3	4.285595E-6	4.321300E+3	4.019361E-6	4.323000E+3	3.073627E-6
4.370200E+3	7.826139E-6	4.372100E+3	2.622619E-6	4.372100E+3	-8.525509E-6	4.368000E+3	-14.927053E-6	4.378200E+3	-18.404040E-6	4.367900E+3	-22.175027E-6	4.372100E+3	-34.928560E-6	4.373000E+3	-59.116153E-6	4.374600E+3	45.903753E-6	4.378700E+3	27.988473E-6	4.372200E+3	15.747647E-6	4.368800E+3	11.783920E-6	4.379300E+3	6.892313E-6	4.372800E+3	5.757839E-6	4.377100E+3	4.035255E-6	4.369600E+3	2.270950E-6	4.370900E+3	4.220034E-6
4.420100E+3	7.927473E-6	4.421200E+3	4.768399E-6	4.425600E+3	-7.261870E-6	4.427400E+3	-13.039560E-6	4.429100E+3	-17.430527E-6	4.428000E+3	-22.254500E-6	4.425700E+3	-29.440867E-6	4.431300E+3	-53.469573E-6	4.429700E+3	30.859480E-6	4.427500E+3	31.278733E-6	4.427700E+3	16.713240E-6	4.424100E+3	10.478560E-6	4.425100E+3	7.130743E-6	4.428000E+3	6.083677E-6	4.426600E+3	5.835323E-6	4.423300E+3	3.820681E-6	4.426600E+3	2.340488E-6
4.474800E+3	8.712270E-6	4.477300E+3	3.643853E-6	4.473500E+3	-7.154574E-6	4.481300E+3	-12.282593E-6	4.473700E+3	-14.301227E-6	4.483000E+3	-20.766380E-6	4.479500E+3	-26.967247E-6	4.481800E+3	-44.101707E-6	4.474900E+3	3.139195E-6	4.482100E+3	34.902733E-6	4.482400E+3	19.210687E-6	4.479600E+3	12.493187E-6	4.479900E+3	7.953292E-6	4.482800E+3	4.973044E-6	4.484400E+3	5.571077E-6	4.482800E+3	4.955160E-6	4.484200E+3	3.520669E-6
4.530600E+3	10.037484E-6	4.525700E+3	4.239901E-6	4.533400E+3	-6.177057E-6	4.525200E+3	-11.815693E-6	4.536200E+3	-15.328407E-6	4.527600E+3	-18.066260E-6	4.532800E+3	-25.181087E-6	4.536500E+3	-36.305433E-6	4.534100E+3	-27.175899E-6	4.533200E+3	37.795540E-6	4.526800E+3	19.836540E-6	4.534400E+3	12.062053E-6	4.528200E+3	6.955900E-6	4.536600E+3	5.815457E-6	4.529900E+3	5.604853E-6	4.527400E+3	2.990181E-6	4.535000E+3	3.548485E-6
4.578500E+3	10.075235E-6	4.585500E+3	5.602865E-6	4.582300E+3	-6.630059E-6	4.584900E+3	-11.074600E-6	4.580100E+3	-13.170673E-6	4.587000E+3	-18.390147E-6	4.586700E+3	-22.026013E-6	4.581100E+3	-32.717220E-6	4.582500E+3	-51.693367E-6	4.581600E+3	42.687100E-6	4.586200E+3	20.641200E-6	4.583500E+3	12.219000E-6	4.587100E+3	8.356623E-6	4.587200E+3	5.366434E-6	4.585500E+3	6.035992E-6	4.580500E+3	4.822045E-6	4.583900E+3	3.407415E-6
4.638400E+3	11.881263E-6	4.629900E+3	5.886981E-6	4.635600E+3	-5.408157E-6	4.637500E+3	-10.005683E-6	4.629400E+3	-13.005773E-6	4.640000E+3	-16.747027E-6	4.635900E+3	-21.036580E-6	4.640400E+3	-27.408313E-6	4.641700E+3	-59.370433E-6	4.630500E+3	47.010420E-6	4.630800E+3	24.231400E-6	4.641900E+3	14.120407E-6	4.631400E+3	9.302356E-6	4.635900E+3	6.369778E-6	4.634100E+3	5.676379E-6	4.640600E+3	5.102187E-6	4.642400E+3	3.494839E-6
4.686100E+3	11.817680E-6	4.683800E+3	6.002217E-6	4.680000E+3	-4.919400E-6	4.689900E+3	-10.283865E-6	4.688300E+3	-13.013720E-6	4.687600E+3	-16.580147E-6	4.684300E+3	-21.273000E-6	4.683800E+3	-23.675087E-6	4.685200E+3	-55.063007E-6	4.684200E+3	43.948700E-6	4.689400E+3	24.857253E-6	4.682000E+3	14.366773E-6	4.689900E+3	7.847995E-6	4.692500E+3	6.463159E-6	4.692100E+3	4.977017E-6	4.692000E+3	3.463048E-6	4.685300E+3	3.443177E-6
4.736900E+3	10.752745E-6	4.737000E+3	8.187746E-6	4.739000E+3	-6.089638E-6	4.740100E+3	-9.793101E-6	4.732700E+3	-11.533553E-6	4.736800E+3	-16.206613E-6	4.738800E+3	-16.611933E-6	4.739300E+3	-22.802873E-6	4.745000E+3	-48.925720E-6	4.734500E+3	36.992860E-6	4.738000E+3	26.536100E-6	4.736500E+3	14.325060E-6	4.744800E+3	10.856054E-6	4.738200E+3	5.962481E-6	4.736800E+3	6.147255E-6	4.745900E+3	4.353151E-6	4.740500E+3	2.982237E-6
4.796000E+3	12.429607E-6	4.792500E+3	6.792972E-6	4.793200E+3	-4.462427E-6	4.793500E+3	-8.579153E-6	4.792200E+3	-11.263347E-6	4.796700E+3	-14.257487E-6	4.787900E+3	-16.492740E-6	4.794100E+3	-19.850467E-6	4.794300E+3	-40.620787E-6	4.790200E+3	15.240994E-6	4.793500E+3	31.195287E-6	4.787600E+3	16.321840E-6	4.794400E+3	11.962707E-6	4.788200E+3	7.450617E-6	4.792200E+3	5.400210E-6	4.798200E+3	5.255173E-6	4.794400E+3	3.824650E-6
4.841200E+3	13.707160E-6	4.850300E+3	8.740083E-6	4.847900E+3	-3.089523E-6	4.841700E+3	-8.346690E-6	4.845000E+3	-11.936893E-6	4.845800E+3	-13.272033E-6	4.843500E+3	-16.319847E-6	4.842800E+3	-18.602720E-6	4.843000E+3	-34.199393E-6	4.845100E+3	-16.673501E-6	4.848200E+3	33.126513E-6	4.847400E+3	17.180160E-6	4.843400E+3	9.155332E-6	4.847700E+3	8.354643E-6	4.847300E+3	7.089017E-6	4.843400E+3	3.923991E-6	4.849700E+3	4.015388E-6
4.896800E+3	12.775327E-6	4.897100E+3	9.258647E-6	4.891400E+3	-2.537184E-6	4.895700E+3	-7.102924E-6	4.894400E+3	-10.405053E-6	4.901200E+3	-14.227687E-6	4.896300E+3	-15.719840E-6	4.903100E+3	-16.695373E-6	4.902900E+3	-31.787367E-6	4.893900E+3	-41.594347E-6	4.892800E+3	37.978327E-6	4.900800E+3	17.480160E-6	4.898600E+3	10.722953E-6	4.896600E+3	7.130735E-6	4.895500E+3	5.809495E-6	4.898900E+3	5.296895E-6	4.898300E+3	2.835209E-6
